0.000000	 0.000000
2.207700	 0.000000
4.096487	 1.142989
5.120671	 3.098746
4.984356	 5.302234
3.726924	 7.116842
1.711660	 8.018313
-0.479206	 7.746203
-2.212712	 6.379127
-2.988030	 4.312046
-2.581163	 2.142162
-1.109659	 0.496375
1.001349	 -0.149831
3.141971	 0.390239
4.693760	 1.960555
5.208388	 4.107436
4.537174	 6.210627
2.874039	 7.662495
0.699478	 8.043581
-1.358255	 7.243786
-2.704662	 5.494178
-2.950752	 3.300236
-2.025427	 1.295813
-0.196023	 0.060005
2.008927	 -0.050150
3.952392	 0.997173
5.072884	 2.899392
5.046683	 5.106937
3.881359	 6.982025
1.913584	 7.982927
-0.288130	 7.820470
-2.087688	 6.541591
-2.965179	 4.515770
-2.667086	 2.328288
-1.279533	 0.611129
0.796603	 -0.139603
2.961506	 0.292988
4.589714	 1.783920
5.210821	 3.902449
5.831928	 6.020978
7.460136	 7.511910
9.625039	 7.944501
11.701175	 7.193769
13.088728	 5.476610
13.386820	 3.289128
12.509330	 1.263307
10.709772	 -0.015572
8.508057	 -0.178029
6.540283	 0.822873
5.374958	 2.697961
5.348758	 4.905506
6.469250	 6.807725
8.412714	 7.855048
10.617665	 7.744893
12.447069	 6.509085
13.372393	 4.504662
13.126303	 2.310720
11.779896	 0.561112
9.722163	 -0.238683
7.547603	 0.142403
5.884468	 1.594271
5.213254	 3.697462
5.727882	 5.844343
7.279670	 7.414658
9.420292	 7.954729
11.531301	 7.308523
13.002805	 5.662736
13.409671	 3.492851
12.634354	 1.425771
10.900848	 0.058695
8.709982	 -0.213415
6.694718	 0.688056
5.437286	 2.502664
5.300970	 4.706152
6.325155	 6.661909
8.213942	 7.804898
10.421642	 7.804898
8.213942	 7.804898
6.325155	 6.661909
5.300970	 4.706152
5.437286	 2.502664
6.694718	 0.688056
8.709982	 -0.213415
10.900848	 0.058695
12.634354	 1.425771
13.409671	 3.492851
13.002805	 5.662736
11.531301	 7.308523
9.420292	 7.954729
7.279670	 7.414658
5.727882	 5.844343
5.213254	 3.697462
5.884468	 1.594271
7.547603	 0.142403
9.722163	 -0.238683
11.779896	 0.561112
13.126303	 2.310720
13.372393	 4.504662
12.447069	 6.509085
10.617665	 7.744893
8.412714	 7.855048
6.469250	 6.807725
5.348758	 4.905506
5.374958	 2.697961
6.540283	 0.822873
8.508057	 -0.178029
10.709772	 -0.015572
12.509330	 1.263307
13.386820	 3.289128
13.088728	 5.476610
11.701175	 7.193769
9.625039	 7.944501
7.460136	 7.511910
5.831928	 6.020978
4.203720	 4.530046
2.038817	 4.097455
-0.037319	 4.848187
-1.424872	 6.565346
-1.722965	 8.752829
-0.845474	 10.778649
0.954084	 12.057528
3.155798	 12.219985
5.123573	 11.219083
6.288897	 9.343995
6.315098	 7.136450
5.194606	 5.234231
3.251141	 4.186908
1.046191	 4.297063
-0.783213	 5.532871
-1.708538	 7.537294
-1.462448	 9.731236
-0.116041	 11.480844
1.941693	 12.280639
4.116253	 11.899553
5.779388	 10.447685
6.450602	 8.344494
5.935974	 6.197613
4.384185	 4.627298
2.243563	 4.087227
0.132555	 4.733433
