completed.
0.000000	0.000000	0.000000


8.090170	5.877853	0.000000
9.135455	4.067366	0.000000
9.135455	4.067366	30.000000
9.781476	2.079117	30.000000
9.781476	2.079117	60.000000
10.000000	0.000000	60.000000
10.000000	0.000000	90.000000
9.781476	-2.079117	90.000000
9.781476	-2.079117	120.000000
9.135455	-4.067366	120.000000
9.135455	-4.067366	150.000000
8.090170	-5.877853	150.000000
8.090170	-5.877853	180.000000
6.691306	-7.431448	180.000000
6.691306	-7.431448	210.000000
5.000000	-8.660254	210.000000
5.000000	-8.660254	240.000000
3.090170	-9.510565	240.000000
3.090170	-9.510565	270.000000
1.045285	-9.945219	270.000000
1.045285	-9.945219	300.000000
-1.045285	-9.945219	300.000000
-1.045285	-9.945219	330.000000
-3.090170	-9.510565	330.000000
-3.090170	-9.510565	360.000000
-5.000000	-8.660254	360.000000
-5.000000	-8.660254	390.000000
-6.691306	-7.431448	390.000000
-6.691306	-7.431448	420.000000
-8.090170	-5.877853	420.000000
-8.090170	-5.877853	450.000000
-9.135455	-4.067366	450.000000
-9.135455	-4.067366	480.000000
-9.781476	-2.079117	480.000000
-9.781476	-2.079117	510.000000
-10.000000	-0.000000	510.000000
-10.000000	-0.000000	540.000000
-9.781476	2.079117	540.000000
-9.781476	2.079117	570.000000
-9.135455	4.067366	570.000000
-9.135455	4.067366	600.000000
-8.090170	5.877853	600.000000
-8.090170	5.877853	630.000000
-6.691306	7.431448	630.000000
-6.691306	7.431448	660.000000
-5.000000	8.660254	660.000000
-5.000000	8.660254	690.000000
-3.090170	9.510565	690.000000
-3.090170	9.510565	720.000000
-1.045285	9.945219	720.000000
-1.045285	9.945219	750.000000
1.045285	9.945219	750.000000
1.045285	9.945219	780.000000
3.090170	9.510565	780.000000
3.090170	9.510565	810.000000
5.000000	8.660254	810.000000
5.000000	8.660254	840.000000
6.691306	7.431448	840.000000
6.691306	7.431448	870.000000
8.090170	5.877853	870.000000
8.090170	5.877853	900.000000
9.135455	4.067366	900.000000
9.135455	4.067366	930.000000
9.781476	2.079117	930.000000
9.781476	2.079117	960.000000
10.000000	0.000000	960.000000
10.000000	0.000000	990.000000
9.781476	-2.079117	990.000000
9.781476	-2.079117	1020.000000
9.135455	-4.067366	1020.000000
9.135455	-4.067366	1050.000000
8.090170	-5.877853	1050.000000
8.090170	-5.877853	1080.000000
6.691306	-7.431448	1080.000000
6.691306	-7.431448	1110.000000
5.000000	-8.660254	1110.000000
5.000000	-8.660254	1140.000000
3.090170	-9.510565	1140.000000
3.090170	-9.510565	1170.000000
1.045285	-9.945219	1170.000000
1.045285	-9.945219	1200.000000
-1.045285	-9.945219	1200.000000
-1.045285	-9.945219	1230.000000
-3.090170	-9.510565	1230.000000
-3.090170	-9.510565	1260.000000
-5.000000	-8.660254	1260.000000
-5.000000	-8.660254	1290.000000
-6.691306	-7.431448	1290.000000
-6.691306	-7.431448	1320.000000
-8.090170	-5.877853	1320.000000
-8.090170	-5.877853	1350.000000
-9.135455	-4.067366	1350.000000
-9.135455	-4.067366	1380.000000
-9.781476	-2.079117	1380.000000
-9.781476	-2.079117	1410.000000
-10.000000	-0.000000	1410.000000
-10.000000	-0.000000	1440.000000
-9.781476	2.079117	1440.000000
-9.781476	2.079117	1470.000000
-9.135455	4.067366	1470.000000
-9.135455	4.067366	1500.000000
-8.090170	5.877853	1500.000000
-8.090170	5.877853	1530.000000
-6.691306	7.431448	1530.000000
-6.691306	7.431448	1560.000000
-5.000000	8.660254	1560.000000
-5.000000	8.660254	1590.000000
-3.090170	9.510565	1590.000000
-3.090170	9.510565	1620.000000
-1.045285	9.945219	1620.000000
-1.045285	9.945219	1650.000000
1.045285	9.945219	1650.000000
1.045285	9.945219	1680.000000
3.090170	9.510565	1680.000000
3.090170	9.510565	1710.000000
5.000000	8.660254	1710.000000
5.000000	8.660254	1740.000000
6.691306	7.431448	1740.000000
6.691306	7.431448	1770.000000
8.090170	5.877853	1770.000000
8.090170	5.877853	1800.000000
6.691306	7.431448	1800.000000
6.691306	7.431448	1810.000000
5.000000	8.660254	1810.000000
5.000000	8.660254	1820.000000
3.090170	9.510565	1820.000000
3.090170	9.510565	1830.000000
1.045285	9.945219	1830.000000
1.045285	9.945219	1840.000000
-1.045285	9.945219	1840.000000
-1.045285	9.945219	1850.000000
-3.090170	9.510565	1850.000000
-3.090170	9.510565	1860.000000
-5.000000	8.660254	1860.000000
-5.000000	8.660254	1870.000000
-6.691306	7.431448	1870.000000
-6.691306	7.431448	1880.000000
-8.090170	5.877853	1880.000000
-8.090170	5.877853	1890.000000
-9.135455	4.067366	1890.000000
-9.135455	4.067366	1900.000000
-9.781476	2.079117	1900.000000
-9.781476	2.079117	1910.000000
-10.000000	-0.000000	1910.000000
-10.000000	-0.000000	1920.000000
-9.781476	-2.079117	1920.000000
-9.781476	-2.079117	1930.000000
-9.135455	-4.067366	1930.000000
-9.135455	-4.067366	1940.000000
-8.090170	-5.877853	1940.000000
-8.090170	-5.877853	1950.000000
-6.691306	-7.431448	1950.000000
-6.691306	-7.431448	1960.000000
-5.000000	-8.660254	1960.000000
-5.000000	-8.660254	1970.000000
-3.090170	-9.510565	1970.000000
-3.090170	-9.510565	1980.000000
-1.045285	-9.945219	1980.000000
-1.045285	-9.945219	1990.000000
1.045285	-9.945219	1990.000000
1.045285	-9.945219	2000.000000
3.090170	-9.510565	2000.000000
3.090170	-9.510565	2010.000000
5.000000	-8.660254	2010.000000
5.000000	-8.660254	2020.000000
6.691306	-7.431448	2020.000000
6.691306	-7.431448	2030.000000
8.090170	-5.877853	2030.000000
8.090170	-5.877853	2040.000000
9.135455	-4.067366	2040.000000
9.135455	-4.067366	2050.000000
9.781476	-2.079117	2050.000000
9.781476	-2.079117	2060.000000
10.000000	0.000000	2060.000000
10.000000	0.000000	2070.000000
9.781476	2.079117	2070.000000
9.781476	2.079117	2080.000000
9.135455	4.067366	2080.000000
9.135455	4.067366	2090.000000
8.090170	5.877853	2090.000000
8.090170	5.877853	2100.000000
6.691306	7.431448	2100.000000
6.691306	7.431448	2110.000000
5.000000	8.660254	2110.000000
5.000000	8.660254	2120.000000
3.090170	9.510565	2120.000000
3.090170	9.510565	2130.000000
1.045285	9.945219	2130.000000
1.045285	9.945219	2140.000000
-1.045285	9.945219	2140.000000
-1.045285	9.945219	2150.000000
-3.090170	9.510565	2150.000000
-3.090170	9.510565	2160.000000
-5.000000	8.660254	2160.000000
-5.000000	8.660254	2170.000000
-6.691306	7.431448	2170.000000
-6.691306	7.431448	2180.000000
-8.090170	5.877853	2180.000000
-8.090170	5.877853	2190.000000
-9.135455	4.067366	2190.000000
-9.135455	4.067366	2200.000000
-9.781476	2.079117	2200.000000
-9.781476	2.079117	2210.000000
-10.000000	-0.000000	2210.000000
-10.000000	-0.000000	2220.000000
-9.781476	-2.079117	2220.000000
-9.781476	-2.079117	2230.000000
-9.135455	-4.067366	2230.000000
-9.135455	-4.067366	2240.000000
-8.090170	-5.877853	2240.000000
-8.090170	-5.877853	2250.000000
-6.691306	-7.431448	2250.000000
-6.691306	-7.431448	2260.000000
-5.000000	-8.660254	2260.000000
-5.000000	-8.660254	2270.000000
-3.090170	-9.510565	2270.000000
-3.090170	-9.510565	2280.000000
-1.045285	-9.945219	2280.000000
-1.045285	-9.945219	2290.000000
1.045285	-9.945219	2290.000000
1.045285	-9.945219	2300.000000
3.090170	-9.510565	2300.000000
3.090170	-9.510565	2310.000000
5.000000	-8.660254	2310.000000
5.000000	-8.660254	2320.000000
6.691306	-7.431448	2320.000000
6.691306	-7.431448	2330.000000
8.090170	-5.877853	2330.000000
8.090170	-5.877853	2340.000000
9.135455	-4.067366	2340.000000
9.135455	-4.067366	2350.000000
9.781476	-2.079117	2350.000000
9.781476	-2.079117	2360.000000
10.000000	0.000000	2360.000000
10.000000	0.000000	2370.000000
9.781476	2.079117	2370.000000
9.781476	2.079117	2380.000000
9.135455	4.067366	2380.000000
9.135455	4.067366	2390.000000
8.090170	5.877853	2390.000000
8.090170	5.877853	2400.000000
