label,1ch
6650,2
6651,7
6652,10
6653,10
6654,10
6655,11
6656,11
6657,11
6658,11
6659,9
6660,5
6661,3
6662,3
6663,1
6664,-2
6665,-3
6666,-1
6667,0
6668,2
6669,4
6670,7
6671,8
6672,9
6673,11
6674,11
6675,9
6676,7
6677,5
6678,4
6679,3
6680,1
6681,-2
6682,-2
6683,0
6684,1
6685,-1
6686,0
6687,2
6688,3
6689,5
6690,7
6691,9
6692,7
6693,5
6694,6
6695,6
6696,5
6697,4
6698,4
6699,3
6700,4
6701,4
6702,3
6703,0
6704,-2
6705,1
6706,3
6707,2
6708,2
6709,3
6710,8
6711,11
6712,13
6713,13
6714,12
6715,10
6716,9
6717,7
6718,5
6719,2
6720,2
6721,3
6722,3
6723,2
6724,4
6725,4
6726,4
6727,4
6728,3
6729,3
6730,3
6731,5
6732,5
6733,5
6734,6
6735,6
6736,7
6737,6
6738,4
6739,3
6740,3
6741,3
6742,1
6743,0
6744,-1
6745,-1
6746,0
6747,2
6748,4
6749,6
6750,7
6751,7
6752,6
6753,8
6754,3
6755,2
6756,-1
6757,-3
6758,-4
6759,-3
6760,1
6761,2
6762,1
6763,4
6764,8
6765,12
6766,11
6767,8
6768,7
6769,8
6770,8
6771,8
6772,9
6773,11
6774,11
6775,11
6776,10
6777,8
6778,5
6779,3
6780,0
6781,-2
6782,-3
6783,-1
6784,0
6785,1
6786,3
6787,4
6788,5
6789,7
6790,8
6791,7
6792,8
6793,9
6794,7
6795,6
6796,5
6797,5
6798,3
6799,2
6800,1
6801,2
6802,3
6803,2
6804,3
6805,5
6806,6
6807,3
6808,3
6809,5
6810,7
6811,8
6812,8
6813,9
6814,8
6815,6
6816,4
6817,3
6818,-2
6819,-6
6820,-10
6821,-11
6822,-9
6823,-4
6824,0
6825,3
6826,6
6827,8
6828,10
6829,11
6830,10
6831,11
6832,12
6833,13
6834,12
6835,11
6836,10
6837,9
6838,9
6839,6
6840,4
6841,3
6842,3
6843,1
6844,-1
6845,-2
6846,0
6847,0
6848,2
6849,3
6850,4
6851,4
6852,5
6853,5
6854,3
6855,1
6856,0
6857,0
6858,2
6859,3
6860,6
6861,8
6862,9
6863,9
6864,8
6865,7
6866,6
6867,6
6868,5
6869,6
6870,6
6871,8
6872,8
6873,8
6874,7
6875,6
6876,5
6877,5
6878,4
6879,3
6880,3
6881,3
6882,3
6883,2
6884,1
6885,1
6886,1
6887,2
6888,3
6889,5
6890,7
6891,7
6892,9
6893,10
6894,9
6895,5
6896,2
6897,1
6898,-1
6899,-4
6900,-4
6901,-3
6902,0
6903,4
6904,4
6905,5
6906,5
6907,8
6908,11
6909,10
6910,8
6911,7
6912,7
6913,5
6914,7
6915,7
6916,8
6917,8
6918,7
6919,7
6920,6
6921,3
6922,2
6923,0
6924,0
6925,2
6926,2
6927,2
6928,4
6929,6
6930,8
6931,9
6932,10
6933,10
6934,10
6935,10
6936,8
6937,5
6938,2
6939,1
6940,-1
6941,-1
6942,0
6943,1
6944,2
6945,3
6946,4
6947,3
6948,1
6949,-1
6950,1
6951,3
6952,4
6953,4
6954,3
6955,3
6956,3
6957,3
6958,3
6959,3
6960,3
6961,4
6962,8
6963,11
6964,10
6965,11
6966,13
6967,11
6968,8
6969,6
6970,7
6971,6
6972,6
6973,6
6974,4
6975,4
6976,5
6977,5
6978,5
6979,3
6980,3
6981,5
6982,8
6983,6
6984,4
6985,3
6986,4
6987,5
6988,6
6989,7
6990,8
6991,9
6992,10
6993,9
6994,10
6995,8
6996,9
6997,8
6998,7
6999,5
7000,4
7001,3
7002,3
7003,1
7004,-1
7005,-1
7006,-1
7007,-1
7008,2
7009,3
7010,6
7011,9
7012,13
7013,14
7014,14
7015,15
7016,12
7017,8
7018,6
7019,4
7020,1
7021,0
7022,1
7023,1
7024,2
7025,2
7026,5
7027,5
7028,4
7029,2
7030,3
7031,4
7032,6
7033,5
7034,3
7035,4
7036,6
7037,8
7038,9
7039,7
7040,7
7041,7
7042,8
7043,5
7044,4
7045,6
7046,6
7047,5
7048,4
7049,5
7050,5
7051,3
7052,-2
7053,-6
7054,-6
7055,0
7056,3
7057,2
7058,3
7059,8
7060,14
7061,16
7062,14
7063,12
7064,9
7065,9
7066,8
7067,8
7068,9
7069,9
7070,10
7071,10
7072,11
7073,11
7074,8
7075,6
7076,4
7077,4
7078,3
7079,3
7080,4
7081,4
7082,9
7083,8
7084,8
7085,6
7086,6
7087,6
7088,7
7089,9
7090,9
7091,10
7092,11
7093,10
7094,11
7095,10
7096,9
7097,8
7098,8
7099,6
7100,4
7101,4
7102,3
7103,1
7104,2
7105,2
7106,1
7107,2
7108,2
7109,3
7110,6
7111,7
7112,9
7113,9
7114,10
7115,13
7116,13
7117,9
7118,4
7119,2
7120,2
7121,3
7122,4
7123,2
7124,3
7125,6
7126,8
7127,7
7128,5
7129,5
7130,6
7131,7
7132,8
7133,7
7134,8
7135,9
7136,11
7137,12
7138,13
7139,11
7140,8
7141,7
7142,5
7143,5
7144,5
7145,6
7146,6
7147,5
7148,4
7149,4
7150,4
7151,6
7152,6
7153,4
7154,3
7155,3
7156,2
7157,1
7158,-2
7159,-2
7160,1
7161,3
7162,5
7163,6
7164,7
7165,9
7166,10
7167,12
7168,12
7169,12
7170,11
7171,12
7172,14
7173,14
7174,13
7175,11
7176,7
7177,2
7178,1
7179,-1
7180,-2
7181,-1
7182,1
7183,1
7184,2
7185,8
7186,7
7187,7
7188,8
7189,9
7190,10
7191,12
7192,16
7193,14
7194,12
7195,12
7196,11
7197,9
7198,8
7199,6
7200,5
7201,5
7202,2
7203,2
7204,4
7205,4
7206,3
7207,3
7208,4
7209,4
7210,4
7211,4
7212,4
7213,3
7214,3
7215,4
7216,6
7217,8
7218,9
7219,9
7220,9
7221,8
7222,5
7223,4
7224,5
7225,5
7226,6
7227,6
7228,5
7229,4
7230,3
7231,4
7232,2
7233,-1
7234,1
7235,2
7236,3
7237,4
7238,6
7239,7
7240,12
7241,11
7242,9
7243,6
7244,6
7245,3
7246,1
7247,1
7248,1
7249,1
7250,1
7251,3
7252,5
7253,8
7254,5
7255,5
7256,2
7257,1
7258,0
7259,-1
7260,-1
7261,5
7262,12
7263,11
7264,10
7265,9
7266,10
7267,9
7268,9
7269,9
7270,10
7271,11
7272,11
7273,10
7274,8
7275,7
7276,4
7277,2
7278,1
7279,0
7280,0
7281,0
7282,-1
7283,3
7284,4
7285,4
7286,5
7287,9
7288,9
7289,7
7290,5
7291,4
7292,5
7293,6
7294,4
7295,4
7296,5
7297,6
7298,8
7299,9
7300,7
7301,6
7302,4
7303,4
7304,4
7305,3
7306,4
7307,5
7308,6
7309,7
7310,7
7311,8
7312,9
7313,7
7314,7
7315,6
7316,5
7317,5
7318,4
7319,5
7320,5
7321,5
7322,5
7323,4
7324,4
7325,2
7326,2
7327,3
7328,4
7329,5
7330,6
7331,7
7332,9
7333,10
7334,7
7335,8
7336,7
7337,7
7338,4
7339,1
7340,-1
7341,-1
7342,0
7343,0
7344,2
7345,3
7346,2
7347,5
7348,7
7349,8
7350,8
7351,7
7352,9
7353,9
7354,10
7355,10
7356,8
7357,7
7358,5
7359,3
7360,4
7361,2
7362,1
7363,3
7364,3
7365,4
7366,2
7367,4
7368,5
7369,5
7370,6
7371,7
7372,7
7373,9
7374,8
7375,7
7376,6
7377,5
7378,4
7379,3
7380,2
7381,1
7382,1
7383,2
7384,2
7385,2
7386,3
7387,3
7388,3
7389,4
7390,5
7391,6
7392,6
7393,5
7394,5
7395,5
7396,4
7397,4
7398,2
7399,0
7400,1
7401,1
7402,0
7403,-1
7404,1
7405,1
7406,1
7407,2
7408,4
7409,3
7410,4
7411,5
7412,6
7413,6
7414,4
7415,4
7416,3
7417,3
7418,3
7419,2
7420,-2
7421,-4
7422,-2
7423,-3
7424,-3
7425,-3
7426,-3
7427,-2
7428,1
7429,3
7430,2
7431,2
7432,3
7433,3
7434,0
7435,-2
7436,-3
7437,2
7438,3
7439,-1
7440,0
7441,4
7442,5
7443,8
7444,9
7445,8
7446,8
7447,5
7448,4
7449,5
7450,7
7451,8
7452,7
7453,7
7454,6
7455,6
7456,6
7457,3
7458,2
7459,0
7460,-1
7461,-4
7462,-5
7463,-5
7464,-5
7465,-4
7466,-4
7467,1
7468,2
7469,3
7470,6
7471,9
7472,10
7473,9
7474,9
7475,6
7476,4
7477,3
7478,1
7479,-2
7480,-2
7481,-3
7482,-5
7483,-5
7484,-3
7485,-3
7486,-1
7487,2
7488,2
7489,1
7490,1
7491,3
7492,6
7493,7
7494,3
7495,2
7496,1
7497,-1
7498,-4
7499,-7
7500,-8
7501,-6
7502,-5
7503,-2
7504,-1
7505,-1
7506,2
7507,6
7508,6
7509,5
7510,4
7511,4
7512,5
7513,5
7514,5
7515,3
7516,1
7517,0
7518,-2
7519,-4
7520,-5
7521,-5
7522,-4
7523,-3
7524,-1
7525,1
7526,2
7527,3
7528,6
7529,7
7530,8
7531,9
7532,8
7533,7
7534,6
7535,6
7536,5
7537,3
7538,2
7539,1
7540,0
7541,-2
7542,-4
7543,-5
7544,-4
7545,-3
7546,-2
7547,-1
7548,1
7549,3
7550,6
7551,7
7552,7
7553,6
7554,7
7555,8
7556,6
7557,3
7558,1
7559,-1
7560,-2
7561,-3
7562,-4
7563,-2
7564,-2
7565,-1
7566,0
7567,0
7568,2
7569,2
7570,2
7571,3
7572,5
7573,5
7574,5
7575,6
7576,6
7577,5
7578,3
7579,1
7580,1
7581,1
7582,-1
7583,-1
7584,1
7585,-1
7586,0
7587,0
7588,1
7589,0
7590,0
7591,2
7592,3
7593,2
7594,1
7595,2
7596,3
7597,4
7598,3
7599,1
7600,1
7601,2
7602,0
7603,0
7604,1
7605,0
7606,0
7607,1
7608,3
7609,2
7610,3
7611,4
7612,6
7613,6
7614,4
7615,3
7616,2
7617,2
7618,2
7619,0
7620,-1
7621,-2
7622,-1
7623,-3
7624,-5
7625,-4
7626,-4
7627,-2
7628,0
7629,0
7630,1
7631,3
7632,6
7633,6
7634,5
7635,3
7636,2
7637,3
7638,2
7639,0
7640,-3
7641,-3
7642,-4
7643,-5
7644,-4
7645,-3
7646,-2
7647,1
7648,3
7649,5
7650,6
7651,6
7652,7
7653,5
7654,4
7655,3
7656,2
7657,1
7658,2
7659,2
7660,1
7661,1
7662,0
7663,-3
7664,-3
7665,-1
7666,0
7667,1
7668,1
7669,3
7670,5
7671,6
7672,6
7673,5
7674,6
7675,5
7676,4
7677,2
7678,0
7679,-1
7680,0
7681,-2
7682,-2
7683,0
7684,-2
7685,-3
7686,-3
7687,-2
7688,0
7689,1
7690,3
7691,3
7692,5
7693,7
7694,7
7695,7
7696,4
7697,3
7698,0
7699,-2
7700,-2
7701,-3
7702,-2
7703,1
7704,2
7705,1
7706,2
7707,4
7708,4
7709,4
7710,4
7711,4
7712,5
7713,2
7714,1
7715,0
7716,0
7717,-2
7718,-3
7719,-2
7720,0
7721,2
7722,3
7723,4
7724,3
7725,1
7726,1
7727,2
7728,3
7729,3
7730,5
7731,4
7732,5
7733,5
7734,3
7735,2
7736,-2
7737,-3
7738,-3
7739,-4
7740,-3
7741,-1
7742,-1
7743,0
7744,-1
7745,0
7746,-1
7747,0
7748,1
7749,3
7750,6
7751,7
7752,7
7753,9
7754,9
7755,7
7756,4
7757,2
7758,2
7759,2
7760,1
7761,-1
7762,-2
7763,0
7764,-1
7765,-3
7766,-6
7767,-5
7768,-4
7769,-1
7770,2
7771,3
7772,6
7773,6
7774,7
7775,8
7776,6
7777,3
7778,4
7779,2
7780,2
7781,1
7782,1
7783,0
7784,1
7785,2
7786,2
7787,1
7788,0
7789,1
7790,1
7791,2
7792,3
7793,2
7794,2
7795,3
7796,3
7797,1
7798,-1
7799,-1
7800,-1
7801,-1
7802,0
7803,3
7804,3
7805,2
7806,2
7807,3
7808,4
7809,4
7810,3
7811,3
7812,2
7813,1
7814,2
7815,1
7816,1
7817,1
7818,2
7819,1
7820,1
7821,1
7822,1
7823,1
7824,1
7825,3
7826,2
7827,2
7828,3
7829,4
7830,4
7831,5
7832,4
7833,4
7834,3
7835,3
7836,3
7837,1
7838,0
7839,-3
7840,-5
7841,-5
7842,-3
7843,0
7844,0
7845,2
7846,3
7847,6
7848,6
7849,6
7850,7
7851,7
7852,6
7853,5
7854,4
7855,3
7856,3
7857,3
7858,1
7859,-1
7860,-1
7861,-3
7862,-5
7863,-4
7864,-1
7865,-3
7866,-1
7867,2
7868,4
7869,5
7870,8
7871,10
7872,10
7873,7
7874,6
7875,4
7876,3
7877,2
7878,1
7879,-1
7880,0
7881,0
7882,-2
7883,-1
7884,1
7885,2
7886,0
7887,2
7888,3
7889,6
7890,7
7891,7
7892,7
7893,6
7894,6
7895,5
7896,4
7897,2
7898,2
7899,3
7900,1
7901,1
7902,1
7903,1
7904,0
7905,1
7906,2
7907,2
7908,2
7909,4
7910,3
7911,4
7912,4
7913,2
7914,1
7915,0
7916,-2
7917,-3
7918,-3
7919,-2
7920,0
7921,0
7922,2
7923,5
7924,4
7925,2
7926,3
7927,3
7928,2
7929,3
7930,4
7931,4
7932,6
7933,7
7934,6
7935,5
7936,4
7937,3
7938,2
7939,1
7940,0
7941,1
7942,0
7943,0
7944,1
7945,2
7946,1
7947,1
7948,1
7949,1
7950,2
7951,4
7952,4
7953,4
7954,4
7955,3
7956,3
7957,2
7958,2
7959,2
7960,-1
7961,-4
7962,-5
7963,-5
7964,-3
7965,-1
7966,1
7967,1
7968,3
7969,5
7970,8
7971,8
7972,6
7973,4
7974,5
7975,4
7976,3
7977,3
7978,2
7979,2
7980,3
7981,-1
7982,-2
7983,-1
7984,-1
7985,0
7986,1
7987,2
7988,2
7989,3
7990,3
7991,3
7992,2
7993,1
7994,0
7995,1
7996,2
7997,3
7998,2
7999,2
8000,3
8001,4
8002,1
8003,1
8004,1
8005,2
8006,1
8007,3
8008,5
8009,7
8010,6
8011,7
8012,5
8013,6
8014,6
8015,5
8016,3
8017,1
8018,1
8019,1
8020,0
8021,0
8022,1
8023,0
8024,-2
8025,-3
8026,-4
8027,-5
8028,-4
8029,-2
8030,-1
8031,2
8032,5
8033,7
8034,8
8035,9
8036,8
8037,6
8038,7
8039,6
8040,3
8041,2
8042,1
8043,3
8044,2
8045,2
8046,2
8047,4
8048,5
8049,3
8050,3
8051,4
8052,5
8053,6
8054,6
8055,4
8056,3
8057,2
8058,0
8059,-3
8060,-3
8061,-3
8062,-2
8063,-1
8064,1
8065,3
8066,4
8067,4
8068,5
8069,6
8070,7
8071,8
8072,8
8073,7
8074,7
8075,7
8076,5
8077,3
8078,1
8079,1
8080,1
8081,0
8082,0
8083,2
8084,0
8085,0
8086,1
8087,0
8088,-1
8089,-2
8090,1
8091,2
8092,3
8093,3
8094,4
8095,6
8096,7
8097,7
8098,5
8099,4
8100,3
8101,3
8102,0
8103,0
8104,2
8105,1
8106,1
8107,2
8108,2
8109,1
8110,1
8111,3
8112,5
8113,7
8114,6
8115,5
8116,5
8117,5
8118,4
8119,3
8120,1
8121,1
8122,1
8123,1
8124,1
8125,2
8126,3
8127,2
8128,2
8129,2
8130,4
8131,5
8132,4
8133,4
8134,5
8135,6
8136,6
8137,3
8138,1
8139,1
8140,1
8141,0
8142,0
8143,1
8144,1
8145,1
8146,2
8147,3
8148,4
8149,4
8150,4
8151,6
8152,8
8153,8
8154,6
8155,4
8156,3
8157,3
8158,3
8159,1
8160,0
8161,0
8162,0
8163,0
8164,1
8165,3
8166,3
8167,2
8168,4
8169,2
8170,3
8171,1
8172,3
8173,2
8174,3
8175,3
8176,2
8177,1
8178,2
8179,3
8180,0
8181,-2
8182,-3
8183,-1
8184,-3
8185,-2
8186,-1
8187,1
8188,2
8189,5
8190,7
8191,9
8192,9
8193,8
8194,8
8195,6
8196,5
8197,3
8198,2
8199,1
8200,1
8201,0
8202,0
8203,1
8204,1
8205,1
8206,2
8207,2
8208,2
8209,2
8210,4
8211,5
8212,6
8213,6
8214,4
8215,2
8216,2
8217,2
8218,1
8219,0
8220,-1
8221,0
8222,-1
8223,0
8224,1
8225,3
8226,3
8227,3
8228,3
8229,4
8230,6
8231,6
8232,5
8233,4
8234,5
8235,4
8236,4
8237,2
8238,0
8239,0
8240,0
8241,-2
8242,-3
8243,-1
8244,-1
8245,-1
8246,1
8247,2
8248,3
8249,4
8250,5
8251,6
8252,5
8253,4
8254,4
8255,3
8256,3
8257,2
8258,1
8259,0
8260,1
8261,1
8262,-1
8263,0
8264,1
8265,1
8266,3
8267,2
8268,4
8269,6
8270,5
8271,5
8272,6
8273,5
8274,4
8275,4
8276,3
8277,2
8278,2
8279,1
8280,-1
8281,-1
8282,0
8283,-1
8284,-1
8285,1
8286,1
8287,1
8288,1
8289,3
8290,3
8291,4
8292,4
8293,4
8294,4
8295,4
8296,2
8297,-2
8298,-5
8299,-5
8300,-5
8301,-5
8302,-3
8303,-1
8304,-1
8305,2
8306,4
8307,6
8308,6
8309,5
8310,5
8311,6
8312,5
8313,4
8314,4
8315,2
8316,2
8317,2
8318,0
8319,-2
8320,-1
8321,-2
8322,0
8323,2
8324,1
8325,1
8326,1
8327,4
8328,4
8329,3
8330,3
8331,3
8332,2
8333,2
8334,1
8335,0
8336,0
8337,0
8338,-2
8339,-2
8340,0
8341,1
8342,0
8343,1
8344,2
8345,3
8346,3
8347,3
8348,3
8349,5
8350,6
8351,6
8352,5
8353,4
8354,4
8355,4
8356,3
8357,1
8358,1
8359,0
8360,-1
8361,-3
8362,-1
8363,-1
8364,-1
8365,-1
8366,1
8367,1
8368,2
8369,3
8370,3
8371,5
8372,5
8373,3
8374,3
8375,2
8376,2
8377,1
8378,0
8379,-1
8380,1
8381,0
8382,-1
8383,-1
8384,0
8385,0
8386,2
8387,3
8388,2
8389,3
8390,2
8391,5
8392,4
8393,4
8394,3
8395,2
8396,1
8397,1
8398,0
8399,-2
8400,-1
8401,0
8402,-1
8403,-1
8404,0
8405,0
8406,0
8407,1
8408,2
8409,1
8410,3
8411,3
8412,3
8413,4
8414,3
8415,2
8416,0
8417,0
8418,0
8419,-2
8420,-3
8421,-3
8422,-2
8423,-2
8424,0
8425,1
8426,1
8427,1
8428,2
8429,3
8430,2
8431,3
8432,2
8433,3
8434,3
8435,4
8436,2
8437,1
8438,0
8439,-2
8440,-2
8441,-2
8442,0
8443,0
8444,0
8445,1
8446,2
8447,2
8448,2
8449,3
8450,5
8451,6
8452,4
8453,4
8454,3
8455,3
8456,1
8457,-3
8458,-5
8459,-7
8460,-7
8461,-7
8462,-7
8463,-4
8464,-3
8465,-1
8466,2
8467,4
8468,7
8469,7
8470,7
8471,7
8472,6
8473,6
8474,3
8475,2
8476,2
8477,0
8478,0
8479,-1
8480,-2
8481,-2
8482,-1
8483,-1
8484,-1
8485,1
8486,2
8487,1
8488,2
8489,2
8490,3
8491,5
8492,4
8493,2
8494,2
8495,2
8496,1
8497,1
8498,-2
8499,0
8500,0
8501,-2
8502,-2
8503,-1
8504,0
8505,-1
8506,0
8507,1
8508,2
8509,2
8510,2
8511,3
8512,3
8513,3
8514,3
8515,3
8516,1
8517,-1
8518,-2
8519,-1
8520,-2
8521,-2
8522,-1
8523,-1
8524,-1
8525,0
8526,1
8527,1
8528,1
8529,1
8530,3
8531,4
8532,4
8533,3
8534,2
8535,2
8536,1
8537,1
8538,-2
8539,-2
8540,-2
8541,-2
8542,-3
8543,-3
8544,-3
8545,-2
8546,-1
8547,0
8548,1
8549,3
8550,3
8551,5
8552,3
8553,2
8554,3
8555,3
8556,2
8557,0
8558,-2
8559,-2
8560,-2
8561,-3
8562,-2
8563,-1
8564,-1
8565,-1
8566,0
8567,1
8568,1
8569,2
8570,3
8571,3
8572,2
8573,2
8574,2
8575,2
8576,1
8577,-1
8578,-3
8579,-2
8580,-3
8581,-2
8582,-2
8583,0
8584,-2
8585,-1
8586,1
8587,1
8588,1
8589,2
8590,3
8591,3
8592,2
8593,1
8594,2
8595,2
8596,1
8597,-2
8598,-1
8599,-1
8600,-3
8601,-5
8602,-3
8603,-2
8604,-2
8605,-2
8606,0
8607,1
8608,1
8609,2
8610,4
8611,3
8612,2
8613,2
8614,1
8615,2
8616,1
8617,-1
8618,-3
8619,-2
8620,-3
8621,-3
8622,-3
8623,-2
8624,-2
8625,-1
8626,0
8627,0
8628,1
8629,2
8630,3
8631,2
8632,2
8633,1
8634,2
8635,2
8636,0
8637,-1
8638,-1
8639,-3
8640,-4
8641,-2
8642,-2
8643,-2
8644,-2
8645,0
8646,0
8647,0
8648,0
8649,1
8650,1
8651,1
8652,0
8653,1
8654,2
8655,1
8656,0
8657,-1
8658,-2
8659,-3
8660,-3
8661,-2
8662,-4
8663,-6
8664,-8
8665,-7
8666,-7
8667,-4
8668,-1
8669,-1
8670,1
8671,2
8672,5
8673,6
8674,5
8675,4
8676,2
8677,1
8678,0
8679,-1
8680,-2
8681,-2
8682,-3
8683,-4
8684,-5
8685,-3
8686,-3
8687,-1
8688,-1
8689,0
8690,1
8691,2
8692,2
8693,3
8694,3
8695,3
8696,2
8697,1
8698,-1
8699,-2
8700,-2
8701,-2
8702,-1
8703,-2
8704,-1
8705,0
8706,0
8707,0
8708,1
8709,3
8710,3
8711,3
8712,2
8713,3
8714,3
8715,2
8716,1
8717,0
8718,-2
8719,-3
8720,-3
8721,-4
8722,-3
8723,-2
8724,-2
8725,-1
8726,-2
8727,0
8728,0
8729,3
8730,3
8731,2
8732,2
8733,3
8734,3
8735,1
8736,0
8737,-1
8738,-1
8739,-3
8740,-4
8741,-3
8742,-3
8743,-5
8744,-3
8745,-2
8746,-1
8747,0
8748,1
8749,2
8750,2
8751,2
8752,1
8753,3
8754,2
8755,0
8756,-2
8757,-3
8758,-3
8759,-3
8760,-3
8761,-3
8762,-3
8763,-3
8764,-1
8765,0
8766,0
8767,1
8768,2
8769,0
8770,-1
8771,0
8772,1
8773,1
8774,1
8775,0
8776,0
8777,-2
8778,-2
8779,-2
8780,-1
8781,-1
8782,0
8783,-1
8784,-3
8785,-2
8786,-2
8787,-1
8788,-2
8789,-1
8790,1
8791,3
8792,2
8793,1
8794,1
8795,2
8796,2
8797,1
8798,1
8799,1
8800,-1
8801,-2
8802,-1
8803,-2
8804,-1
8805,-1
8806,1
8807,1
8808,1
8809,2
8810,3
8811,4
8812,2
8813,2
8814,2
8815,2
8816,1
8817,-3
8818,-3
8819,-3
8820,-3
8821,-4
8822,-2
8823,-1
8824,-1
8825,-1
8826,1
8827,1
8828,1
8829,2
8830,2
8831,4
8832,3
8833,2
8834,1
8835,1
8836,0
8837,-2
8838,-2
8839,-2
8840,-4
8841,-3
8842,-3
8843,-3
8844,-2
8845,-1
8846,0
8847,1
8848,0
8849,1
8850,2
8851,1
8852,1
8853,2
8854,2
8855,1
8856,0
8857,-1
8858,-1
8859,-3
8860,-2
8861,-3
8862,-3
8863,-4
8864,-2
8865,-1
8866,0
8867,1
8868,2
8869,2
8870,4
8871,3
8872,3
8873,3
8874,3
8875,1
8876,0
8877,-1
8878,-1
8879,-3
8880,-4
8881,-3
8882,-3
8883,-3
8884,-3
8885,0
8886,0
8887,1
8888,1
8889,3
8890,4
8891,3
8892,2
8893,2
8894,3
8895,2
8896,0
8897,-2
8898,-2
8899,-3
8900,-3
8901,-4
8902,-2
8903,-3
8904,-1
8905,0
8906,0
8907,0
8908,1
8909,2
8910,2
8911,3
8912,1
8913,2
8914,2
8915,2
8916,0
8917,-2
8918,-1
8919,-2
8920,-3
8921,-2
8922,-4
8923,-4
8924,-3
8925,-1
8926,-1
8927,0
8928,2
8929,3
8930,2
8931,3
8932,2
8933,2
8934,2
8935,2
8936,0
8937,-2
8938,-2
8939,-3
8940,-4
8941,-3
8942,-2
8943,-2
8944,-2
8945,0
8946,1
8947,1
8948,1
8949,3
8950,4
8951,4
8952,2
8953,2
8954,2
8955,2
8956,1
8957,-2
8958,-3
8959,-2
8960,-3
8961,-3
8962,-2
8963,-1
8964,-2
8965,-1
8966,1
8967,1
8968,1
8969,3
8970,4
8971,5
8972,2
8973,3
8974,2
8975,1
8976,1
8977,-1
8978,-3
8979,-3
8980,-3
8981,-4
8982,-3
8983,-2
8984,-2
8985,-1
8986,1
8987,2
8988,2
8989,3
8990,4
8991,3
8992,3
8993,3
8994,1
8995,1
8996,0
8997,-3
8998,-4
8999,-3
9000,-2
9001,-4
9002,-2
9003,-1
9004,-1
9005,-1
9006,1
9007,2
9008,2
9009,2
9010,3
9011,4
9012,3
9013,3
9014,3
9015,1
9016,1
9017,0
9018,-2
9019,-3
9020,-2
9021,-2
9022,-2
9023,-1
9024,0
9025,0
9026,1
9027,2
9028,3
9029,3
9030,3
9031,3
9032,4
9033,4
9034,3
9035,1
9036,0
9037,0
9038,-1
9039,-3
9040,-2
9041,-1
9042,-3
9043,-3
9044,-1
9045,0
9046,1
9047,2
9048,3
9049,4
9050,3
9051,3
9052,3
9053,2
9054,3
9055,2
9056,0
9057,-1
9058,-2
9059,-2
9060,-3
9061,-3
9062,-1
9063,-1
9064,-1
9065,0
9066,2
9067,1
9068,2
9069,3
9070,4
9071,6
9072,4
9073,2
9074,2
9075,1
9076,1
9077,-1
9078,-2
9079,-2
9080,-3
9081,-4
9082,-2
9083,-1
9084,-1
9085,-1
9086,1
9087,3
9088,3
9089,4
9090,6
9091,6
9092,5
9093,4
9094,3
9095,2
9096,0
9097,-1
9098,-1
9099,-1
9100,-3
9101,-2
9102,-3
9103,-3
9104,-2
9105,1
9106,1
9107,1
9108,2
9109,3
9110,5
9111,6
9112,6
9113,5
9114,5
9115,3
9116,2
9117,0
9118,-1
9119,-1
9120,-1
9121,-1
9122,-1
9123,-1
9124,0
9125,0
9126,2
9127,3
9128,3
9129,4
9130,5
9131,4
9132,5
9133,3
9134,3
9135,3
9136,1
9137,-1
9138,0
9139,0
9140,-2
9141,-1
9142,-1
9143,0
9144,0
9145,1
9146,2
9147,3
9148,2
9149,2
9150,3
9151,4
9152,5
9153,5
9154,4
9155,2
9156,1
9157,0
9158,-1
9159,-3
9160,-2
9161,-1
9162,-1
9163,-1
9164,0
9165,1
9166,2
9167,2
9168,3
9169,4
9170,6
9171,4
9172,3
9173,3
9174,3
9175,3
9176,2
9177,0
9178,-2
9179,-1
9180,-2
9181,-2
9182,0
9183,-1
9184,-1
9185,1
9186,2
9187,2
9188,2
9189,3
9190,4
9191,5
9192,4
9193,3
9194,3
9195,2
9196,1
9197,1
9198,0
9199,-1
9200,-1
9201,-1
9202,-1
9203,-1
9204,1
9205,1
9206,1
9207,3
9208,4
9209,3
9210,5
9211,4
9212,4
9213,3
9214,3
9215,2
9216,0
9217,0
9218,0
9219,-2
9220,-3
9221,-1
9222,-2
9223,-1
9224,1
9225,2
9226,2
9227,2
9228,3
9229,5
9230,6
9231,5
9232,3
9233,3
9234,3
9235,3
9236,2
9237,1
9238,-1
9239,-1
9240,-2
9241,-2
9242,0
9243,1
9244,0
9245,1
9246,2
9247,4
9248,2
9249,5
9250,5
9251,5
9252,5
9253,4
9254,4
9255,2
9256,1
9257,1
9258,-1
9259,-2
9260,-1
9261,-1
9262,-1
9263,0
9264,1
9265,1
9266,2
9267,2
9268,5
9269,6
9270,6
9271,5
9272,4
9273,4
9274,4
9275,3
9276,1
9277,0
9278,0
9279,0
9280,-1
9281,-1
9282,0
9283,0
9284,0
9285,2
9286,2
9287,2
9288,3
9289,4
9290,6
9291,5
9292,5
9293,4
9294,3
9295,2
9296,1
9297,2
9298,0
9299,-1
9300,-1
9301,-1
9302,-2
9303,0
9304,1
9305,1
9306,2
9307,3
9308,4
9309,5
9310,4
9311,4
9312,4
9313,4
9314,5
9315,3
9316,1
9317,0
9318,0
9319,-1
9320,-2
9321,-1
9322,1
9323,0
9324,1
9325,1
9326,2
9327,2
9328,3
9329,4
9330,5
