label,1ch
1201,10
1202,9
1203,8
1204,7
1205,9
1206,10
1207,9
1208,10
1209,11
1210,15
1211,16
1212,13
1213,13
1214,12
1215,12
1216,9
1217,3
1218,1
1219,4
1220,6
1221,8
1222,5
1223,6
1224,9
1225,17
1226,19
1227,18
1228,18
1229,18
1230,17
1231,16
1232,13
1233,12
1234,12
1235,14
1236,15
1237,17
1238,16
1239,16
1240,18
1241,19
1242,19
1243,17
1244,14
1245,14
1246,12
1247,11
1248,13
1249,10
1250,8
1251,9
1252,9
1253,10
1254,11
1255,11
1256,14
1257,15
1258,15
1259,14
1260,11
1261,7
1262,5
1263,3
1264,2
1265,3
1266,4
1267,6
1268,9
1269,10
1270,12
1271,14
1272,14
1273,14
1274,12
1275,11
1276,10
1277,9
1278,8
1279,9
1280,9
1281,10
1282,12
1283,13
1284,14
1285,17
1286,14
1287,8
1288,5
1289,4
1290,2
1291,2
1292,3
1293,3
1294,3
1295,3
1296,6
1297,8
1298,12
1299,15
1300,16
1301,15
1302,14
1303,17
1304,19
1305,13
1306,8
1307,7
1308,7
1309,6
1310,7
1311,6
1312,7
1313,12
1314,13
1315,10
1316,10
1317,11
1318,10
1319,9
1320,11
1321,8
1322,5
1323,3
1324,2
1325,3
1326,6
1327,9
1328,11
1329,11
1330,13
1331,11
1332,12
1333,11
1334,6
1335,4
1336,7
1337,9
1338,10
1339,12
1340,13
1341,13
1342,12
1343,15
1344,13
1345,10
1346,10
1347,8
1348,4
1349,4
1350,5
1351,5
1352,5
1353,7
1354,6
1355,5
1356,7
1357,10
1358,9
1359,9
1360,9
1361,11
1362,10
1363,10
1364,10
1365,8
1366,6
1367,6
1368,6
1369,2
1370,1
1371,3
1372,3
1373,5
1374,7
1375,7
1376,8
1377,10
1378,13
1379,11
1380,11
1381,9
1382,6
1383,1
1384,1
1385,2
1386,3
1387,2
1388,2
1389,4
1390,7
1391,9
1392,8
1393,6
1394,3
1395,1
1396,1
1397,3
1398,4
1399,4
1400,6
1401,9
1402,12
1403,14
1404,13
1405,10
1406,9
1407,7
1408,6
1409,6
1410,7
1411,7
1412,8
1413,8
1414,9
1415,8
1416,8
1417,9
1418,10
1419,10
1420,11
1421,10
1422,9
1423,9
1424,7
1425,5
1426,-2
1427,-9
1428,-8
1429,-6
1430,-4
1431,0
1432,3
1433,4
1434,6
1435,11
1436,11
1437,6
1438,6
1439,8
1440,9
1441,10
1442,11
1443,13
1444,12
1445,10
1446,10
1447,9
1448,7
1449,6
1450,4
1451,5
1452,5
1453,4
1454,6
1455,8
1456,7
1457,7
1458,10
1459,12
1460,9
1461,8
1462,8
1463,9
1464,6
1465,4
1466,2
1467,3
1468,0
1469,0
1470,-1
1471,-1
1472,-2
1473,-3
1474,-4
1475,-6
1476,-2
1477,0
1478,1
1479,3
1480,8
1481,13
1482,14
1483,12
1484,11
1485,12
1486,10
1487,7
1488,8
1489,8
1490,9
1491,7
1492,7
1493,7
1494,5
1495,4
1496,5
1497,6
1498,5
1499,7
1500,8
1501,10
1502,9
1503,8
1504,8
1505,7
1506,4
1507,-1
1508,-2
1509,-2
1510,-1
1511,2
1512,4
1513,5
1514,3
1515,5
1516,7
1517,7
1518,5
1519,5
1520,5
1521,3
1522,1
1523,3
1524,5
1525,6
1526,6
1527,7
1528,8
1529,8
1530,8
1531,8
1532,8
1533,7
1534,6
1535,7
1536,8
1537,9
1538,9
1539,10
1540,9
1541,10
1542,9
1543,6
1544,5
1545,5
1546,5
1547,4
1548,3
1549,3
1550,3
1551,3
1552,3
1553,1
1554,3
1555,5
1556,6
1557,7
1558,7
1559,8
1560,9
1561,8
1562,8
1563,6
1564,5
1565,3
1566,0
1567,-3
1568,-4
1569,-5
1570,-4
1571,-1
1572,0
1573,-2
1574,-1
1575,3
1576,7
1577,11
1578,12
1579,15
1580,16
1581,16
1582,13
1583,9
1584,6
1585,5
1586,5
1587,6
1588,6
1589,7
1590,7
1591,10
1592,14
1593,9
1594,8
1595,9
1596,10
1597,10
1598,10
1599,10
1600,11
1601,10
1602,9
1603,8
1604,8
1605,7
1606,5
1607,4
1608,3
1609,3
1610,2
1611,3
1612,4
1613,4
1614,4
1615,4
1616,6
1617,8
1618,8
1619,8
1620,7
1621,8
1622,8
1623,7
1624,6
1625,5
1626,5
1627,4
1628,3
1629,3
1630,2
1631,3
1632,2
1633,2
1634,2
1635,3
1636,4
1637,6
1638,6
1639,7
1640,9
1641,8
1642,7
1643,6
1644,6
1645,3
1646,1
1647,0
1648,1
1649,1
1650,0
1651,1
1652,4
1653,2
1654,4
1655,5
1656,5
1657,7
1658,8
1659,7
1660,8
1661,8
1662,7
1663,8
1664,7
1665,6
1666,5
1667,3
1668,2
1669,2
1670,3
1671,4
1672,4
1673,3
1674,3
1675,4
1676,4
1677,2
1678,1
1679,0
1680,-1
1681,0
1682,1
1683,2
1684,1
1685,2
1686,4
1687,3
1688,3
1689,2
1690,1
1691,2
1692,2
1693,2
1694,4
1695,7
1696,8
1697,6
1698,6
1699,7
1700,10
1701,9
1702,6
1703,5
1704,5
1705,4
1706,3
1707,1
1708,1
1709,2
1710,1
1711,2
1712,2
1713,3
1714,0
1715,-2
1716,-2
1717,-2
1718,-3
1719,-4
1720,-7
1721,-8
1722,-9
1723,-7
1724,-3
1725,-2
1726,-1
1727,4
1728,7
1729,8
1730,10
1731,11
1732,9
1733,7
1734,6
1735,6
1736,7
1737,7
1738,6
1739,7
1740,7
1741,7
1742,6
1743,5
1744,4
1745,2
1746,2
1747,1
1748,0
1749,1
1750,2
1751,0
1752,-1
1753,1
1754,-2
1755,-4
1756,-3
1757,-2
1758,-1
1759,2
1760,3
1761,4
1762,3
1763,5
1764,6
1765,5
1766,3
1767,0
1768,-2
1769,-1
1770,-3
1771,-2
1772,-2
1773,-3
1774,-2
1775,1
1776,3
1777,2
1778,1
1779,3
1780,3
1781,1
1782,1
1783,-1
1784,-2
1785,-4
1786,-5
1787,-4
1788,-2
1789,-2
1790,2
1791,3
1792,0
1793,0
1794,-2
1795,-2
1796,-3
1797,-2
1798,0
1799,0
1800,1
1801,2
1802,3
1803,3
1804,2
1805,0
1806,0
1807,-1
1808,-2
1809,-2
1810,-3
1811,-4
1812,-4
1813,-3
1814,-5
1815,-7
1816,-6
1817,-2
1818,0
1819,0
1820,0
1821,0
1822,1
1823,2
1824,3
1825,2
1826,0
1827,-1
1828,-1
1829,-4
1830,-8
1831,-10
1832,-11
1833,-12
1834,-10
1835,-7
1836,-5
1837,-2
1838,3
1839,6
1840,6
1841,6
1842,5
1843,3
1844,1
1845,-3
1846,-5
1847,-5
1848,-7
1849,-7
1850,-7
1851,-6
1852,-5
1853,-4
1854,-2
1855,-5
1856,-7
1857,-5
1858,-4
1859,-3
1860,-1
1861,0
1862,0
1863,-1
1864,1
1865,0
1866,-1
1867,-2
1868,-3
1869,-5
1870,-5
1871,-5
1872,-8
1873,-6
1874,-6
1875,-6
1876,-4
1877,-2
1878,-3
1879,-3
1880,-2
1881,-2
1882,-5
1883,-5
1884,-4
1885,-4
1886,-4
1887,-4
1888,-4
1889,-4
1890,-4
1891,-5
1892,-6
1893,-4
1894,-5
1895,-5
1896,-5
1897,-5
1898,-8
1899,-10
1900,-9
1901,-9
1902,-8
1903,-5
1904,-3
1905,-3
1906,-4
1907,-4
1908,-4
1909,-5
1910,-9
1911,-10
1912,-9
1913,-12
1914,-12
1915,-10
1916,-9
1917,-6
1918,-2
1919,-1
1920,-2
1921,-1
1922,-1
1923,-4
1924,-4
1925,-7
1926,-10
1927,-9
1928,-10
1929,-11
1930,-11
1931,-13
1932,-11
1933,-11
1934,-10
1935,-8
1936,-8
1937,-6
1938,-2
1939,-5
1940,-7
1941,-9
1942,-13
1943,-14
1944,-16
1945,-17
1946,-13
1947,-9
1948,-6
1949,-6
1950,-7
1951,-7
1952,-5
1953,0
1954,0
1955,0
1956,-2
1957,-2
1958,-2
1959,-3
1960,-3
1961,-5
1962,-5
1963,-3
1964,-5
1965,-6
1966,-6
1967,-8
1968,-8
1969,-9
1970,-9
1971,-9
1972,-9
1973,-7
1974,-10
1975,-9
1976,-9
1977,-9
1978,-8
1979,-7
1980,-6
1981,-6
1982,-4
1983,-3
1984,-4
1985,-5
1986,-8
1987,-7
1988,-8
1989,-9
1990,-9
1991,-11
1992,-9
1993,-10
1994,-11
1995,-10
1996,-7
1997,-6
1998,-7
1999,-5
2000,-5
2001,-4
2002,-3
2003,-2
2004,-3
2005,-7
2006,-8
2007,-10
2008,-9
2009,-10
2010,-9
2011,-9
2012,-8
2013,-8
2014,-7
2015,-6
2016,-6
2017,-5
2018,-6
2019,-6
2020,-7
2021,-10
2022,-11
2023,-13
2024,-12
2025,-13
2026,-12
2027,-11
2028,-8
2029,-6
2030,-7
2031,-6
2032,-7
2033,-7
2034,-8
2035,-6
2036,-5
2037,-7
2038,-6
2039,-7
2040,-9
2041,-12
2042,-12
2043,-11
2044,-12
2045,-12
2046,-11
2047,-10
2048,-7
2049,-7
2050,-8
2051,-14
2052,-13
2053,-12
2054,-11
2055,-10
2056,-8
2057,-5
2058,-5
2059,-3
2060,-7
2061,-10
2062,-13
2063,-15
2064,-14
2065,-14
2066,-12
2067,-11
2068,-7
2069,-6
2070,-5
2071,-2
2072,-4
2073,-3
2074,-6
2075,-6
2076,-6
2077,-4
2078,-5
2079,-4
2080,-4
2081,-5
2082,-5
2083,-8
2084,-8
2085,-9
2086,-10
2087,-10
2088,-9
2089,-9
2090,-7
2091,-9
2092,-10
2093,-9
2094,-11
2095,-11
2096,-10
2097,-10
2098,-9
2099,-6
2100,-6
2101,-6
2102,-5
2103,-4
2104,-7
2105,-7
2106,-10
2107,-9
2108,-11
2109,-10
2110,-13
2111,-14
2112,-16
2113,-15
2114,-15
2115,-11
2116,-11
2117,-7
2118,-6
2119,-2
2120,-4
2121,-4
2122,-6
2123,-7
2124,-8
2125,-7
2126,-9
2127,-11
2128,-11
2129,-10
2130,-11
2131,-10
2132,-10
2133,-8
2134,-10
2135,-10
2136,-9
2137,-9
2138,-9
2139,-8
2140,-8
2141,-8
2142,-6
2143,-7
2144,-9
2145,-12
2146,-12
2147,-13
2148,-17
2149,-19
2150,-17
2151,-15
2152,-12
2153,-13
2154,-11
2155,-10
2156,-8
2157,-10
2158,-11
2159,-11
2160,-9
2161,-10
2162,-8
2163,-8
2164,-7
2165,-5
2166,-3
2167,-1
2168,-4
2169,-7
2170,-9
2171,-11
2172,-10
2173,-10
2174,-7
2175,-7
2176,-5
2177,-2
2178,-3
2179,-4
2180,-8
2181,-6
2182,-8
2183,-8
2184,-9
2185,-8
2186,-9
2187,-7
2188,-9
2189,-10
2190,-12
2191,-11
2192,-11
2193,-9
2194,-9
2195,-8
2196,-8
2197,-8
2198,-8
2199,-7
2200,-8
2201,-11
2202,-12
2203,-12
2204,-11
2205,-12
2206,-12
2207,-12
2208,-12
2209,-12
2210,-10
2211,-11
2212,-10
2213,-11
2214,-11
2215,-11
2216,-10
2217,-8
2218,-7
2219,-8
2220,-6
2221,-7
2222,-9
2223,-12
2224,-12
2225,-15
2226,-13
2227,-12
2228,-11
2229,-11
2230,-9
2231,-10
2232,-8
2233,-8
2234,-6
2235,-6
2236,-4
2237,-5
2238,-6
2239,-8
2240,-11
2241,-14
2242,-16
2243,-15
2244,-15
2245,-14
2246,-13
2247,-10
2248,-10
2249,-8
2250,-6
2251,-6
2252,-8
2253,-7
2254,-7
2255,-5
2256,-5
2257,-5
2258,-6
2259,-4
2260,-8
2261,-9
2262,-11
2263,-11
2264,-12
2265,-13
2266,-13
2267,-12
2268,-10
2269,-8
2270,-9
2271,-12
2272,-16
2273,-16
2274,-14
2275,-13
2276,-12
2277,-10
2278,-7
2279,-6
2280,-3
2281,-6
2282,-5
2283,-9
2284,-11
2285,-13
2286,-13
2287,-12
2288,-13
2289,-14
2290,-13
2291,-12
2292,-9
2293,-9
2294,-10
2295,-11
2296,-12
2297,-11
2298,-12
2299,-9
2300,-11
2301,-8
2302,-6
2303,-6
2304,-8
2305,-11
2306,-11
2307,-14
2308,-14
2309,-16
2310,-14
2311,-15
2312,-11
2313,-12
2314,-11
2315,-10
2316,-8
2317,-9
2318,-7
2319,-6
2320,-7
2321,-5
2322,-6
2323,-5
2324,-7
2325,-8
2326,-11
2327,-10
2328,-11
2329,-11
2330,-13
2331,-14
2332,-15
2333,-14
2334,-15
2335,-15
2336,-13
2337,-13
2338,-11
2339,-9
2340,-5
2341,-7
2342,-7
2343,-9
2344,-11
2345,-12
2346,-12
2347,-10
2348,-8
2349,-8
2350,-7
2351,-7
2352,-10
2353,-8
2354,-8
2355,-7
2356,-8
2357,-7
2358,-9
2359,-7
2360,-9
2361,-8
2362,-8
2363,-9
2364,-10
2365,-9
2366,-10
2367,-10
2368,-11
2369,-13
2370,-14
2371,-12
2372,-13
2373,-14
2374,-13
2375,-12
2376,-11
2377,-8
2378,-6
2379,-6
2380,-4
2381,-7
2382,-8
2383,-10
2384,-11
2385,-12
2386,-13
2387,-15
2388,-19
2389,-19
2390,-15
2391,-15
2392,-13
2393,-12
2394,-10
2395,-9
2396,-6
2397,-4
2398,-4
2399,-6
2400,-7
2401,-8
2402,-8
2403,-7
2404,-10
2405,-13
2406,-15
2407,-16
2408,-20
2409,-20
2410,-22
2411,-18
2412,-15
2413,-9
2414,-7
2415,-6
2416,-5
2417,-1
2418,1
2419,1
2420,-3
2421,-4
2422,-5
2423,-5
2424,-7
2425,-9
2426,-9
2427,-11
2428,-10
2429,-12
2430,-14
2431,-18
2432,-21
2433,-23
2434,-23
2435,-21
2436,-17
2437,-14
2438,-6
2439,0
2440,1
2441,1
2442,0
2443,-2
2444,-5
2445,-7
2446,-8
2447,-9
2448,-11
2449,-12
2450,-11
2451,-12
2452,-11
2453,-13
2454,-14
2455,-14
2456,-13
2457,-13
2458,-13
2459,-11
2460,-12
2461,-8
2462,-6
2463,-3
2464,-3
2465,-4
2466,-7
2467,-8
2468,-9
2469,-10
2470,-10
2471,-8
2472,-8
2473,-8
2474,-8
2475,-7
2476,-7
2477,-6
2478,-6
2479,-5
2480,-7
2481,-7
2482,-6
2483,-8
2484,-9
2485,-11
2486,-11
2487,-12
2488,-11
2489,-12
2490,-11
2491,-12
2492,-11
2493,-11
2494,-9
2495,-9
2496,-8
2497,-9
2498,-7
2499,-8
2500,-7
2501,-8
2502,-8
2503,-9
2504,-10
2505,-10
2506,-12
2507,-11
2508,-13
2509,-12
2510,-12
2511,-11
2512,-12
2513,-11
2514,-11
2515,-9
2516,-10
2517,-8
2518,-8
2519,-7
2520,-9
2521,-9
2522,-9
2523,-9
2524,-10
2525,-11
2526,-13
2527,-13
2528,-12
2529,-13
2530,-12
2531,-11
2532,-12
2533,-11
2534,-10
2535,-9
2536,-9
2537,-8
2538,-7
2539,-7
2540,-7
2541,-8
2542,-8
2543,-9
2544,-10
2545,-12
2546,-13
2547,-15
2548,-13
2549,-14
2550,-13
2551,-15
2552,-14
2553,-15
2554,-12
2555,-13
2556,-12
2557,-12
2558,-11
2559,-11
2560,-11
2561,-11
2562,-10
2563,-7
2564,-8
2565,-9
2566,-10
2567,-10
2568,-12
2569,-11
2570,-12
2571,-11
2572,-12
2573,-10
2574,-9
2575,-6
2576,-6
2577,-5
2578,-5
2579,-4
2580,-6
2581,-7
2582,-7
2583,-8
2584,-9
2585,-13
2586,-13
2587,-15
2588,-15
2589,-17
2590,-15
2591,-15
2592,-12
2593,-12
2594,-8
2595,-6
2596,-6
2597,-8
2598,-9
2599,-8
2600,-9
2601,-7
2602,-9
2603,-9
2604,-10
2605,-10
2606,-9
2607,-9
2608,-12
2609,-19
2610,-19
2611,-20
2612,-17
2613,-17
2614,-14
2615,-13
2616,-9
2617,-4
2618,-1
2619,-2
2620,-5
2621,-6
2622,-6
2623,-7
2624,-7
2625,-10
2626,-9
2627,-9
2628,-8
2629,-9
2630,-13
2631,-13
2632,-16
2633,-18
2634,-20
2635,-19
2636,-19
2637,-16
2638,-11
2639,-10
2640,-9
2641,-5
2642,-4
2643,-6
2644,-9
2645,-11
2646,-12
2647,-12
2648,-10
2649,-9
2650,-7
2651,-8
2652,-10
2653,-11
2654,-10
2655,-8
2656,-8
2657,-6
2658,-4
2659,-5
2660,-5
2661,-7
2662,-8
2663,-8
2664,-11
2665,-14
2666,-18
2667,-18
2668,-15
2669,-12
2670,-12
2671,-10
2672,-8
2673,-7
2674,-4
2675,-4
2676,-5
2677,-6
2678,-8
2679,-7
2680,-9
2681,-10
2682,-12
2683,-14
2684,-14
2685,-15
2686,-15
2687,-14
2688,-17
2689,-14
2690,-12
2691,-12
2692,-14
2693,-12
2694,-8
2695,-5
2696,-5
2697,-6
2698,-3
2699,-2
2700,-4
2701,-5
2702,-8
2703,-9
2704,-10
2705,-12
2706,-12
2707,-13
2708,-14
2709,-14
2710,-11
2711,-12
2712,-12
2713,-11
2714,-10
2715,-7
2716,-8
2717,-8
2718,-8
2719,-7
2720,-7
2721,-9
2722,-10
2723,-9
2724,-11
2725,-12
2726,-15
2727,-16
2728,-17
2729,-17
2730,-17
2731,-15
2732,-13
2733,-13
2734,-11
2735,-11
2736,-9
2737,-8
2738,-8
2739,-7
2740,-7
2741,-5
2742,-3
2743,-6
2744,-8
2745,-11
2746,-11
2747,-10
2748,-13
2749,-10
2750,-11
2751,-9
2752,-8
2753,-8
2754,-8
2755,-8
2756,-7
2757,-8
2758,-10
2759,-12
2760,-12
2761,-14
2762,-18
2763,-18
2764,-16
2765,-16
2766,-13
2767,-8
2768,-9
2769,-6
2770,-4
2771,-6
2772,-10
2773,-12
2774,-11
2775,-10
2776,-9
2777,-8
2778,-7
2779,-6
2780,-8
2781,-7
2782,-6
2783,-8
2784,-12
2785,-14
2786,-15
2787,-15
2788,-16
2789,-16
2790,-14
2791,-13
