製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,1,
計測開始時刻,10/04 12:52:19,
サンプリング周波数,200,
シーケンス数,5748,
PGAゲイン,x8,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,-0.00158788,
3,-0.0211594,
4,0.04268807,
5,0.10786493,
6,-0.01148442,
7,-0.02850795,
8,-0.02632923,
9,0.03401013,
10,-0.05443098,
11,0.06561998,
12,-0.0180575,
13,-0.020347,
14,0.06126255,
15,-0.00612995,
16,0.03290231,
17,-0.08526536,
18,0.05276925,
19,-0.06214881,
20,0.0535078,
21,0.04737785,
22,-0.00612995,
23,-0.00299112,
24,-0.01081973,
25,0.02245186,
26,-0.05036897,
27,0.03796136,
28,-0.01850063,
29,-0.01898068,
30,0.01122593,
31,0.00612995,
32,0.02551683,
33,-0.01879604,
34,-0.02847102,
35,0.02444594,
36,-0.04342662,
37,0.06008087,
38,0.02256264,
39,-0.0088995,
40,-0.01174291,
41,-0.0342317,
42,0.02171331,
43,0.03293924,
44,-0.00897336,
45,-0.04963042,
46,0.0130723,
47,0.00649922,
48,0.08615162,
49,0.00454207,
50,-0.05099673,
51,0.04556841,
52,0.00468978,
53,-0.02315348,
54,-0.0041728,
55,-0.00140324,
56,0.01491867,
57,0.0281756,
58,-0.02411359,
59,-0.02145482,
60,0.05062746,
61,0.02359661,
62,0.01436476,
63,0.0346379,
64,0.02112247,
65,-0.00291726,
66,0.00897336,
67,-0.04848567,
68,0.02599689,
69,-0.02514756,
70,-0.08799799,
71,0.00531755,
72,0.00668386,
73,0.07861843,
74,-0.00694235,
75,-0.02175024,
76,-0.02836024,
77,0.04106326,
78,-0.01318308,
79,-0.02016236,
80,-0.02444594,
81,-0.00435743,
82,0.0107828,
83,0.01067202,
84,-0.04822718,
85,0.08637318,
86,0.03943846,
87,-0.02525834,
88,-0.07481491,
89,0.0528431,
90,-0.01646962,
91,0.00162481,
92,0.03253304,
93,0.01370006,
94,0.03744438,
95,-0.00302805,
96,-0.03759209,
97,-0.02001465,
98,0.00690542,
99,-0.02721549,
100,0.09106296,
101,-0.10107028,
102,-0.00011078,
103,0.01960845,
104,0.00860408,
105,0.00402509,
106,-0.03644734,
107,0.0551326,
108,0.00749626,
109,-0.05856685,
110,0.01358928,
111,0.01639576,
112,-0.0481164,
113,0.10110721,
114,0.00077548,
115,-0.05712668,
116,0.05232612,
117,-0.01506638,
118,0.01650655,
119,-0.00675771,
120,0.01395856,
121,-0.00376659,
