製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,1,
計測開始時刻,10/04 12:53:07,
サンプリング周波数,200,
シーケンス数,5655,
PGAゲイン,x8,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,0.02551683,
3,-0.02839717,
4,0.00446821,
5,0.03633656,
6,0.02337504,
7,0.00435743,
8,-0.01983001,
9,0.00432051,
10,0.04409131,
11,-0.00550218,
12,0.02429823,
13,-0.01177984,
14,-0.02632923,
15,0.00982269,
16,-0.01720817,
17,0.0039143,
18,0.02740013,
19,-0.00853023,
20,0.02994812,
21,0.00328654,
22,0.00631458,
23,-0.01953459,
24,-0.01129978,
25,0.00192022,
26,0.00214179,
27,-0.01229682,
28,0.05332316,
29,0.05328623,
30,-0.02610767,
31,-0.05084902,
32,0.03349315,
33,0.01802057,
34,-0.01731895,
35,0.00505905,
36,0.0018833,
37,0.08785028,
38,0.06787255,
39,-0.10642476,
40,-0.06421674,
41,-0.01676504,
42,-0.00926878,
43,0.06078249,
44,0.02337504,
45,0.04290963,
46,0.00465285,
47,0.02149174,
48,-0.04896573,
49,-0.01669118,
50,0.01499252,
51,0.00306497,
52,-0.01687582,
53,-0.00963805,
54,-0.00834559,
55,0.07001434,
56,0.01074587,
57,0.04183874,
58,-0.01019196,
59,-0.07765831,
60,-0.02662465,
61,0.01787286,
62,0.0022895,
63,0.03700125,
64,0.0555388,
65,-0.02544298,
66,-0.04290963,
67,-0.01820521,
68,-0.00901028,
69,0.03445326,
70,0.03220069,
71,0.03593036,
72,0.03079745,
73,-0.02082705,
74,0.02171331,
75,-0.06141026,
76,-0.03297617,
77,0.00336039,
78,0.00838252,
79,0.03881069,
80,0.02540605,
81,0.01395856,
82,-0.022378,
83,-0.02348582,
84,-0.0180575,
85,0.00262185,
86,0.06196417,
87,0.00919492,
88,-0.03208991,
89,-0.01340464,
90,-0.00011078,
91,-0.00033235,
92,0.05775445,
93,0.02396588,
94,-0.01222297,
95,-0.03762902,
96,0.00594531,
97,0.12152806,
98,-0.05221534,
99,-0.02101169,
100,-0.03068667,
101,-0.04693472,
102,0.05395093,
103,-0.01336772,
104,-0.00576067,
105,-0.01665426,
106,-0.02987426,
107,0.07991089,
108,-0.01196448,
109,-0.00771783,
110,-0.02097476,
111,-0.06964507,
112,0.01026582,
113,0.01189062,
114,0.02876644,
115,0.05974853,
116,0.05900998,
117,-0.06957121,
118,0.01665426,
119,-0.0088995,
120,-0.00051698,
121,-0.02112247,
122,-0.04398053,
123,0.13205237,
124,-0.05790216,
125,-0.0700882,
126,-0.0018833,
127,0.04217109,
128,-0.0004062,
129,-0.0215656,
130,0.05675741,
131,0.04132176,
132,-0.00734855,
133,-0.09254006,
134,0.03578265,
135,0.05406171,
136,0.04815332,
137,-0.08186804,
138,-0.06842647,
139,-0.00084933,
140,0.08116642,
141,0.04918729,
142,-0.02488907,
143,-0.06835261,
144,-0.02754784,
145,-0.00731162,
146,0.05398785,
147,0.00358196,
148,-0.01894375,
149,0.05302774,
150,0.04150639,
151,-0.00162481,
152,-0.01779901,
153,-0.06288736,
154,-0.02968963,
155,-0.00709006,
156,0.02943113,
157,0.02005158,
158,-0.04368511,
159,0.02943113,
160,-0.02001465,
161,0.03020661,
162,0.05302774,
163,-0.04106326,
164,-0.022378,
165,0.09486648,
166,0.06133641,
167,-0.05247383,
168,-0.038146,
169,-0.0257384,
170,-0.02219337,
171,0.00428358,
172,0.04900266,
173,0.04224494,
174,-0.11395795,
175,0.01543565,
176,0.08803491,
177,-0.09948241,
178,-0.02828639,
179,0.0053914,
180,-0.0512183,
181,0.01742973,
182,0.03076052,
183,0.00520676,
184,0.01166906,
185,0.00114475,
186,0.02895108,
187,-0.0076809,
188,0.00605609,
189,0.01362621,
190,0.04918729,
191,-0.03441633,
192,-0.04844874,
193,0.04638081,
194,0.04316813,
195,-0.07174993,
196,-0.00860408,
197,0.02333811,
198,0.06288736,
199,-0.04988891,
200,-0.08279122,
201,0.06576769,
202,0.03537645,
203,-0.00243721,
204,0.05258461,
205,0.01093051,
206,-0.02285806,
207,-0.04785791,
208,0.0192761,
209,0.02902493,
210,-0.0088995,
211,-0.01539872,
212,-0.0041728,
213,-0.17998413,
214,0.11827845,
215,0.00723777,
216,-0.00210486,
217,0.05934233,
218,0.00173559,
219,-0.04564226,
220,-0.06107791,
221,-0.01030274,
222,0.00782861,
223,-0.01554643,
224,0.06251808,
225,-0.16809351,
226,0.09449721,
227,0.03312387,
228,-0.01022889,
229,0.00513291,
230,0.00088626,
231,0.06381054,
232,-0.01085665,
233,-0.01621113,
234,-0.00398816,
235,-0.01484481,
236,0.05180914,
237,-0.00561296,
238,-0.03449019,
239,0.03493332,
240,0.03327158,
241,-0.07562731,
242,0.09844844,
243,-0.01340464,
244,0.00206793,
245,0.02259957,
246,0.01702353,
247,0.03929075,
248,0.02219337,
249,-0.02392895,
250,-0.02256264,
251,0.03515488,
252,-0.03762902,
253,0.07304239,
254,-0.02891415,
255,0.01672811,
256,0.00531755,
257,0.00380352,
258,-0.00044313,
259,0.01303537,
260,-0.04239265,
261,0.0300589,
262,0.00672079,
263,0.01410627,
264,0.01251839,
265,0.02422437,
266,-0.04331584,
267,-0.06048708,
268,0.05997009,
269,-0.01166906,
270,-0.01074587,
271,0.02902493,
272,-0.10232582,
273,0.07854457,
274,-0.07795373,
275,0.05265847,
276,0.00265877,
277,0.00971191,
278,0.02082705,
279,-0.06687551,
280,0.06211188,
281,-0.00343425,
282,0.00468978,
283,-0.01983001,
284,0.01022889,
285,0.04427595,
286,-0.00132939,
287,-0.02355968,
288,0.02204566,
289,0.05232612,
290,-0.00546525,
291,-0.05967467,
292,0.01488174,
293,-0.01336772,
294,-0.00432051,
295,-0.0396231,
296,0.04678701,
297,-0.02330119,
298,0.00797632,
299,0.02189795,
300,0.02267342,
301,-0.00048006,
302,-0.01314615,
