製品名,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）
計測時ID,1,2,3
計測開始時刻,2024/6/17 12:32,2024/6/17 12:32,2024/6/17 12:32
サンプリング周波数,200,200,200
シーケンス数,5788,5788,5788
PGAゲイン,x12,x12,x12
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
コメント,,,
ファイル保存形式,演算データ,演算データ,演算データ
シーケンス番号,EMG01[ｍV],EMG01[ｍV],EMG01[ｍV]
3016,-0.01208757,-0.01368775,-0.00420972
3017,0.00248644,0.0039143,-0.01031505
3018,-0.00814865,0.0110536,0.00265877
3019,-0.00315114,0.00150171,-0.00571144
3020,0.01437707,-0.05918231,-0.00029542
3021,0.02676005,0.01309692,0.00531755
3022,0.03818293,-0.00278186,0.01137364
3023,0.04815332,0.02909879,0.01164444
3024,0.0264154,-0.15539048,-0.021024
3025,0.10603086,0.05866532,0.0094288
3026,0.01486943,-0.03759209,0.01585416
3027,-0.09212155,-0.01799595,-0.02131942
3028,0.07094984,0.01959614,-0.03148676
3029,-0.0149679,0.02087629,0.0022895
3030,-0.16905362,-0.03094516,-0.02459365
3031,-0.03906919,0.0115952,0.02405204
3032,-0.0390938,-0.00366812,0.09185074
3033,-0.01129978,-0.02077782,-0.10509537
3034,0.02181178,-0.03476099,-0.03636118
3035,-0.01459863,-0.02949268,0.05113213
3036,0.02370739,-0.01147211,0.01654347
3037,0.00819788,-0.02456903,0.01326924
3038,0.00253568,-0.03559801,-0.04822718
3039,0.00324961,0.00096011,-0.00509598
3040,0.00696697,-0.04128483,-0.05955158
3041,0.01085665,0.02213182,-0.02410128
3042,-0.01016734,-0.00236335,-0.00182175
3043,0.01198909,0.0187345,0.00411125
3044,0.0051206,-0.00236335,-0.00206793
3045,0.00588377,0.0025603,-0.00423434
3046,0.00088626,-0.00046775,0.00204332
3047,-0.00059084,0.00371736,0.00091088
3048,-0.00231412,0.00918261,0.00359427
3049,0.01238299,-0.00691773,0.00625304
3050,-0.00827174,-0.00814865,0.00091088
3051,0.01019196,-0.03271767,-0.00329885
3052,0.00051698,0.01211219,0.00187099
3053,0.00268339,-0.03289,-0.00105859
3054,-0.00211717,0.0179221,0.00248644
3055,-0.00034466,-0.10726178,-0.00039389
3056,0.00376659,0.05288003,0.00494827
3057,0.02653849,-0.04958118,0.00105859
3058,0.03160985,0.0230427,0.00765628
3059,0.03205298,0.00630228,0.00499751
3060,0.04625772,-0.0130723,0.00721315
3061,-0.03069898,-0.01779901,-0.0033727
3062,-0.02648925,0.00556373,0.00177252
3063,0.05211687,-0.01843908,-0.00534216
3064,-0.04736554,-0.02853257,0.00093549
3065,-0.01999003,-0.01902992,0.00839483
3066,0.00379121,-0.03638579,-0.04384513
3067,-0.12257434,0.01479558,-0.00248644
3068,-0.00150171,0.01939919,0.00659769
3069,0.00482518,-0.03813369,0.03461328
3070,0.00977345,-0.04187567,-0.03589343
3071,-0.00561296,-0.01548489,0.00558835
3072,-0.00231412,-0.00846868,0.01319539
3073,0.02259957,0.01713431,-0.03429324
3074,0.0095765,0.01565722,-0.04938424
3075,0.00681926,-0.0067454,-0.02619383
3076,0.00846868,-0.01038891,-0.01462325
3077,0.00039389,0.01073356,-0.00347118
3078,0.00125553,0.00556373,-0.00416049
3079,-0.00268339,0.00041851,-0.0008124
3080,-0.00334808,-0.01314615,0.00573606
3081,0.00462823,-0.01742973,-0.00290496
3082,0.00760704,-0.00231412,-0.00167404
3083,0.0076809,0.02454441,0.00347118
3084,-0.00630228,-0.05622812,-0.00243721
3085,0.00285572,0.04359895,0.00179713
3086,0.00162481,0.00617918,0.00179713
3087,0.00199408,0.02680929,-0.00248644
3088,-0.02902493,-0.00977345,-0.01531256
3089,-0.00834559,0.00691773,0.0133431
3090,-0.00420972,-0.0153618,0.00753319
3091,0.00736086,-0.0249383,-0.01659271
3092,0.00125553,-0.00206793,-0.00142786
3093,-0.0020187,-0.00499751,-0.00253568
3094,-0.00448052,-0.0095765,-0.00347118
3095,0.02530758,-0.04094017,-0.00595762
3096,0.0323484,-0.00211717,-0.00706544
3097,0.01006887,-0.02464288,-0.00755781
3098,0.05152603,-0.08705018,0.02188564
3099,-0.04736554,0.11031444,0.00324961
3100,-0.0136139,0.00711468,0.0318068
3101,-0.02053163,-0.01196448,-0.03641041
3102,0.13980712,0.05839452,-0.02193487
3103,0.36659057,-0.00189561,-0.04103865
3104,-0.29687165,-0.02501216,0.01720817
3105,-0.1029782,-0.03025585,0.05548957
3106,-0.07535651,0.00034466,0.11353944
3107,0.01381085,-0.00785323,0.02624307
3108,-0.02257495,-0.01432783,-0.16245593
3109,0.00507136,-0.02762169,-0.071713
3110,0.00029542,-0.01659271,-0.04145716
3111,0.0067454,-0.03244687,0.00224026
3112,0.01373699,0.00548987,-0.03313618
3113,0.00585915,-0.00142786,-0.00883796
3114,0.00093549,0.00435743,-0.00617918
3115,0.00297881,-0.01233375,-0.00482518
3116,0.0082225,0.00189561,-0.00096011
3117,0.00014771,-0.00777937,-0.00238797
3118,0.01228451,0.02887722,0.01405703
3119,0.00100935,-0.02415052,-0.00366812
3120,0.00773013,-0.02653849,-0.00416049
3121,-0.01112746,-0.01201371,-0.00893643
3122,0.00679464,-0.00482518,0.00004924
3123,0.0087641,-0.00064007,0.0053914
3124,-0.00460362,-0.02986195,0.00440667
3125,-0.01804519,-0.0167158,0.01285073
3126,0.00007385,-0.02872951,-0.03990621
3127,-0.00167404,0.04931038,-0.0172574
3128,-0.00398816,0.00994578,-0.01112746
3129,0.00465285,-0.00617918,-0.011866
3130,0.00248644,-0.03727205,-0.00438205
3131,0.00046775,-0.01176753,-0.00130477
3132,0.00967498,0.05676972,-0.00216641
3133,0.01824213,-0.04647928,-0.00659769
3134,0.09290933,-0.08589312,0.01097975
3135,0.00854254,0.05184606,0.02451979
3136,-0.07060518,-0.03911842,0.005933
3137,-0.01703584,0.08269275,-0.03308695
3138,0.05598193,-0.01991618,0.0040374
3139,-0.03931537,0.00669617,-0.01806981
3140,-0.00253568,-0.02811406,-0.01221066
3141,0.05406171,0.03303771,0.01198909
3142,0.19541978,0.01097975,0.09532192
3143,-0.14640482,-0.01029043,0.02538143
3144,-0.04495295,-0.02840948,-0.06336741
3145,-0.07491338,-0.01642038,-0.0771044
3146,0.09719291,-0.03256996,-0.1029782
3147,-0.02427361,-0.00019695,-0.03700125
3148,-0.0121368,-0.01191524,-0.01322001
3149,-0.00167404,-0.01843908,-0.03788751
3150,0.00435743,-0.01100436,-0.0261446
3151,0.00416049,0.005933,-0.01425398
3152,0.01331848,0.00425896,-0.00329885
3153,0.00179713,0.00790246,-0.00251106
3154,-0.00142786,0.00118168,0.00662231
3155,0.00524369,-0.01565722,0.00275725
3156,0.00605609,-0.00032004,0.00322499
3157,-0.00770552,0.00167404,0.00494827
3158,0.00091088,0.02087629,-0.00219103
3159,-0.01459863,-0.00657308,-0.00253568
3160,0.01322001,-0.00428358,0.00064007
3161,0.0005416,-0.02267342,-0.00521907
3162,0.00709006,0.01915301,-0.00113244
3163,0.0048498,0.00669617,-0.00416049
3164,0.00856716,-0.01639576,-0.00022156
3165,-0.00482518,-0.05598193,-0.00273263
3166,-0.00004924,0.01991618,-0.01097975
3167,0.01351543,0.00115706,0.00268339
3168,0.00507136,0.04670085,0.00032004
3169,0.0207532,-0.12350983,0.0064746
3170,0.03254535,-0.06472142,0.00379121
3171,0.0456915,-0.00162481,0.01201371
3172,-0.07560269,-0.03340698,0.00322499
3173,0.03697663,0.07808913,-0.03183142
3174,0.04059552,0.0079517,0.00260954
3175,-0.00657308,-0.00029542,0.03227454
3176,0.02789249,0.03481023,-0.02570147
3177,0.07338705,0.03897071,0.00263415
3178,-0.14482925,-0.03761671,0.00194484
3179,-0.0428604,-0.02949268,0.02779402
3180,-0.01703584,0.01454939,0.08515458
3181,-0.02900032,-0.038823,-0.2244201
3182,-0.00044313,-0.00416049,0.07013744
3183,0.0095765,0.01149673,-0.03697663
3184,-0.00371736,-0.0377398,-0.08434217
3185,0.00888719,0.00696697,-0.00167404
3186,-0.00243721,-0.00413587,0.00091088
3187,0.00859177,0.00649922,-0.02823715
3188,0.00878872,0.00637613,-0.03340698
3189,0.00718853,-0.01610034,-0.0115952
3190,0.00182175,-0.01056124,-0.01179215
3191,-0.00041851,-0.0110536,-0.00805017
3192,0.00642537,0.00278186,0.00041851
3193,0.0068685,0.00211717,0.00177252
3194,-0.00273263,-0.00519445,0.00470209
3195,0.01203833,-0.00206793,0.00317576
3196,-0.00103397,-0.02230415,-0.00014771
3197,0.01262917,-0.0062038,0.00758243
3198,0.00056622,-0.02912341,0.0039143
3199,-0.01546027,-0.01999003,-0.0102412
3200,0.00329885,-0.01905454,-0.00248644
3201,-0.01048738,0.00933032,0.00034466
3202,-0.00009847,0.00846868,0.00878872
3203,0.00044313,0.00475133,0.01272764
3204,0.00125553,-0.05393862,-0.02353506
3205,0.00709006,-0.00770552,-0.00706544
3206,0.01154597,-0.00398816,-0.00657308
3207,0.01669118,0.06102868,0.00576067
3208,-0.00878872,-0.00605609,-0.00322499
3209,0.06789717,0.02801558,0.01322001
3210,-0.00251106,-0.03867529,0.0064746
3211,-0.15726147,0.02983734,0.00152633
3212,0.0942141,-0.04042319,-0.005933
3213,-0.00827174,-0.00600686,-0.02173793
3214,0.00743472,-0.00782861,0.01139826
3215,0.0419249,0.02789249,-0.02065472
3216,-0.00268339,-0.03623809,0.05654815
3217,0.02481521,0.00526831,-0.03537645
3218,-0.06900499,0.00733624,0.24500097
3219,0.01750359,-0.03229916,-0.16065879
3220,0.0082225,-0.0230427,-0.01826675
3221,0.00241259,-0.02611998,-0.03453942
3222,0.00526831,0.00487442,-0.00832097
3223,0.00462823,0.00169866,-0.03353008
3224,-0.0010832,-0.02134404,0.01546027
3225,0.00851792,0.00137862,-0.01866064
3226,0.00716391,-0.02013774,-0.00723777
3227,0.00955189,-0.00140324,-0.00819788
3228,0.00051698,-0.00819788,0.01848832
3229,0.00736086,-0.01696198,0.00585915
3230,-0.00302805,0.0068685,-0.01085665
3231,0.00558835,-0.00760704,0.00386507
3232,-0.00866563,-0.01184139,-0.01110284
3233,0.00322499,-0.01728202,-0.00721315
3234,-0.01166906,-0.02272266,0.00093549
3235,-0.01122593,-0.03648427,-0.00718853
3236,-0.01085665,-0.03697663,0.0022895
3237,0.00354503,-0.0195469,-0.00770552
3238,0.00285572,-0.00187099,0.00115706
3239,-0.00871487,-0.00544064,0.00137862
3240,-0.00460362,-0.03124058,-0.00462823
3241,0.00617918,-0.02063011,0.00374198
3242,0.00519445,-0.02932035,-0.00644999
3243,-0.0048498,0.03771518,-0.00044313
3244,0.0365335,0.0093057,0.01097975
3245,0.07309163,-0.02550452,-0.0008124
3246,-0.00962574,0.05716361,-0.00411125
3247,-0.09148147,0.00401278,-0.00273263
3248,0.04869493,-0.01383546,-0.00366812
3249,0.10996979,-0.01161982,0.01730664
3250,-0.0882811,0.00684388,0.03057588
3251,-0.04027548,-0.0590346,0.08239733
3252,0.15750766,-0.00711468,-0.04256498
3253,-0.04847336,-0.0130723,-0.05450484
3254,-0.04069399,-0.00413587,0.09423872
3255,0.04226956,0.04315582,0.06085635
3256,-0.07609505,-0.00667155,-0.02949268
3257,-0.01659271,-0.02678467,-0.0955681
3258,0.01814366,0.00334808,0.01811904
3259,0.00425896,-0.01309692,-0.09241696
3260,0.00226488,-0.03330851,-0.05790216
3261,0.0096996,-0.00580991,-0.01824213
3262,0.00679464,0.02065472,-0.01110284
3263,0.00982269,0.01730664,-0.00753319
3264,0.00450514,-0.01553412,0.00273263
3265,0.00551449,-0.00413587,-0.00167404
3266,0.00721315,-0.00438205,0.0033727
3267,0.00460362,0.00164942,0.00610533
3268,0.0008124,-0.00612995,0.00265877
3269,0.00871487,-0.00962574,0.00817326
3270,0.0040374,0.00251106,0.00113244
3271,-0.00832097,-0.00748395,-0.00275725
3272,0.00952727,0.01179215,0.00475133
3273,-0.0079517,-0.00625304,-0.0048498
3274,-0.00864101,-0.02392895,-0.00736086
3275,0.00327423,-0.00962574,-0.00275725
3276,0.00130477,0.04746401,0.00189561
3277,0.00140324,-0.00034466,-0.00327423
3278,0.01090589,-0.03493332,0.00041851
3279,0.00238797,-0.04337738,0.00275725
3280,0.00206793,0.02737551,-0.004579
3281,0.01324463,0.02964039,0.01400779
3282,0.03035432,-0.00521907,0.00733624
3283,0.02444594,0.0451499,-0.00305266
3284,0.01816828,-0.02163945,-0.00280648
3285,0.06211188,-0.01619882,-0.00265877
3286,-0.10681865,0.09364788,-0.01708508
3287,0.09867,-0.02543067,0.02506139
3288,0.01075818,-0.05253538,0.02112247
3289,-0.19450891,-0.03513026,-0.015091
3290,0.10531693,-0.0280402,-0.00115706
3291,-0.06826645,0.02850795,-0.05664663
3292,-0.047981,-0.04620848,0.12338674
3293,-0.01447554,-0.00536678,-0.00630228
3294,-0.01129978,-0.01235837,0.0423188
3295,-0.00573606,-0.0181929,-0.05679434
3296,0.00753319,-0.01578031,-0.02469212
3297,0.0095765,-0.01001963,-0.04322967
3298,0.00238797,-0.00029542,-0.00544064
3299,0.00290496,-0.02442132,-0.01085665
3300,0.01282612,-0.00829636,-0.00600686
3301,0.0008124,-0.02245186,-0.00179713
3302,0.00699159,-0.00878872,-0.00039389
3303,0.01085665,0.00113244,0.00396354
3304,0.00452976,-0.01324463,0.00219103
3305,0.00238797,-0.01964537,0.00211717
3306,-0.00029542,-0.00696697,-0.00711468
3307,0.0138847,-0.00290496,-0.00339732
3308,0.00477594,-0.00420972,-0.00059084
3309,-0.00211717,-0.04052166,-0.00273263
3310,0.00605609,-0.01937457,-0.00583453
3311,0.00428358,0.04876878,-0.00059084
3312,0.00733624,-0.01597725,0.00408663
3313,0.00918261,-0.04027548,0.00657308
3314,-0.00841945,0.04581459,0.00499751
3315,-0.00428358,-0.01043814,0.00659769
3316,0.0039143,-0.04224494,-0.01203833
3317,0.01223528,0.07712902,-0.00100935
3318,-0.00017233,-0.06582924,-0.01088127
3319,0.01767591,0.07978779,-0.0022895
3320,0.03985697,0.02255033,-0.00297881
3321,0.07538113,-0.04374666,0.00470209
3322,-0.07973856,0.02146713,-0.01371237
3323,-0.05807449,0.005933,-0.00524369
3324,0.03833064,-0.01122593,-0.00290496
3325,-0.03414553,0.00206793,0.05187068
3326,0.01701122,-0.01395856,0.0264154
3327,0.00002462,-0.00349579,0.13591744
3328,-0.05743441,0.01787286,-0.05891151
3329,-0.0357211,-0.02432285,-0.0436728
3330,-0.01014272,-0.02127018,-0.0289757
3331,0.00864101,-0.03837987,0.01134902
3332,0.00558835,0.02323964,-0.04118636
3333,0.00733624,0.01068433,-0.00962574
3334,0.00396354,-0.03109287,-0.07663666
3335,0.00595762,0.00041851,0.00401278
3336,0.00782861,-0.00630228,-0.00630228
3337,-0.00044313,-0.01080742,-0.00654846
3338,0.01154597,-0.0115952,0.00238797
3339,0.00224026,-0.03781365,0.00179713
3340,0.00600686,-0.01265379,0.00137862
3341,0.00096011,-0.00748395,-0.0005416
3342,0.00317576,-0.00413587,-0.00113244
3343,0.00699159,0.00290496,0.0039143
3344,0.00088626,-0.02131942,0.00706544
3345,0.00167404,-0.01866064,-0.00292957
3346,0.0017479,-0.01299844,0.01966999
3347,0.01176753,0.01762668,-0.00187099
3348,0.00157557,-0.00433281,-0.01171829
3349,0.00187099,-0.02577532,0.00452976
3350,-0.00482518,0.05644968,0.00438205
3351,0.00017233,-0.0366566,-0.00797632
3352,0.00376659,0.0683403,-0.0022895
3353,0.00881334,0.00189561,0.01459863
3354,0.01161982,-0.00669617,0.00253568
3355,-0.00460362,-0.01019196,0.00096011
3356,-0.00093549,-0.01774977,-0.00489903
3357,0.01755282,0.04182643,-0.0022895
3358,0.04810409,-0.06395825,0.0031019
3359,0.02875413,0.00568682,-0.00509598
3360,-0.00770552,-0.01302306,0.04857184
3361,-0.03439172,-0.0303297,0.01100436
3362,-0.06575538,0.03202836,0.08968434
3363,0.02927112,-0.02447055,-0.12311594
3364,0.09591276,0.09842382,0.08138798
3365,-0.00017233,-0.00859177,0.07444563
3366,-0.02740013,-0.00940418,-0.08207729
3367,-0.09692211,0.01656809,-0.09039827
3368,-0.01681427,0.01523871,-0.02476597
3369,-0.01420474,-0.01161982,-0.01541103
3370,-0.00736086,-0.01952228,-0.04896573
3371,0.02582456,-0.04753787,-0.02863104
3372,0.03389935,0.0365335,-0.00605609
3373,0.00851792,-0.02685853,0.00989654
3374,0.02087629,-0.0229196,0.00339732
3375,-0.04130945,0.00187099,-0.01011811
3376,-0.0181929,-0.00950265,-0.00093549
3377,-0.00292957,-0.01166906,-0.00017233
3378,0.00044313,-0.03764133,-0.00718853
3379,-0.0033727,0.01154597,0.00398816
3380,-0.00706544,-0.01319539,0.00115706
3381,-0.00263415,-0.01925148,-0.0022895
3382,0.01149673,0.01297383,0.00413587
3383,0.01356466,-0.01245684,0.08978281
3384,-0.00711468,-0.0334316,-0.10822189
3385,0.01201371,-0.03133905,-0.03256996
3386,0.05960082,0.02368277,-0.00888719
3387,0.08700095,0.02257495,0.04069399
3388,0.04091556,0.06378592,0.01088127
3389,-0.01856217,-0.0394877,0.01989156
3390,-0.04835027,0.02053163,-0.03503179
3391,0.03325928,0.01088127,0.10686789
3392,-0.01708508,-0.00019695,0.02269804
3393,-0.05960082,-0.03709972,0.02552914
3394,-0.06112715,-0.02730166,-0.07904925
3395,-0.02663696,-0.03749362,0.06304737
3396,-0.00556373,-0.01787286,-0.09042288
3397,-0.00499751,-0.02737551,-0.02262418
3398,-0.01410627,-0.00489903,-0.01413088
3399,-0.01622344,-0.01706046,-0.00819788
3400,-0.00349579,-0.0230427,0.03303771
3401,0.00251106,-0.01632191,0.00475133
3402,-0.00155095,-0.01578031,-0.00398816
3403,0.00465285,-0.00844406,-0.02082705
3404,-0.00157557,0.00544064,0.00009847
3405,0.00324961,-0.02838486,0.00925647
3406,0.00940418,-0.03057588,-0.00433281
3407,0.0172574,0.01147211,0.06738019
3408,-0.00103397,0.00758243,-0.02464288
3409,-0.00773013,-0.00610533,-0.01386008
3410,0.00649922,-0.02124556,-0.03119134
3411,0.00792708,-0.0076809,0.02198411
3412,0.01459863,0.00524369,0.06755252
3413,0.0346379,0.00657308,-0.0601178
3414,-0.00334808,-0.01319539,0.00413587
3415,-0.03845373,-0.00093549,0.09635589
3416,0.01582954,-0.02661234,-0.06994049
3417,-0.04687318,0.00472671,-0.03650889
3418,-0.02690776,0.0036435,-0.00765628
3419,0.00179713,-0.03830602,-0.02419975
3420,0.01922686,-0.00758243,-0.01122593
3421,-0.00312652,-0.01824213,0.09709443
3422,-0.02914802,-0.02159022,-0.09963012
3423,-0.010512,-0.01410627,0.00162481
3424,0.03488408,-0.00376659,-0.01659271
3425,0.01541103,-0.0167158,-0.0195469
3426,0.02087629,0.00423434,0.0190053
3427,0.00416049,0.01125055,-0.03468713
3428,-0.03185603,0.00475133,-0.06674011
3429,0.0064746,-0.01888221,-0.01097975
3430,-0.07432254,-0.01546027,-0.00548987
3431,0.0842437,-0.02171331,-0.0064746
3432,-0.00091088,0.00580991,-0.00748395
3433,0.02570147,0.01014272,0.00534216
3434,0.04820256,-0.01373699,0.07390403
3435,0.00918261,-0.0261446,-0.06115177
3436,0.01706046,0.02021159,-0.02242724
3437,-0.05076286,-0.00059084,0.04810409
3438,-0.01235837,-0.0246675,0.02518448
3439,0.00408663,0.0362627,0.00694235
3440,-0.06181646,-0.02090091,-0.00113244
3441,0.07973856,-0.00423434,-0.04921191
3442,0.03933999,-0.01681427,-0.01319539
3443,-0.04401746,-0.01019196,-0.02218106
3444,-0.02134404,-0.01371237,-0.00534216
3445,-0.01371237,-0.01467249,-0.00908414
3446,-0.00384045,-0.00925647,-0.02540605
3447,0.01085665,-0.00548987,0.03579496
3448,0.00600686,-0.00041851,-0.01666656
3449,-0.00083702,-0.0300589,-0.01381085
3450,0.0130723,-0.01720817,-0.01450016
3451,0.01238299,0.01619882,0.03276691
3452,0.00999502,0.02552914,-0.02456903
3453,0.00167404,-0.01014272,-0.00192022
3454,0.00142786,-0.05253538,0.00342194
3455,0.00401278,-0.00933032,0.00317576
3456,-0.00610533,-0.00780399,0.00347118
3457,-0.00226488,-0.00428358,0.01521409
3458,0.00502213,0.00241259,0.00841945
3459,-0.00440667,-0.02685853,0.01351543
3460,-0.00290496,-0.03020661,-0.0791231
3461,0.01065971,0.00974883,0.01664195
3462,0.00844406,0.00009847,-0.05536648
3463,0.00004924,0.00556373,-0.00716391
3464,0.02038392,0.01174291,-0.00551449
3465,0.01235837,-0.00216641,0.00096011
3466,0.00832097,0.00071393,0.00167404
3467,0.00819788,0.00359427,0.00531755
3468,0.00145248,0.01016734,0.00743472
3469,0.00059084,-0.0149679,0.02082705
3470,0.00544064,-0.01890683,-0.02661234
3471,-0.00051698,-0.01189062,-0.00977345
3472,0.01597725,-0.00009847,-0.00851792
3473,0.00777937,0.00224026,-0.00352041
3474,0.0008124,-0.01851293,0.00142786
3475,0.03146214,-0.02038392,-0.00182175
3476,0.10100874,-0.00041851,-0.00324961
3477,0.04034934,-0.0121368,0.01445092
3478,-0.01814366,0.00416049,-0.00669617
3479,-0.06307199,-0.03232378,-0.00347118
3480,0.01491867,-0.02336273,0.01693737
3481,0.12350983,-0.01912839,0.00832097
3482,-0.15408572,-0.00374198,-0.03833064
3483,0.00679464,0.01757744,-0.01437707
3484,-0.03673045,-0.0362627,-0.01031505
3485,0.02434746,0.00630228,-0.01235837
3486,-0.01112746,0.02774478,0.04871955
3487,-0.00657308,-0.0258738,0.05839452
3488,-0.00465285,0.02173793,-0.06063478
3489,0.02124556,-0.04990122,0.0053914
3490,0.00305266,-0.0405709,-0.0008124
3491,0.01531256,0.01585416,-0.02159022
3492,0.01014272,0.0039143,-0.04473139
3493,0.01420474,0.01639576,0.03872453
3494,0.00263415,-0.00819788,-0.02567685
3495,0.00472671,-0.01085665,-0.02710471
3496,-0.00118168,-0.01031505,-0.01085665
3497,-0.00076317,0.00273263,-0.00460362
3498,0.00398816,-0.00100935,-0.00120629
3499,0.00019695,-0.02762169,0.00420972
3500,-0.00598224,-0.0343671,0.00302805
3501,0.00472671,-0.00773013,-0.0022895
3502,-0.00132939,-0.0159034,0.00118168
3503,-0.00420972,-0.00514522,-0.00374198
3504,0.00684388,-0.01265379,0.00334808
3505,-0.00113244,-0.01880835,-0.00260954
3506,0.00312652,-0.01287535,-0.00263415
3507,0.00388969,-0.01395856,-0.00113244
3508,0.00773013,-0.00952727,-0.00125553
3509,-0.00076317,-0.01838984,0.02968963
3510,-0.02599689,-0.02267342,0.08547461
3511,0.00716391,-0.04133407,-0.00684388
3512,-0.00219103,0.01245684,-0.03229916
3513,0.03217607,0.01400779,0.01693737
3514,0.00632689,-0.02996043,-0.03503179
3515,0.00179713,-0.01664195,0.03165909
3516,0.06373669,-0.00032004,-0.04697165
3517,-0.02981272,-0.00078778,-0.01262917
3518,-0.04096479,0.0161742,-0.02676005
3519,0.00632689,-0.01555874,0.0172574
3520,0.0102412,-0.01499252,-0.01787286
3521,0.02365815,0.0068685,-0.01319539
3522,-0.07991089,-0.0039143,0.01275226
3523,0.01607573,-0.0318068,-0.01260455
3524,-0.00514522,-0.01031505,-0.00871487
3525,0.00999502,-0.01454939,-0.02050701
3526,0.00608071,-0.00056622,-0.00728701
3527,0.01287535,0.00059084,-0.00440667
3528,0.00521907,0.00765628,-0.00241259
3529,0.0125307,-0.01102898,0.00425896
3530,0.01713431,-0.00334808,-0.00051698
3531,-0.00297881,0.01479558,-0.00014771
3532,-0.00093549,0.00039389,0.00288034
3533,0.01595264,-0.02392895,-0.00507136
3534,0.00662231,-0.01129978,0.00241259
3535,0.00940418,-0.02481521,-0.00091088
3536,0.01654347,-0.02607074,-0.00600686
3537,0.00263415,0.03650889,0.00194484
3538,0.00278186,0.02469212,-0.00329885
3539,0.0025603,-0.00869025,0.00684388
3540,-0.00635151,-0.00275725,0.00194484
3541,0.01386008,0.00854254,0.00846868
3542,0.0020187,0.00002462,0.00051698
3543,0.00507136,0.00817326,-0.00162481
3544,0.00704082,-0.00622842,0.00231412
3545,0.00420972,-0.00608071,0.00546525
3546,0.0274986,-0.00637613,-0.00371736
3547,0.03375164,0.00137862,0.01065971
3548,-0.00334808,-0.00014771,0.00544064
3549,-0.03968464,-0.01757744,-0.00241259
3550,0.06836492,-0.00760704,-0.04532222
3551,0.18997915,0.00576067,0.0187345
3552,-0.31986511,-0.00452976,0.01757744
3553,0.00347118,-0.00014771,-0.07109755
3554,0.03429324,-0.00672079,0.02619383
3555,0.00952727,-0.02218106,-0.0531016
3556,-0.03540106,0.02774478,-0.08352977
3557,-0.01019196,-0.01048738,0.07365785
3558,-0.00524369,0.03431786,0.02001465
3559,-0.01971923,-0.01299844,-0.05036897
3560,-0.00657308,-0.05115675,-0.00859177
3561,-0.0005416,0.02131942,-0.01742973
3562,0.00556373,0.01841446,-0.02279651
3563,-0.00753319,0.00925647,0.00780399
3564,0.01152135,-0.01139826,-0.02296884
3565,0.00637613,0.00315114,-0.05251076
3566,0.00354503,-0.00064007,-0.01048738
3567,0.00659769,0.0031019,0.00352041
3568,-0.00007385,-0.01787286,-0.005933
3569,0.00064007,-0.00716391,0.01240761
3570,0.01201371,-0.00039389,0.01001963
3571,-0.00189561,-0.0094288,0.00019695
3572,0.00952727,0.00354503,0.00142786
3573,0.00657308,0.01516485,0.00487442
3574,0.0048498,-0.02168869,0.00066469
3575,-0.00782861,-0.02481521,-0.0144263
3576,0.00088626,-0.00583453,-0.00206793
3577,-0.00211717,-0.0051206,-0.00238797
3578,-0.00064007,-0.01319539,-0.00580991
3579,-0.00718853,-0.01836523,-0.00312652
3580,0.01048738,-0.01189062,-0.00253568
3581,0.04463291,0.0040374,-0.0022895
3582,0.04052166,-0.03862606,-0.00265877
3583,-0.022378,-0.04546993,0.00792708
3584,0.00625304,-0.01681427,0.00401278
3585,0.00297881,-0.02644002,0.00019695
3586,-0.02205796,0.0076809,-0.00583453
3587,0.05155065,0.03641041,0.00625304
3588,-0.08274199,-0.00359427,0.00433281
3589,0.12914741,-0.02481521,0.01632191
3590,-0.12781803,-0.0451499,0.07158991
3591,0.15617827,0.0153618,-0.04384513
3592,-0.12146652,-0.01605111,0.03232378
3593,-0.01664195,-0.01533718,-0.09505112
3594,-0.01395856,-0.00878872,-0.08931506
3595,-0.00219103,-0.00832097,0.08461297
3596,-0.00231412,-0.03165909,0.06553382
3597,0.00669617,0.01117669,-0.04244189
3598,0.00105859,-0.00644999,-0.01093051
3599,0.00194484,-0.01196448,-0.01457401
3600,-0.00128015,-0.02245186,-0.01420474
3601,0.00396354,-0.02737551,-0.00630228
3602,0.00573606,-0.01962076,-0.00755781
3603,0.00288034,0.01676504,0.0033727
3604,0.00297881,-0.01270302,0.00851792
3605,-0.0002708,-0.01117669,0.00236335
3606,-0.00029542,-0.00583453,0.00288034
3607,-0.00386507,0.01011811,0.00371736
3608,0.0040374,0.01248146,0.00659769
3609,-0.00785323,-0.0096996,0.01302306
3610,-0.00142786,-0.02579994,-0.00211717
3611,-0.00802555,-0.01400779,-0.00388969
3612,-0.00226488,-0.00841945,-0.00659769
3613,0.00105859,-0.00888719,-0.00401278
3614,0.00416049,-0.01580493,0.00004924
3615,0.00354503,-0.01553412,0.00219103
3616,0.00901028,-0.03141291,-0.00347118
3617,0.04913806,0.00039389,0.00622842
3618,-0.00187099,-0.04473139,-0.00056622
3619,0.04544532,-0.08638549,0.00093549
