製品名,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）
計測時ID,1,2,3
計測開始時刻,2024/6/17 12:32,2024/6/17 12:32,2024/6/17 12:32
サンプリング周波数,200,200,200
シーケンス数,5788,5788,5788
PGAゲイン,x12,x12,x12
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
コメント,,,
ファイル保存形式,演算データ,演算データ,演算データ
シーケンス番号,EMG01[ｍV],EMG01[ｍV],EMG01[ｍV]
1485,-0.01432783,-0.03074821,0.00699159
1486,0.06275196,0.00438205,0.00534216
1487,-0.03256996,-0.00644999,-0.01179215
1488,0.0074101,-0.03732129,-0.00017233
1489,-0.01459863,0.0053914,-0.00275725
1490,-0.03695201,-0.00132939,0.00598224
1491,-0.0349087,-0.0148202,0.01949767
1492,0.00834559,-0.01484481,0.00893643
1493,-0.01959614,0.00268339,0.00731162
1494,0.00684388,-0.01435245,0.14399223
1495,0.01472172,-0.01578031,-0.12742414
1496,-0.06297352,0.0031019,-0.02996043
1497,0.15388877,-0.00632689,-0.01578031
1498,-0.00187099,0.0002708,-0.0138847
1499,-0.00140324,0.00684388,0.0093057
1500,-0.07661204,-0.02026083,-0.01504176
1501,0.11442569,-0.016445,-0.03158523
1502,-0.01048738,0.00253568,0.00654846
1503,0.02422437,0.00558835,-0.02882799
1504,-0.02909879,-0.0121368,0.08158493
1505,-0.01006887,-0.02826177,-0.00347118
1506,0.06149642,0.01324463,-0.02796635
1507,0.01755282,-0.00544064,-0.00219103
1508,-0.02998505,-0.0005416,-0.01277688
1509,-0.04967966,-0.0153618,-0.00694235
1510,-0.03025585,-0.01627267,-0.00558835
1511,0.00386507,-0.01418012,0.00625304
1512,0.0096996,0.02146713,-0.01898068
1513,0.01171829,-0.00068931,-0.00327423
1514,-0.07451949,-0.01221066,0.02764631
1515,0.05290465,-0.01381085,-0.01149673
1516,0.00096011,-0.01110284,-0.02397819
1517,0.08995514,-0.0161742,-0.00088626
1518,-0.06445062,0.00068931,-0.00745933
1519,-0.01358928,-0.00388969,0.02163945
1520,0.01841446,-0.01777439,-0.00901028
1521,-0.00396354,-0.01324463,-0.03136367
1522,0.03906919,0.00187099,0.0005416
1523,-0.01999003,0.0031019,0.03604114
1524,-0.00642537,-0.01282612,-0.03628732
1525,0.01336772,-0.01102898,0.02582456
1526,0.01368775,-0.00423434,-0.00864101
1527,-0.00071393,-0.00465285,-0.00300343
1528,0.04263883,-0.0149679,-0.00928109
1529,0.01740511,-0.01065971,-0.00115706
1530,0.00300343,-0.01400779,-0.00115706
1531,-0.12387911,-0.01654347,-0.00290496
1532,0.06883267,0.01322001,0.00881334
1533,0.00078778,0.00605609,-0.01755282
1534,-0.00214179,-0.01856217,-0.01036429
1535,-0.00792708,-0.01349081,-0.01356466
1536,0.03133905,-0.01848832,0.01474634
1537,0.0096996,-0.00694235,-0.01703584
1538,0.00083702,0.00243721,0.01189062
1539,-0.09066907,-0.00125553,0.01750359
1540,0.04401746,-0.01713431,0.00019695
1541,-0.00933032,-0.01373699,-0.04822718
1542,-0.00782861,-0.00548987,-0.01134902
1543,-0.00219103,0.0051206,-0.00401278
1544,0.0040374,-0.01838984,-0.02567685
1545,0.01294921,-0.01966999,-0.01703584
1546,-0.00556373,-0.00699159,-0.01014272
1547,0.00782861,0.00322499,-0.00563758
1548,0.01742973,0.00300343,0.00238797
1549,0.00182175,-0.00704082,0.00839483
1550,0.00524369,0.00588377,0.00425896
1551,0.01853755,0.00809941,0.00477594
1552,-0.02619383,-0.00817326,-0.01602649
1553,-0.01506638,-0.02346121,0.01942381
1554,0.06235806,-0.01211219,0.06223497
1555,-0.04199876,-0.01048738,-0.02900032
1556,-0.00489903,-0.00955189,0.04982737
1557,0.0138847,-0.02109785,-0.03018199
1558,0.08527767,0.02998505,-0.00019695
1559,-0.0947557,-0.00115706,-0.01831599
1560,-0.02538143,-0.0053914,-0.05750827
1561,0.05615426,0.01019196,0.00531755
1562,-0.01866064,0.01073356,-0.02306731
1563,0.00260954,-0.0005416,0.00078778
1564,-0.00007385,0.01408165,-0.01947305
1565,-0.00039389,-0.00187099,-0.0036435
1566,0.00288034,-0.00268339,-0.00928109
1567,0.00263415,0.01122593,0.01112746
1568,0.00189561,0.00770552,-0.02626769
1569,0.00965036,-0.0096996,0.01986694
1570,-0.00132939,0.00723777,-0.00236335
1571,0.02661234,-0.00342194,0.00004924
1572,0.02045778,0.03276691,0.02380586
1573,0.0366566,-0.03842911,-0.01289997
1574,-0.03072359,-0.02624307,-0.00901028
1575,0.00192022,-0.0110536,0.00834559
1576,-0.03641041,-0.00078778,0.08207729
1577,-0.00386507,0.00743472,-0.01011811
1578,-0.0064746,0.0031019,-0.05369243
1579,0.01578031,-0.016445,-0.03141291
1580,0.01826675,-0.00962574,0.01287535
1581,-0.00137862,-0.02095014,0.00352041
1582,-0.11085604,0.0033727,-0.04266345
1583,0.00322499,0.01134902,-0.0076809
1584,0.01713431,-0.00748395,0.0079517
1585,0.01669118,-0.01117669,-0.01811904
1586,-0.00583453,-0.01560798,-0.0190053
1587,-0.00145248,-0.00423434,-0.00241259
1588,-0.00699159,0.00472671,-0.00300343
1589,0.00288034,-0.00901028,-0.00046775
1590,0.00238797,-0.01511561,-0.00076317
1591,-0.00155095,-0.00684388,-0.01986694
1592,0.0048498,0.02060549,-0.00253568
1593,0.01386008,-0.02890184,0.00004924
1594,0.06378592,-0.00977345,0.0051206
1595,0.04162948,-0.01061047,-0.0036435
1596,0.01314615,-0.00974883,0.01346619
1597,-0.0423188,0.0010832,-0.01730664
1598,-0.0002708,0.00994578,-0.0064746
1599,-0.01595264,0.00199408,-0.00445591
1600,0.01097975,-0.01275226,-0.00834559
1601,0.03591805,-0.00802555,-0.00777937
1602,-0.02065472,-0.00448052,-0.00388969
1603,-0.0008124,0.00041851,-0.01349081
1604,-0.01149673,-0.01706046,0.00992116
1605,-0.00743472,-0.01422936,-0.00039389
1606,0.01555874,-0.01688813,-0.01459863
1607,-0.02163945,-0.00280648,0.01863603
1608,-0.00531755,-0.0031019,0.09340169
1609,0.01056124,-0.00502213,-0.08128951
1610,0.00829636,-0.01400779,-0.01701122
1611,-0.0096996,-0.00731162,-0.04707012
1612,0.01245684,-0.00093549,-0.00100935
1613,0.00723777,0.00790246,0.00583453
1614,-0.00901028,-0.01275226,-0.03677969
1615,-0.00329885,-0.03444095,-0.01676504
1616,0.00654846,0.015091,-0.00856716
1617,0.03247149,0.02626769,0.00425896
1618,0.02799097,-0.00989654,0.00573606
1619,-0.05644968,-0.00243721,-0.00792708
1620,0.02784326,-0.01491867,-0.00349579
1621,-0.03407168,-0.01351543,-0.00292957
1622,0.00100935,-0.00396354,-0.0033727
1623,-0.00398816,-0.00189561,-0.0033727
1624,0.00438205,-0.0064746,0.01216142
1625,0.00797632,-0.01814366,-0.00401278
1626,0.01127517,-0.00994578,-0.00206793
1627,0.01639576,0.00100935,0.00994578
1628,-0.0074101,0.00548987,0.05123061
1629,0.01100436,-0.01248146,-0.02247648
1630,0.03168371,0.0144263,0.01669118
1631,-0.0218364,0.01001963,-0.04822718
1632,-0.02223029,-0.00361888,-0.01484481
1633,0.02577532,0.00273263,0.00494827
1634,0.00625304,-0.0115952,0.00219103
1635,0.00551449,-0.00644999,-0.01568183
1636,-0.0146971,0.00974883,-0.01528794
1637,-0.01445092,-0.02764631,0.00071393
1638,-0.00610533,0.02124556,-0.00376659
1639,0.03796136,-0.00561296,-0.01371237
1640,-0.00448052,-0.01573107,-0.02220567
1641,-0.07255002,-0.00563758,0.05795139
1642,0.05041821,-0.00022156,0.00568682
1643,0.01861141,0.00354503,-0.02688314
1644,-0.00576067,-0.01036429,0.02754784
1645,0.00120629,-0.00869025,-0.02698162
1646,0.01386008,-0.00649922,0.05125523
1647,-0.06248115,0.00224026,-0.02284575
1648,0.09320475,0.00327423,-0.02070396
1649,0.03042817,-0.01289997,-0.03010814
1650,-0.08227424,-0.01806981,-0.01336772
1651,-0.00155095,-0.00083702,-0.00809941
1652,0.00851792,0.00834559,-0.00819788
1653,0.01706046,0.01356466,-0.00644999
1654,0.01075818,-0.0090349,0.00580991
1655,-0.05376629,-0.02287037,-0.00324961
1656,-0.01061047,-0.00846868,-0.00595762
1657,0.01435245,-0.00423434,0.00014771
1658,0.02392895,0.00076317,0.00856716
1659,0.0121368,-0.01142287,0.00502213
1660,-0.01302306,-0.01989156,-0.01770053
1661,-0.004579,-0.00275725,0.02151636
1662,0.01174291,0.00120629,-0.0022895
1663,0.00770552,-0.0231904,-0.03158523
1664,0.00524369,-0.00521907,0.00684388
1665,0.0017479,-0.02235338,0.00649922
1666,0.04180181,-0.00251106,0.0436728
1667,-0.17373109,0.00502213,0.06149642
1668,0.1157797,-0.00290496,-0.06009318
1669,0.04645466,-0.01656809,0.0148202
1670,0.03160985,-0.00398816,0.02838486
1671,0.01964537,-0.00152633,0.01912839
1672,-0.05150141,0.0064746,-0.0392169
1673,-0.01356466,0.00305266,-0.01068433
1674,-0.01720817,-0.00359427,-0.004579
1675,0.00608071,-0.00965036,-0.00598224
1676,0.00721315,-0.01432783,-0.00034466
1677,0.03079745,0.00807479,0.00290496
1678,0.05167374,-0.00177252,-0.0002708
1679,0.01437707,-0.02491368,-0.00755781
1680,-0.04921191,-0.01666656,-0.00534216
1681,0.00169866,-0.00691773,-0.00118168
1682,-0.0249383,-0.01277688,0.00388969
1683,-0.0203593,0.00733624,0.00192022
1684,0.02407666,-0.01974385,-0.00905952
1685,0.02833562,-0.01174291,-0.00901028
1686,-0.08650858,-0.01262917,0.00896105
1687,0.0413833,-0.0031019,-0.0064746
1688,0.00076317,0.00004924,-0.00573606
1689,-0.00022156,-0.00263415,0.02698162
1690,0.00115706,0.00632689,0.03264382
1691,-0.07351014,-0.04980275,0.04076785
1692,0.18823125,-0.0365335,-0.06427829
1693,0.0079517,0.03658274,-0.00950265
1694,-0.02872951,-0.00644999,0.03124058
1695,-0.02656311,-0.00334808,0.00420972
1696,0.01964537,-0.01376161,-0.02456903
1697,0.04815332,0.00760704,0.0518953
1698,-0.00002462,0.00100935,-0.04005392
1699,-0.04780867,-0.01770053,-0.00770552
1700,0.01191524,-0.01738049,-0.00989654
1701,0.03658274,-0.01115207,0.00780399
1702,0.01491867,0.00805017,0.00841945
1703,-0.01777439,-0.00128015,-0.00681926
1704,-0.05947773,-0.00571144,0.0295173
1705,-0.03232378,-0.01117669,-0.00974883
1706,0.02442132,-0.0094288,0.09598661
1707,-0.00477594,-0.00819788,-0.02779402
1708,-0.00413587,0.00580991,0.00120629
1709,0.00103397,-0.01235837,-0.05768059
1710,0.00450514,-0.01014272,-0.01373699
1711,0.01614958,-0.01745435,-0.02717856
1712,-0.00120629,0.00189561,-0.01863603
1713,-0.0149679,0.0144263,0.0334316
1714,-0.00546525,-0.0064746,-0.0246675
1715,0.00940418,-0.03205298,-0.01757744
1716,0.01856217,0.00352041,-0.00361888
1717,0.02759707,0.00297881,0.03185603
1718,0.01930072,-0.01061047,-0.01430321
1719,0.05288003,-0.01285073,-0.01075818
1720,0.02895108,-0.00866563,0.00777937
1721,-0.1939673,-0.00509598,-0.02676005
1722,0.05073824,-0.00657308,-0.00076317
1723,0.01137364,0.0020187,0.01770053
1724,-0.005933,-0.01270302,-0.00066469
1725,-0.03682892,-0.01516485,0.05007355
1726,-0.01910377,-0.00428358,0.00723777
1727,0.00014771,-0.00231412,0.01713431
1728,0.01176753,0.0074101,-0.06046246
1729,0.00302805,-0.00760704,0.03744438
1730,0.00238797,-0.00585915,0.01004425
1731,-0.00379121,-0.00654846,0.0203593
1732,-0.00150171,-0.00265877,0.01560798
1733,0.00526831,-0.00366812,-0.01184139
1734,0.02139327,-0.00839483,0.01669118
1735,0.01014272,-0.02525834,-0.02705547
1736,0.01799595,-0.0159034,-0.00595762
1737,-0.00694235,-0.00866563,0.00777937
1738,0.00721315,-0.02050701,-0.0076809
1739,-0.01740511,-0.01499252,0.0238551
1740,-0.07166377,-0.01216142,-0.01410627
1741,0.0230427,-0.01203833,-0.00292957
1742,-0.00128015,0.00388969,-0.00893643
1743,-0.0064746,0.00460362,-0.00192022
1744,0.04350047,-0.00477594,0.01580493
1745,-0.02341197,-0.01147211,-0.00371736
1746,-0.00915799,-0.00869025,-0.0146971
1747,-0.00881334,-0.0249383,-0.00632689
1748,0.0025603,0.01738049,0.01386008
1749,-0.0095765,-0.02316579,-0.04133407
1750,0.00354503,0.00669617,0.08766564
1751,0.02417514,-0.0090349,0.0233135
1752,0.01964537,-0.02013774,-0.04482986
1753,-0.00617918,0.00408663,-0.03712434
1754,0.04950733,-0.01880835,0.01814366
1755,-0.01984232,-0.01592802,0.01265379
1756,-0.00598224,-0.01001963,-0.02028545
1757,-0.00354503,-0.0022895,-0.01915301
1758,0.02715395,-0.00913338,-0.0090349
1759,0.05632659,0.02171331,0.00745933
1760,-0.10615396,0.00573606,0.00044313
1761,0.04214647,-0.00017233,0.01447554
1762,-0.03092054,-0.00305266,-0.00681926
1763,0.11597664,0.01262917,-0.00748395
1764,0.02419975,-0.00130477,0.00366812
1765,-0.05312621,-0.03136367,-0.00236335
1766,-0.01703584,-0.00425896,-0.00583453
1767,-0.01016734,0.02070396,0.02752322
1768,0.01610034,-0.03008352,-0.00534216
1769,-0.00438205,-0.01115207,-0.0115952
1770,-0.02693238,-0.02033469,0.00339732
1771,-0.01272764,0.00534216,0.01223528
1772,0.02355968,-0.00755781,0.01339234
1773,-0.0266862,-0.005933,-0.00583453
1774,0.00896105,-0.02838486,-0.02828639
1775,0.01102898,-0.00384045,-0.01750359
1776,0.02594765,0.01826675,-0.00883796
1777,0.00132939,-0.00571144,0.01703584
1778,0.03549954,0.00745933,-0.03042817
1779,-0.02146713,-0.02296884,0.01533718
1780,-0.00694235,-0.01787286,-0.00068931
1781,0.01223528,-0.00925647,-0.03217607
1782,0.06619851,0.00347118,-0.02528296
1783,-0.04236803,0.00014771,-0.00654846
1784,0.01457401,-0.03000966,0.00635151
1785,-0.01090589,-0.02402743,0.00189561
1786,-0.02811406,-0.02860642,-0.0093057
1787,-0.0136139,-0.00905952,0.02555376
1788,-0.01331848,-0.02200873,0.00925647
1789,-0.01939919,0.01457401,0.00275725
1790,-0.00253568,-0.01523871,-0.01393394
1791,0.01467249,0.0017479,0.02693238
1792,-0.00425896,0.00327423,-0.02875413
1793,0.00534216,0.02454441,-0.01659271
1794,0.00760704,-0.04409131,-0.00420972
1795,0.00507136,-0.0249383,-0.0048498
1796,0.01408165,-0.00866563,-0.00630228
1797,0.00423434,0.00216641,0.03116672
1798,0.01201371,0.00524369,-0.01201371
1799,0.06543535,0.00514522,0.00103397
1800,-0.02077782,0.00610533,-0.01080742
1801,-0.02673544,-0.02050701,0.00253568
1802,-0.02968963,-0.00462823,-0.02607074
1803,0.02786788,-0.00477594,-0.00226488
1804,-0.07412559,-0.01289997,-0.00580991
1805,-0.01216142,-0.01912839,0.02218106
1806,0.00657308,0.00214179,0.06619851
1807,-0.00598224,0.00384045,-0.08003398
1808,-0.02631692,0.00157557,0.0295173
1809,-0.01312153,-0.02122094,0.02395357
1810,-0.00019695,-0.01720817,-0.02801558
1811,-0.00667155,-0.02090091,0.03737053
1812,0.00617918,-0.0264154,-0.03833064
1813,0.01322001,0.03377626,0.00359427
1814,-0.02107323,0.00558835,-0.02124556
1815,-0.01309692,-0.02491368,-0.01257993
1816,-0.00411125,-0.00736086,-0.00216641
1817,0.00066469,0.02648925,-0.00292957
1818,0.00866563,0.00260954,-0.00423434
1819,0.00785323,0.02378124,0.00366812
1820,-0.00120629,0.02442132,-0.00206793
1821,0.0017479,-0.02555376,-0.0051206
1822,0.01794671,-0.00817326,-0.00482518
1823,0.00748395,-0.01110284,0.01257993
1824,-0.00576067,0.01432783,0.00145248
1825,0.00600686,0.00007385,0.00093549
1826,0.02021159,-0.0138847,-0.01651886
1827,0.0146971,-0.00120629,0.02865566
1828,-0.02225491,-0.0033727,0.05049206
1829,-0.01363852,-0.02801558,-0.0306005
1830,-0.06366283,-0.021024,0.00576067
1831,-0.0115952,-0.01294921,-0.02422437
1832,0.03542568,-0.01358928,0.00792708
1833,-0.0002708,-0.00411125,-0.04372204
1834,-0.00039389,-0.01745435,-0.02097476
1835,0.01161982,-0.02476597,-0.02680929
1836,0.00782861,-0.00743472,0.03018199
1837,0.00022156,-0.00002462,-0.01085665
1838,-0.00130477,0.00226488,-0.00878872
1839,-0.00167404,0.00489903,-0.00243721
1840,0.00064007,0.0130723,-0.00113244
1841,0.01565722,-0.01750359,-0.00329885
1842,0.0238551,0.0051206,-0.00115706
1843,-0.00105859,0.01056124,0.00022156
1844,-0.00657308,-0.00950265,0.0036435
1845,-0.01418012,-0.01533718,0.0010832
1846,-0.0031019,-0.01117669,-0.00324961
1847,0.07584887,0.01467249,0.05388938
1848,-0.02545529,-0.00145248,0.01696198
1849,-0.03874915,-0.00514522,0.03810907
1850,0.00032004,-0.02826177,0.02983734
1851,-0.00521907,0.00445591,-0.07944314
1852,0.00694235,-0.01129978,-0.0541848
1853,0.01518947,0.00177252,-0.01523871
1854,0.00669617,-0.00285572,0.0187345
1855,-0.00684388,-0.0095765,0.00928109
1856,0.0146971,-0.01191524,0.00342194
1857,0.00630228,-0.00115706,0.00883796
1858,0.00465285,-0.00425896,-0.02107323
1859,0.01430321,-0.01568183,-0.00743472
1860,-0.00610533,-0.03067436,0.00780399
1861,0.01757744,0.00509598,0.01363852
1862,-0.02565223,-0.01346619,0.01036429
1863,0.03183142,-0.01176753,-0.00773013
1864,-0.00521907,-0.00032004,-0.00649922
1865,-0.01198909,-0.05534186,0.00142786
1866,0.00248644,0.00334808,0.00871487
1867,0.00460362,-0.00305266,-0.01065971
1868,0.00883796,-0.00324961,0.00979807
1869,0.05792678,-0.01627267,0.0094288
1870,-0.09377097,0.00241259,0.0408417
1871,0.09537116,0.00448052,0.05184606
1872,-0.03333313,-0.00105859,0.02737551
1873,0.05657277,-0.01619882,-0.03687816
1874,-0.03124058,-0.0146971,-0.03850297
1875,-0.01127517,-0.01312153,0.01422936
1876,-0.01250608,-0.01523871,-0.03146214
1877,-0.00236335,-0.01277688,-0.01198909
1878,-0.00755781,-0.01376161,-0.00871487
1879,0.00452976,-0.01715893,0.00854254
1880,0.00199408,-0.01676504,-0.04199876
1881,-0.00032004,-0.00088626,0.00297881
1882,0.00462823,0.00103397,-0.02050701
1883,0.00797632,0.0017479,-0.02680929
1884,-0.00022156,-0.01578031,0.00622842
1885,0.0087641,-0.0130723,0.00076317
1886,0.00521907,-0.01533718,-0.00288034
1887,0.00979807,0.01346619,0.00667155
1888,0.00716391,0.02139327,0.00056622
1889,0.00251106,-0.00497289,0.00142786
1890,0.00231412,-0.01794671,0.00068931
1891,-0.00182175,0.00452976,-0.00937956
1892,0.02259957,-0.00251106,-0.00465285
1893,0.04315582,-0.00004924,-0.00642537
1894,0.03998006,-0.02316579,0.01019196
1895,-0.01398317,-0.02577532,0.00078778
1896,-0.03466252,0.05435713,-0.00398816
1897,-0.01142287,-0.01902992,-0.00519445
1898,-0.01149673,0.004579,0.02235338
1899,0.03700125,-0.00706544,0.00777937
1900,-0.0053914,-0.01730664,-0.02518448
1901,-0.02053163,-0.00792708,-0.00563758
1902,-0.00866563,0.00435743,-0.00241259
1903,-0.00718853,0.02060549,0.00773013
1904,-0.01287535,-0.00608071,-0.0022895
1905,0.00728701,-0.00612995,-0.00667155
1906,0.00718853,-0.00864101,-0.00384045
1907,0.00844406,-0.00977345,-0.00285572
1908,0.00388969,-0.00263415,-0.00711468
1909,-0.00339732,-0.02230415,0.00315114
1910,-0.00561296,-0.00448052,0.02592303
1911,0.0133431,-0.00955189,0.01250608
1912,0.01262917,0.00088626,0.00224026
1913,0.01036429,-0.00809941,0.00041851
1914,0.00595762,-0.01829137,-0.03584419
1915,-0.0187345,-0.01149673,0.00846868
1916,0.00888719,-0.01811904,-0.02013774
1917,0.00992116,-0.01001963,-0.00805017
1918,0.01289997,-0.0067454,-0.01413088
1919,0.00534216,-0.00445591,0.00312652
1920,0.005933,-0.0204824,-0.00657308
1921,0.0031019,-0.00819788,-0.01208757
1922,0.01622344,-0.01344157,0.04126021
1923,0.00317576,0.00219103,0.00091088
1924,-0.00349579,-0.00814865,0.03712434
1925,0.0082225,-0.02124556,-0.00965036
1926,0.00605609,-0.01905454,-0.00834559
1927,-0.00305266,-0.00487442,-0.02220567
1928,0.00649922,0.01548489,-0.01063509
1929,-0.00625304,-0.00583453,-0.00066469
1930,0.00285572,-0.02964039,-0.0002708
1931,0.00672079,-0.0148202,0.00610533
1932,0.00226488,0.00477594,0.0051206
1933,0.00263415,-0.01437707,-0.00524369
1934,0.00962574,-0.02508601,0.01257993
1935,0.00324961,-0.01191524,0.00334808
1936,0.00841945,-0.00078778,-0.00526831
1937,-0.0020187,0.00192022,-0.0008124
1938,-0.0074101,0.00423434,-0.00349579
1939,0.00920723,-0.01240761,-0.00179713
1940,0.00088626,-0.01597725,-0.00595762
1941,0.00231412,-0.01718355,-0.00814865
1942,0.0249383,0.00450514,-0.00384045
1943,0.08392366,0.01270302,-0.00388969
1944,-0.03252073,-0.00605609,-0.00408663
1945,0.0451499,-0.04835027,0.010512
1946,-0.00827174,0.02619383,-0.0010832
1947,-0.02983734,0.0133431,0.00280648
1948,0.08461297,-0.03170832,0.00982269
1949,0.06422905,0.0090349,-0.02464288
1950,-0.07267312,-0.13685293,-0.00219103
1951,0.05738517,0.00743472,-0.00994578
1952,-0.0153618,0.00844406,-0.02383048
1953,-0.05152603,0.01546027,-0.01100436
1954,-0.02287037,-0.02050701,-0.01838984
1955,-0.02693238,-0.02262418,0.00502213
1956,-0.01154597,-0.00979807,-0.0442144
1957,-0.0048498,0.00558835,-0.00312652
1958,-0.00625304,0.00275725,0.00379121
1959,-0.0033727,-0.02552914,0.00342194
1960,-0.00115706,-0.02272266,0.0337024
1961,0.00630228,0.00556373,-0.05098443
1962,0.01558336,-0.00782861,0.02267342
1963,0.0039143,-0.00571144,-0.05497258
1964,0.00423434,0.01646962,-0.02235338
1965,0.00955189,-0.00994578,0.0020187
1966,-0.00573606,-0.04820256,-0.0022895
1967,0.00807479,0.01745435,-0.0067454
1968,0.00334808,0.01902992,0.04384513
1969,0.00475133,-0.02688314,-0.044756
1970,0.00411125,-0.00425896,-0.02323964
1971,0.00288034,-0.0039143,-0.0068685
1972,0.00834559,-0.00305266,-0.00433281
1973,-0.0017479,0.00832097,-0.00630228
1974,0.00568682,-0.01073356,-0.00507136
1975,0.00216641,-0.00679464,-0.00334808
1976,0.00814865,-0.00268339,0.00288034
1977,0.00322499,-0.00891181,-0.00790246
1978,-0.0053914,0.01602649,-0.00563758
1979,-0.00056622,-0.09074292,0.00334808
1980,-0.00083702,0.00302805,0.01713431
1981,-0.01189062,0.16755191,-0.00260954
1982,0.05408633,-0.13261859,-0.00273263
1983,0.08402214,-0.00805017,0.00844406
1984,-0.07922157,0.00152633,0.01804519
1985,0.05652353,-0.06201341,-0.0076809
1986,0.01486943,0.00359427,-0.00366812
1987,-0.06661702,0.01048738,-0.00561296
1988,-0.03961079,-0.05507106,-0.00913338
1989,0.02752322,-0.02259957,-0.02808944
1990,-0.01696198,0.00544064,0.02848333
1991,-0.05487411,-0.02961577,-0.03771518
1992,-0.04606077,0.02767093,0.02779402
1993,-0.02890184,-0.02998505,0.09697134
1994,-0.00918261,0.00032004,-0.03867529
1995,0.00556373,-0.00105859,-0.01474634
1996,0.00297881,-0.01555874,-0.02712933
1997,0.01701122,0.01346619,0.00499751
1998,0.00354503,0.01811904,-0.00502213
1999,0.00854254,-0.01097975,0.04069399
2000,0.00871487,-0.00470209,-0.07203304
2001,0.00736086,-0.0230427,0.03554877
2002,0.00679464,-0.01065971,-0.03537645
2003,0.01235837,0.00679464,-0.01041353
2004,0.00445591,-0.01393394,-0.00273263
2005,0.00125553,-0.00290496,0.00017233
2006,0.00519445,-0.0079517,0.00460362
2007,0.01065971,0.00974883,0.00327423
2008,-0.00059084,0.00558835,-0.00280648
2009,0.00009847,-0.00819788,0.00374198
2010,-0.00064007,-0.01989156,0.00260954
2011,0.00194484,-0.00489903,0.0010832
2012,0.00354503,0.00974883,-0.00194484
2013,0.00076317,0.01484481,-0.00093549
2014,-0.00103397,-0.01691275,0.00152633
2015,-0.00901028,-0.01459863,-0.00206793
2016,-0.00558835,-0.00194484,0.00317576
2017,-0.00226488,0.01336772,-0.0048498
2018,0.01422936,0.00632689,-0.00182175
2019,0.00814865,0.02296884,-0.00022156
2020,0.00034466,-0.03429324,-0.00260954
2021,0.02383048,0.00211717,0.00187099
2022,0.08803491,0.01912839,0.01506638
2023,0.07735059,0.01757744,-0.00460362
2024,-0.08128951,-0.00334808,-0.00487442
2025,-0.09389406,0.03468713,0.01654347
2026,-0.03623809,0.01718355,0.00681926
2027,-0.01203833,-0.01991618,-0.00622842
2028,0.01223528,0.01578031,-0.01533718
2029,0.02262418,0.00022156,-0.0343671
2030,0.03227454,-0.01841446,0.08586851
2031,0.00066469,-0.01339234,0.12963978
2032,-0.07936928,0.00832097,0.0664447
2033,-0.0094288,-0.0136139,-0.16122501
2034,-0.00032004,-0.00583453,-0.00366812
2035,0.00622842,-0.00568682,-0.06799565
2036,0.010512,-0.00145248,-0.01223528
2037,0.01196448,0.00275725,-0.02306731
2038,0.00465285,-0.0096996,-0.0033727
2039,0.01602649,-0.00224026,0.00472671
2040,0.00841945,-0.0082225,0.00029542
2041,0.01326924,-0.00859177,0.00440667
2042,0.00908414,-0.02464288,-0.00482518
2043,0.00622842,0.03833064,0.00580991
2044,0.01166906,0.00952727,0.00630228
2045,0.00519445,0.0079517,0.00248644
2046,0.00605609,-0.01706046,0.00694235
2047,0.00733624,0.02762169,0.00211717
2048,0.00137862,0.00891181,0.00046775
2049,-0.00573606,0.00425896,0.00610533
2050,0.00064007,0.02232877,0.00066469
2051,-0.00977345,0.01368775,-0.00253568
2052,0.00029542,0.01408165,-0.01026582
2053,-0.00551449,0.00278186,-0.00632689
2054,0.00091088,0.0187345,0.00066469
2055,0.00534216,-0.02456903,-0.01484481
2056,0.02779402,0.07156529,0.00145248
2057,0.04938424,-0.01445092,0.00068931
2058,0.06804488,0.02021159,-0.00211717
2059,-0.06489374,0.05246152,-0.00029542
2060,0.01294921,-0.02013774,0.00681926
2061,0.08448988,-0.03394859,-0.00014771
2062,-0.05002431,0.02309193,0.00022156
2063,-0.05347087,0.03764133,0.00423434
2064,-0.02712933,0.00078778,-0.00524369
2065,-0.02567685,-0.00327423,-0.01787286
2066,-0.02747398,-0.01582954,-0.00115706
2067,-0.00888719,0.01573107,-0.06366283
2068,-0.06260425,-0.01373699,0.00827174
2069,0.08010783,-0.0572867,-0.06678935
2070,0.00428358,-0.01085665,0.16405611
2071,0.01154597,-0.01580493,-0.03589343
2072,-0.00654846,0.00022156,-0.01619882
2073,-0.00408663,-0.00878872,-0.03392397
2074,-0.00224026,-0.04756249,-0.00376659
2075,-0.00088626,-0.02419975,-0.01048738
2076,-0.00635151,-0.04409131,-0.00571144
2077,0.00118168,-0.02282113,-0.01934996
2078,-0.00637613,-0.00753319,-0.00450514
2079,-0.00694235,-0.01289997,0.00076317
2080,0.01149673,0.01528794,-0.00445591
2081,0.01174291,0.00376659,0.00386507
2082,0.00265877,0.00802555,-0.00046775
2083,-0.005933,0.00342194,-0.00091088
2084,0.00169866,-0.01129978,0.00691773
2085,-0.00625304,-0.0121368,0.01555874
2086,-0.00071393,-0.00745933,-0.01176753
