製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,2,
計測開始時刻,04/23 18:02:45,
サンプリング周波数,200,
シーケンス数,10097,
PGAゲイン,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,-0.02801558,
3,-0.02604612,
4,-0.03788751,
5,-0.01149673,
6,-0.00536678,
7,0.00130477,
8,0.00288034,
9,-0.03321004,
10,0.0010832,
11,0.00667155,
12,0.08970896,
13,-0.04753787,
14,-0.02907417,
15,-0.02144251,
16,-0.01036429,
17,-0.02959115,
18,-0.01351543,
19,-0.01297383,
20,-0.00773013,
21,0.01930072,
22,0.03321004,
23,-0.03591805,
24,-0.00920723,
25,0.0252091,
26,0.00955189,
27,-0.0149679,
28,-0.00635151,
29,-0.00177252,
30,0.03771518,
31,-0.0102412,
32,-0.01413088,
33,0.0159034,
34,-0.01430321,
35,-0.04094017,
36,-0.05800063,
37,0.04441135,
38,0.01543565,
39,0.00445591,
40,0.01363852,
41,0.01742973,
42,0.00273263,
43,-0.05433251,
44,0.01560798,
45,0.03695201,
46,0.02272266,
47,-0.03020661,
48,-0.00792708,
49,0.00056622,
50,0.02663696,
51,-0.02513525,
52,-0.05381553,
53,0.07045747,
54,-0.03190527,
55,0.01880835,
56,0.02274728,
57,-0.07067904,
58,-0.01016734,
59,-0.01228451,
60,-0.03104363,
61,-0.02065472,
62,-0.03244687,
63,0.01297383,
64,0.00962574,
65,-0.00263415,
66,-0.0020187,
67,0.00192022,
68,-0.0161742,
69,-0.00982269,
70,0.00974883,
71,0.00733624,
72,0.03468713,
73,-0.03010814,
74,-0.04293425,
75,-0.05191992,
76,-0.0308713,
77,-0.00263415,
78,-0.00192022,
79,0.00354503,
80,-0.01622344,
81,-0.00696697,
82,-0.00236335,
83,-0.02065472,
84,0.02863104,
85,0.00071393,
86,0.01454939,
87,-0.03328389,
88,0.03946308,
89,-0.02700624,
90,0.01405703,
91,-0.01287535,
92,-0.0498766,
93,-0.03623809,
94,-0.00051698,
95,0.02259957,
96,-0.02821253,
97,-0.01019196,
98,0.00790246,
99,0.01560798,
100,0.02845871,
101,0.00805017,
102,-0.01432783,
103,-0.03362855,
104,-0.04094017,
105,-0.02863104,
106,0.02013774,
107,0.01297383,
108,0.01898068,
109,-0.02028545,
110,-0.01750359,
111,-0.00216641,
112,0.00989654,
113,0.03271767,
114,-0.00937956,
115,-0.00758243,
116,-0.01381085,
117,0.01799595,
118,-0.04581459,
119,0.02161484,
120,-0.05073824,
121,0.00349579,
122,-0.01085665,
123,-0.06061017,
124,-0.01142287,
125,0.03584419,
126,0.02250109,
127,0.00642537,
128,-0.01467249,
129,0.01164444,
130,-0.00499751,
131,-0.02476597,
132,-0.01971923,
133,0.00482518,
134,-0.016445,
135,-0.02740013,
136,0.01531256,
137,0.00918261,
138,0.02693238,
