製品名,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）,
計測時ID,1,2,
計測開始時刻,10/10 16:07:20,10/10 16:07:20,
サンプリング周波数,200,200,
シーケンス数,7188,7188,
PGAゲイン,x12,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,,
ファイル保存形式,演算データ,演算データ,
シーケンス番号,EMG01[ｍV],EMG01[ｍV],
1629,-0.02845871,-0.00482518,
1630,0.01309692,-0.03498255,
1631,0.00046775,-0.00709006,
1632,0.00635151,0.04007853,
1633,-0.00243721,-0.01971923,
1634,-0.00014771,0.01619882,
1635,0.0064746,-0.00558835,
1636,-0.00349579,-0.05777907,
1637,0.00093549,-0.01312153,
1638,0.01979308,0.00992116,
1639,0.00753319,0.01093051,
1640,-0.00950265,-0.01075818,
1641,-0.01063509,-0.00297881,
1642,-0.00009847,-0.00472671,
1643,0.00433281,-0.0033727,
1644,-0.0179221,-0.03276691,
1645,-0.00580991,-0.04586383,
1646,0.00115706,0.02981272,
1647,-0.00285572,-0.05324931,
1648,0.01016734,0.02552914,
1649,-0.01504176,0.03013276,
1650,-0.00416049,-0.04955657,
1651,0.00834559,-0.04133407,
1652,0.00280648,-0.0176513,
1653,0.00140324,0.06570615,
1654,0.00300343,-0.00945341,
1655,-0.00125553,0.01639576,
1656,0.01934996,-0.07018667,
1657,0.00733624,0.02427361,
1658,-0.02988657,-0.01080742,
1659,-0.00155095,-0.02432285,
1660,-0.00605609,-0.02589841,
1661,0.00669617,-0.00017233,
1662,0.01309692,-0.03303771,
1663,-0.00460362,0.0490642,
1664,-0.00290496,0.02299346,
1665,0.02796635,-0.06545996,
1666,-0.00846868,0.03707511,
1667,0.00748395,-0.02415052,
1668,-0.01053662,0.02257495,
1669,-0.00672079,-0.0051206,
1670,0.01302306,-0.00809941,
1671,-0.00300343,0.0258738,
1672,0.00452976,0.04121097,
1673,0.01878374,-0.02208258,
1674,0.02491368,0.0261446,
1675,-0.01905454,-0.04549455,
1676,-0.00608071,0.01937457,
1677,0.01804519,-0.02813868,
1678,-0.00248644,0.00642537,
1679,-0.00366812,-0.03872453,
1680,-0.0161742,0.00241259,
1681,-0.00334808,0.01312153,
1682,0.00536678,-0.031536,
1683,0.00489903,-0.03813369,
1684,0.01373699,-0.00002462,
1685,0.0039143,-0.01949767,
1686,-0.00039389,-0.0266862,
1687,0.00940418,0.0095765,
1688,-0.01147211,-0.0181929,
1689,-0.0192761,-0.00568682,
1690,-0.00009847,-0.00034466,
1691,0.00440667,-0.00612995,
1692,0.01893145,-0.00386507,
1693,-0.0031019,0.01701122,
1694,0.03276691,-0.00477594,
1695,-0.00977345,-0.03702587,
1696,-0.02195949,0.00706544,
1697,0.00125553,0.0074101,
1698,-0.00844406,-0.06024089,
1699,0.01289997,0.07811375,
1700,0.01208757,-0.04559303,
1701,-0.00782861,0.00509598,
1702,-0.0095765,-0.01518947,
1703,0.02282113,0.01393394,
1704,-0.01363852,-0.00777937,
1705,0.00128015,-0.04054628,
1706,-0.00150171,0.06218574,
1707,-0.01533718,0.02848333,
1708,0.00182175,-0.00773013,
1709,0.01715893,-0.04903958,
1710,0.00130477,0.03128981,
1711,-0.00329885,-0.02754784,
1712,0.00807479,-0.02417514,
1713,0.01486943,0.00211717,
1714,0.02072858,-0.01312153,
1715,-0.00204332,0.02112247,
1716,-0.00236335,0.01221066,
1717,0.00465285,0.01856217,
1718,-0.00014771,-0.00662231,
1719,0.00617918,-0.04150639,
1720,0.01356466,-0.00322499,
1721,-0.02407666,0.00667155,
1722,-0.01356466,-0.05184606,
1723,0.00649922,0.03830602,
1724,-0.0025603,0.04416517,
1725,0.01014272,-0.06787255,
1726,0.00891181,-0.02902493,
1727,0.00253568,-0.01937457,
1728,0.00989654,-0.03350546,
1729,0.00585915,0.01408165,
1730,0.00728701,0.03515488,
1731,0.01294921,-0.044756,
1732,0.01004425,-0.01174291,
1733,0.02343659,-0.00317576,
1734,-0.0243967,-0.00583453,
1735,-0.01457401,-0.01208757,
1736,-0.00773013,0.06218574,
1737,-0.00952727,0.00317576,
1738,-0.00371736,-0.03013276,
1739,0.00416049,0.00204332,
1740,0.00290496,-0.03707511,
1741,0.00155095,0.00588377,
1742,0.0192761,-0.05029511,
1743,0.01386008,-0.01001963,
1744,0.00731162,-0.00583453,
1745,-0.01664195,0.02306731,
1746,-0.00706544,-0.01238299,
1747,0.01127517,-0.01179215,
1748,0.02001465,-0.05041821,
1749,-0.00487442,-0.01688813,
1750,-0.01016734,0.03217607,
1751,0.004579,0.00854254,
1752,0.01750359,0.0079517,
1753,0.00300343,0.00834559,
1754,-0.02789249,-0.02525834,
1755,-0.00164942,-0.00105859,
1756,-0.00216641,-0.00933032,
1757,0.00305266,-0.00206793,
1758,0.00507136,0.00302805,
1759,0.00155095,-0.04549455,
1760,-0.00322499,0.00925647,
1761,0.01878374,0.02971425,
1762,-0.00137862,-0.03714896,
1763,0.00617918,-0.01683889,
1764,-0.00731162,0.06137333,
1765,-0.0053914,-0.02877875,
1766,0.00475133,-0.00312652,
1767,0.00241259,-0.03271767,
1768,-0.00032004,0.04926115,
1769,0.01605111,-0.00352041,
1770,-0.00150171,-0.01632191,
1771,0.01580493,-0.01681427,
1772,0.01211219,-0.05721285,
1773,-0.01134902,0.04583921,
1774,-0.00839483,-0.0008124,
1775,0.00019695,-0.01189062,
1776,-0.02193487,-0.0125307,
1777,0.0110536,0.01794671,
1778,0.01506638,-0.0338255,
1779,-0.00044313,0.02186102,
1780,-0.00598224,0.04027548,
1781,0.01211219,-0.01203833,
1782,0.0010832,-0.03860144,
1783,0.004579,-0.00100935,
1784,-0.00017233,0.03867529,
1785,0.00937956,0.01799595,
1786,0.01733126,-0.03697663,
1787,0.00214179,-0.02028545,
1788,0.02515987,-0.01260455,
1789,0.01285073,-0.03227454,
1790,-0.00526831,-0.01794671,
1791,-0.00573606,-0.04404207,
1792,0.0094288,0.03973388,
1793,-0.0036435,0.00359427,
1794,0.0040374,-0.01531256,
1795,0.02471674,0.00066469,
1796,0.0074101,-0.00039389,
1797,0.00164942,-0.02981272,
1798,0.01228451,-0.0357211,
1799,-0.03217607,0.00829636,
1800,-0.00679464,0.03362855,
1801,-0.00182175,0.06637084,
1802,0.02003927,-0.08365286,
1803,0.01506638,-0.12451918,
1804,-0.00814865,-0.02922188,
1805,0.0082225,0.01984232,
1806,0.00844406,0.00379121,
1807,-0.00706544,-0.00499751,
1808,-0.00204332,-0.01915301,
1809,0.01238299,0.00088626,
1810,-0.0090349,0.01371237,
1811,0.01664195,-0.03045279,
1812,0.00113244,0.05960082,
1813,0.01989156,-0.01491867,
1814,-0.03685354,-0.00435743,
1815,-0.01221066,-0.00334808,
1816,0.01794671,-0.0153618,
1817,-0.00814865,0.01450016,
1818,0.01804519,0.03131443,
1819,-0.00841945,-0.01100436,
1820,0.00669617,-0.01122593,
1821,-0.00096011,0.02555376,
1822,-0.00827174,0.00398816,
1823,0.00743472,-0.03328389,
1824,-0.01265379,-0.00334808,
1825,0.00706544,-0.00398816,
1826,0.01363852,0.04625772,
1827,0.00100935,-0.04977813,
1828,-0.00588377,0.00992116,
1829,0.02341197,-0.02259957,
1830,0.00096011,-0.04465753,
1831,-0.00334808,0.0048498,
1832,0.01201371,-0.03567186,
1833,0.00164942,-0.011866,
1834,0.01565722,-0.00982269,
1835,0.00120629,-0.02959115,
1836,-0.02392895,0.0172574,
1837,-0.00548987,0.00002462,
1838,0.01614958,0.05376629,
1839,0.01413088,0.01688813,
1840,-0.02247648,-0.01068433,
1841,-0.0048498,-0.00078778,
1842,-0.00662231,-0.00187099,
1843,0.01548489,0.00231412,
1844,-0.00096011,0.02693238,
1845,-0.00514522,-0.03476099,
1846,0.00807479,0.01824213,
1847,0.0148202,-0.02311655,
1848,-0.00605609,-0.02779402,
1849,-0.01068433,-0.00029542,
1850,0.00982269,-0.04908882,
1851,0.00339732,-0.02666158,
1852,0.0048498,-0.0203593,
1853,-0.00329885,-0.00612995,
1854,0.01149673,0.04300811,
1855,-0.00546525,-0.05049206,
1856,0.00236335,-0.00502213,
1857,0.00509598,0.0179221,
1858,-0.0039143,0.05937925,
1859,-0.01171829,-0.0419249,
1860,0.00162481,0.0181929,
1861,0.0136139,0.03035432,
1862,0.02442132,-0.04202338,
1863,-0.01228451,-0.01410627,
1864,-0.00376659,0.05664663,
1865,0.00137862,-0.03924151,
1866,-0.0062038,-0.02223029,
1867,-0.00841945,0.07107293,
1868,0.01971923,-0.02518448,
1869,-0.00662231,0.01080742,
1870,-0.01942381,0.02395357,
1871,0.01302306,-0.01755282,
1872,0.00832097,0.00657308,
1873,0.00805017,-0.02469212,
1874,-0.01890683,0.01541103,
1875,0.00014771,-0.01198909,
1876,0.00128015,-0.04027548,
1877,-0.00588377,-0.02661234,
1878,-0.0010832,0.00901028,
1879,-0.00231412,0.0204824,
1880,-0.00465285,-0.00157557,
1881,0.01504176,-0.02464288,
1882,0.00071393,0.03148676,
1883,-0.00322499,0.01632191,
1884,-0.00051698,0.01400779,
1885,0.01422936,0.01068433,
1886,-0.00790246,0.00083702,
1887,-0.00859177,-0.00782861,
1888,0.0082225,-0.03978312,
1889,0.02415052,0.01309692,
1890,-0.00933032,-0.01568183,
1891,-0.00881334,-0.01755282,
1892,0.0010832,-0.03658274,
1893,0.00563758,-0.00105859,
1894,0.0115952,0.02786788,
1895,0.02112247,-0.02922188,
1896,-0.01794671,-0.02058087,
1897,0.00352041,-0.0110536,
1898,0.00612995,-0.02077782,
1899,-0.01235837,0.08867499,
1900,0.02016236,-0.02740013,
1901,0.01093051,-0.05962544,
1902,0.00315114,0.02343659,
1903,-0.0107828,-0.00832097,
1904,0.00790246,-0.04372204,
1905,0.01592802,-0.00285572,
1906,-0.0192761,-0.00524369,
1907,-0.01693737,0.01061047,
1908,-0.0053914,-0.02895108,
1909,0.00598224,-0.02577532,
1910,0.01176753,0.03296386,
1911,0.00534216,-0.02255033,
1912,0.0095765,-0.02419975,
1913,0.00974883,0.03530259,
1914,-0.01053662,-0.00438205,
1915,0.00169866,0.03313618,
1916,0.01560798,-0.03106825,
1917,-0.00248644,-0.00832097,
1918,0.01639576,-0.03466252,
1919,0.02629231,0.02205796,
1920,0.00440667,-0.06772485,
1921,-0.03357931,-0.00327423,
1922,0.00711468,0.00423434,
1923,0.00425896,-0.01642038,
1924,-0.01715893,-0.05226458,
1925,-0.00349579,0.01459863,
1926,-0.00292957,0.01745435,
1927,-0.00093549,-0.01422936,
1928,0.00748395,-0.01634653,
1929,0.01681427,-0.00524369,
1930,0.00452976,-0.01745435,
1931,0.00167404,-0.02082705,
1932,0.00285572,0.00088626,
1933,-0.00598224,0.03104363,
1934,0.00155095,0.04064475,
1935,0.00312652,-0.03537645,
1936,-0.00164942,0.05100904,
1937,0.02762169,-0.08980743,
1938,-0.01228451,-0.0002708,
1939,-0.01829137,-0.00797632,
1940,0.00600686,0.011866,
1941,0.01558336,0.00928109,
1942,-0.00563758,0.01250608,
1943,0.00157557,-0.04409131,
1944,0.01646962,-0.09401715,
1945,-0.00854254,0.04096479,
1946,-0.0022895,-0.02016236,
1947,0.00548987,0.01580493,
1948,0.00526831,-0.01472172,
1949,0.00275725,0.01203833,
1950,-0.00482518,0.01974385,
1951,-0.02107323,-0.03264382,
1952,-0.00371736,0.00167404,
1953,-0.00007385,0.01683889,
1954,0.02730166,0.00051698,
1955,0.01240761,-0.0487934,
1956,-0.02033469,0.01339234,
1957,-0.00635151,-0.03540106,
1958,0.00162481,0.01462325,
1959,0.01484481,0.00807479,
1960,-0.01043814,-0.00130477,
1961,0.00445591,0.00891181,
1962,0.00780399,-0.0346379,
1963,0.00765628,0.02557838,
1964,0.00152633,-0.00558835,
1965,0.00428358,0.03980773,
1966,0.02703085,-0.07855688,
1967,0.00487442,0.08564694,
1968,-0.00302805,-0.05031973,
1969,0.00580991,0.04113712,
1970,-0.00297881,-0.03082207,
1971,-0.022378,-0.01262917,
1972,0.0413833,0.02890184,
1973,-0.01349081,-0.09497726,
1974,-0.03325928,0.01789748,
1975,0.0010832,0.00888719,
1976,0.004579,-0.02090091,
1977,0.00915799,0.00093549,
1978,0.00039389,-0.02594765,
1979,-0.00536678,0.01208757,
1980,0.00164942,-0.00878872,
1981,-0.00285572,0.00755781,
1982,0.00610533,-0.06001933,
1983,-0.01201371,-0.06100406,
1984,0.0064746,0.03106825,
1985,0.00155095,-0.06100406,
1986,-0.00145248,0.01888221,
1987,-0.00194484,-0.00928109,
1988,0.01117669,-0.02983734,
1989,0.01462325,0.07082675,
1990,0.02250109,0.00438205,
1991,0.0306005,-0.01999003,
1992,-0.02328888,0.05443098,
1993,-0.031536,-0.02070396,
1994,0.00280648,-0.02968963,
1995,-0.0187345,-0.02198411,
1996,0.00290496,-0.02562761,
1997,0.03227454,0.0048498,
1998,-0.00278186,0.03210222,
1999,-0.00736086,-0.06445062,
2000,0.00462823,-0.02328888,
2001,0.00388969,-0.0231904,
2002,0.015091,0.02107323,
2003,0.00694235,0.00359427,
2004,-0.00150171,0.00302805,
2005,-0.00514522,0.02456903,
2006,0.00435743,-0.07528265,
2007,0.0062038,-0.02097476,
2008,0.01122593,-0.02712933,
2009,0.00829636,0.00083702,
2010,0.01198909,0.03082207,
2011,0.00224026,0.00145248,
2012,0.0033727,-0.05167374,
2013,0.01683889,0.05696666,
2014,0.00987192,-0.04938424,
2015,-0.00721315,0.0176513,
2016,-0.00238797,-0.00797632,
2017,-0.01014272,-0.07045747,
2018,-0.00032004,0.03867529,
2019,-0.00736086,0.0181929,
2020,0.00142786,-0.00753319,
2021,0.00901028,-0.00179713,
2022,0.00514522,0.00155095,
2023,-0.00748395,-0.0261446,
2024,-0.01708508,-0.01863603,
2025,0.00551449,-0.02853257,
2026,0.0218364,0.04214647,
2027,0.01085665,-0.0632197,
2028,0.00164942,0.03281615,
2029,-0.00546525,-0.01585416,
2030,-0.00216641,-0.00502213,
2031,-0.00681926,-0.00901028,
2032,0.00933032,0.04734092,
2033,0.00248644,-0.02501216,
2034,0.02321502,-0.02159022,
2035,-0.01560798,0.00312652,
2036,0.00115706,0.00009847,
2037,-0.00278186,0.01676504,
2038,0.01602649,-0.0419249,
2039,0.02427361,-0.04266345,
2040,0.0025603,0.01531256,
2041,0.00002462,-0.02144251,
2042,-0.00044313,0.02171331,
2043,-0.00068931,-0.00568682,
2044,0.00765628,-0.02939421,
2045,-0.01656809,-0.05819758,
2046,-0.00302805,0.076292,
2047,-0.00088626,-0.01164444,
2048,0.02082705,-0.02269804,
2049,-0.0107828,-0.00945341,
2050,-0.00142786,-0.00965036,
2051,0.00361888,-0.01299844,
2052,0.0033727,-0.00489903,
2053,0.01164444,0.00814865,
2054,0.00773013,-0.02616921,
2055,-0.02373201,-0.06477065,
2056,-0.00637613,-0.00497289,
2057,0.00987192,-0.00718853,
2058,-0.01075818,0.03365317,
2059,0.01147211,-0.02678467,
2060,0.01161982,-0.01740511,
2061,0.0133431,-0.00440667,
2062,-0.01149673,0.00206793,
2063,-0.00994578,-0.07363323,
2064,0.00093549,0.04783329,
2065,-0.00994578,0.0366566,
2066,0.00236335,-0.01319539,
2067,-0.01080742,0.04342662,
2068,0.00465285,-0.02370739,
2069,-0.00608071,-0.01324463,
2070,0.00551449,0.03586881,
2071,0.00216641,-0.03244687,
2072,-0.0025603,-0.01339234,
2073,-0.00113244,-0.00465285,
2074,-0.00002462,0.06221035,
2075,0.00388969,-0.05036897,
2076,0.00120629,0.0221072,
2077,0.00371736,-0.00068931,
2078,0.00777937,-0.05423404,
2079,0.01880835,0.00667155,
2080,-0.00462823,0.04059552,
2081,0.01733126,-0.02688314,
2082,0.0008124,-0.0257507,
2083,-0.00856716,-0.02715395,
2084,0.00588377,-0.02370739,
2085,-0.02296884,-0.00056622,
2086,0.0020187,-0.06029013,
2087,0.02011312,0.02021159,
2088,0.011866,-0.02016236,
2089,-0.00179713,-0.01656809,
2090,-0.0068685,-0.04094017,
2091,0.0068685,0.01110284,
2092,0.01272764,-0.01129978,
2093,-0.00548987,-0.00324961,
2094,0.00827174,0.04817794,
2095,-0.0008124,0.00711468,
2096,0.00007385,0.02607074,
2097,0.00088626,-0.02213182,
2098,0.00760704,-0.02267342,
2099,0.03256996,0.02168869,
2100,-0.01294921,-0.01201371,
2101,-0.01336772,0.00324961,
2102,0.00472671,-0.06738019,
2103,0.00034466,0.01578031,
2104,-0.004579,-0.022378,
2105,-0.01521409,-0.04618386,
2106,0.00128015,0.03530259,
2107,0.00093549,0.02173793,
2108,0.01582954,0.03466252,
2109,-0.00573606,-0.02483983,
2110,-0.0036435,0.02656311,
2111,0.01191524,-0.00667155,
2112,0.00834559,-0.00753319,
2113,0.00694235,0.03500717,
2114,-0.01656809,-0.03082207,
2115,-0.00841945,0.01115207,
2116,-0.00669617,0.0246675,
2117,-0.00004924,0.00915799,
2118,0.02390433,0.01344157,
2119,-0.02168869,-0.03660736,
2120,0.02208258,0.02395357,
2121,-0.01063509,0.03328389,
2122,0.00605609,0.01324463,
2123,-0.00792708,-0.01582954,
2124,-0.00780399,-0.05484949,
2125,0.00113244,-0.00248644,
2126,0.00118168,-0.04379589,
2127,0.0040374,-0.02538143,
2128,0.00260954,0.00300343,
2129,-0.01597725,0.01233375,
2130,0.01651886,-0.04790714,
2131,-0.00600686,-0.01523871,
2132,0.0093057,0.00696697,
2133,0.00115706,-0.01851293,
2134,-0.00770552,-0.03860144,
2135,0.01486943,0.04305734,
2136,0.03739514,0.02808944,
2137,-0.02259957,0.04903958,
2138,-0.01004425,-0.05632659,
2139,-0.0192761,0.00265877,
2140,0.00694235,0.00521907,
2141,-0.00915799,0.01363852,
2142,-0.00433281,-0.10194423,
2143,0.00125553,-0.02011312,
2144,0.00696697,-0.02577532,
2145,0.01344157,-0.0444852,
2146,-0.00137862,0.0292465,
2147,-0.01016734,-0.04522375,
2148,0.00992116,-0.00359427,
2149,-0.00066469,0.0393646,
2150,0.0079517,0.01528794,
2151,0.01681427,-0.05359396,
2152,0.00206793,-0.02636616,
2153,0.00731162,-0.01479558,
2154,0.00733624,-0.06299814,
2155,0.00691773,-0.01085665,
2156,-0.01319539,-0.02747398,
2157,0.01164444,0.01408165,
2158,-0.00753319,-0.01558336,
2159,-0.0096996,0.00588377,
2160,0.02488907,-0.00132939,
2161,-0.02099938,0.01161982,
2162,0.00231412,-0.03530259,
2163,0.00408663,0.03057588,
2164,-0.02085167,-0.02813868,
2165,-0.00288034,0.00524369,
2166,-0.00260954,-0.05790216,
2167,0.00536678,0.02392895,
2168,0.01610034,-0.04867031,
2169,-0.01395856,0.02287037,
2170,-0.00329885,0.04453444,
2171,0.00263415,0.00056622,
2172,0.02380586,-0.04108788,
2173,0.00925647,0.03389935,
2174,-0.01176753,-0.0318068,
2175,0.01683889,-0.03082207,
2176,-0.00558835,-0.00684388,
2177,0.00226488,0.00265877,
2178,0.00684388,-0.04113712,
2179,0.00920723,0.07821223,
2180,-0.00238797,-0.0541848,
2181,-0.00275725,0.00236335,
2182,0.00649922,-0.01996541,
2183,0.01080742,0.0146971,
2184,-0.00706544,-0.01755282,
2185,-0.00317576,-0.03675507,
2186,-0.00002462,0.07087598,
2187,0.00118168,-0.04901496,
2188,-0.01516485,0.03481023,
2189,0.01344157,0.06262886,
2190,0.01398317,-0.06516455,
2191,0.01319539,-0.04034934,
2192,0.01272764,-0.04884264,
2193,-0.01282612,0.01558336,
2194,-0.01794671,-0.01553412,
2195,0.01701122,-0.00834559,
2196,-0.00482518,0.01289997,
2197,-0.01299844,-0.01026582,
2198,0.0161742,-0.01843908,
2199,0.01164444,-0.00544064,
2200,-0.00305266,0.00785323,
2201,0.00152633,-0.02983734,
2202,-0.00420972,0.03761671,
2203,0.00704082,0.00273263,
2204,-0.00546525,-0.0125307,
2205,-0.00182175,0.00435743,
2206,0.0005416,-0.03535183,
2207,0.00243721,-0.02863104,
2208,0.01272764,-0.021024,
2209,0.00322499,0.07415021,
2210,0.02368277,-0.00243721,
2211,-0.02882799,0.03010814,
2212,-0.01799595,-0.08586851,
2213,0.00189561,0.04551917,
2214,0.00445591,-0.02488907,
2215,-0.0010832,-0.00548987,
2216,0.00982269,-0.00177252,
2217,0.00105859,-0.05233843,
2218,-0.00797632,0.01211219,
2219,-0.01573107,0.00561296,
2220,0.00605609,0.01656809,
2221,0.00866563,-0.01863603,
2222,0.01804519,0.02259957,
2223,-0.01836523,-0.00091088,
2224,-0.00657308,-0.00039389,
2225,0.0051206,0.00718853,
2226,-0.01122593,0.03970926,
2227,-0.00007385,-0.0583699,
2228,0.01629729,-0.02988657,
2229,0.00204332,-0.03980773,
2230,0.00214179,0.02693238,
2231,-0.01437707,-0.00312652,
2232,0.00416049,0.03289,
2233,0.01491867,-0.07331319,
2234,0.01629729,-0.03431786,
2235,0.00342194,0.01511561,
2236,-0.01184139,0.02390433,
2237,-0.01029043,-0.005933,
2238,-0.01937457,-0.03037894,
2239,0.00398816,0.02946806,
2240,0.02368277,-0.0583699,
2241,-0.01718355,-0.01085665,
2242,-0.00162481,-0.03412091,
2243,-0.02353506,-0.0053914,
2244,-0.01959614,0.03613961,
2245,0.00977345,-0.02282113,
2246,0.00128015,-0.01782362,
2247,0.00807479,-0.00571144,
2248,-0.00411125,0.0053914,
2249,0.00440667,-0.0161742,
2250,0.01179215,0.00706544,
2251,-0.0062038,-0.07579964,
2252,-0.00051698,0.0068685,
2253,0.00445591,0.01703584,
2254,0.0079517,0.00032004,
2255,0.01068433,-0.01565722,
2256,-0.00556373,-0.00925647,
2257,-0.02013774,0.09867,
2258,0.00489903,-0.10209194,
2259,0.00398816,0.01102898,
2260,0.00056622,0.03687816,
2261,0.00583453,-0.04268807,
2262,0.00681926,-0.00361888,
2263,-0.00711468,0.02710471,
2264,0.00797632,-0.02599689,
2265,0.01122593,-0.02456903,
2266,0.00883796,-0.00118168,
2267,-0.01696198,0.03333313,
2268,0.00278186,-0.01829137,
2269,0.01383546,-0.01282612,
2270,0.0017479,0.00979807,
2271,0.00544064,-0.00982269,
2272,-0.00669617,0.05667124,
2273,-0.00497289,-0.00765628,
2274,-0.00322499,-0.07375632,
2275,-0.02045778,-0.00982269,
2276,0.00952727,-0.02223029,
2277,0.00219103,-0.0230427,
2278,-0.00556373,-0.00891181,
2279,-0.00182175,0.01326924,
2280,-0.01166906,-0.02533219,
2281,0.00649922,0.03259458,
2282,-0.00243721,-0.00078778,
2283,0.02442132,0.00352041,
2284,0.02050701,0.05423404,
2285,-0.00359427,-0.02735089,
2286,-0.01504176,0.10091027,
2287,0.02434746,-0.06021627,
2288,0.0175282,-0.03980773,
2289,-0.01208757,-0.03252073,
2290,0.01240761,-0.03596728,
2291,-0.00280648,0.02543067,
2292,-0.00945341,-0.02040854,
2293,-0.01056124,-0.04374666,
2294,-0.03350546,0.01287535,
2295,0.01947305,0.01688813,
2296,0.01454939,0.02885261,
2297,0.01518947,0.01065971,
2298,0.0176513,-0.01779901,
2299,0.01479558,-0.00115706,
2300,-0.01147211,-0.0230427,
2301,-0.01829137,0.02902493,
2302,0.01142287,-0.06408134,
2303,0.01595264,-0.06420443,
2304,-0.02823715,0.00760704,
2305,-0.03670583,-0.02213182,
2306,0.01902992,0.00925647,
2307,0.01068433,0.00268339,
2308,-0.00219103,-0.02296884,
2309,-0.00864101,-0.04795638,
2310,0.00359427,0.01026582,
2311,-0.00002462,-0.01868526,
2312,0.01090589,-0.03577034,
2313,0.01285073,-0.00411125,
2314,0.00068931,-0.03047741,
2315,-0.00782861,-0.00659769,
2316,-0.00140324,0.04293425,
2317,0.00450514,0.02026083,
2318,-0.01494329,0.07301777,
2319,-0.01065971,-0.08426832,
2320,0.00113244,0.03116672,
2321,0.0002708,-0.01779901,
2322,0.00883796,-0.05386476,
2323,0.02397819,0.03751823,
2324,-0.00955189,-0.03394859,
2325,-0.00807479,0.00901028,
2326,-0.0221072,-0.05371705,
2327,0.00120629,0.04975351,
2328,-0.00982269,-0.03584419,
2329,0.01733126,-0.01757744,
2330,0.01802057,-0.01934996,
2331,-0.00979807,-0.06336741,
2332,0.00612995,-0.00497289,
2333,0.01996541,-0.04724245,
2334,-0.01208757,0.00046775,
2335,0.01075818,-0.03156061,
2336,0.01504176,0.02124556,
2337,-0.00913338,0.01824213,
2338,0.01422936,-0.02853257,
2339,-0.01166906,-0.03276691,
2340,-0.00448052,-0.01531256,
2341,0.00411125,0.02582456,
2342,-0.00965036,0.09899004,
2343,0.00211717,0.0020187,
2344,0.02060549,-0.00915799,
2345,-0.01137364,-0.0033727,
2346,0.01568183,0.04032472,
2347,-0.00302805,-0.0020187,
2348,0.0102412,-0.09197384,
2349,0.00396354,0.03387473,
2350,-0.01299844,-0.01285073,
2351,-0.01467249,0.0459623,
2352,0.00366812,-0.09345093,
2353,0.00999502,-0.06361359,
2354,-0.00265877,0.06361359,
2355,0.00790246,0.00032004,
2356,0.01299844,0.05753288,
2357,0.00354503,0.03596728,
2358,-0.00046775,-0.08840419,
2359,0.00782861,0.04820256,
2360,0.01019196,-0.00790246,
2361,0.02513525,-0.00009847,
2362,-0.00014771,-0.03884762,
2363,-0.0040374,-0.01708508,
2364,0.00327423,-0.00268339,
2365,0.01733126,-0.03714896,
2366,0.01890683,0.03473637,
2367,-0.01878374,-0.04446059,
2368,0.010512,0.0655092,
2369,0.00211717,0.01605111,
2370,0.01523871,0.01543565,
2371,-0.00878872,-0.01669118,
2372,0.00278186,-0.00962574,
2373,0.0048498,0.01531256,
2374,0.00450514,-0.04322967,
2375,0.02434746,0.02151636,
2376,-0.0082225,0.00071393,
2377,0.00773013,-0.022378,
2378,0.01418012,-0.00632689,
2379,-0.00440667,0.04643005,
2380,-0.00236335,-0.09948241,
2381,0.01176753,0.07230384,
2382,0.02107323,-0.01565722,
2383,0.00182175,-0.02193487,
2384,-0.01558336,0.04042319,
2385,0.00854254,-0.15819697,
2386,0.00167404,0.08670553,
2387,0.00580991,-0.00893643,
2388,-0.00396354,0.00866563,
2389,-0.00384045,-0.01666656,
2390,0.01486943,-0.03116672,
2391,-0.00004924,0.01971923,
2392,0.00967498,-0.02107323,
2393,0.01223528,0.01122593,
2394,0.0033727,0.05851761,
2395,-0.00128015,-0.02353506,
2396,-0.00438205,-0.00600686,
2397,-0.02223029,-0.00273263,
2398,0.01336772,-0.02959115,
2399,-0.01386008,-0.06637084,
2400,0.031536,-0.03266844,
2401,-0.00583453,-0.04684856,
2402,0.00955189,-0.03266844,
2403,0.00371736,0.02451979,
2404,-0.00347118,0.01696198,
2405,-0.00354503,-0.00253568,
2406,-0.00285572,0.04027548,
2407,0.0022895,-0.07232846,
2408,0.00736086,-0.01425398,
2409,0.00401278,0.03190527,
2410,-0.00428358,-0.00635151,
2411,-0.01607573,0.00546525,
2412,0.02533219,-0.09271238,
2413,0.00519445,-0.02688314,
2414,0.004579,-0.00531755,
2415,0.01346619,0.0413833,
2416,0.00083702,-0.04697165,
2417,0.00829636,-0.015091,
2418,-0.01371237,-0.00445591,
2419,0.01395856,-0.12511002,
2420,-0.00118168,0.07978779,
2421,0.00132939,-0.01499252,
2422,0.00105859,-0.03197913,
2423,-0.00115706,-0.02186102,
2424,0.01075818,-0.07326395,
2425,0.00352041,0.00731162,
2426,-0.04384513,-0.05509568,
2427,-0.00792708,0.02491368,
2428,-0.01676504,0.05388938,
2429,0.01479558,-0.07407636,
2430,0.00832097,0.01986694,
2431,0.0074101,-0.04753787,
2432,0.00167404,0.04212185,
2433,0.01127517,-0.0529785,
2434,-0.00039389,0.07666128,
2435,0.00241259,-0.0615949,
2436,-0.00051698,0.01122593,
