製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,2,
計測開始時刻,04/23 18:26:47,
サンプリング周波数,200,
シーケンス数,7084,
PGAゲイン,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,0.00472671,
3,-0.00125553,
4,0.016445,
5,-0.04155563,
6,-0.0153618,
7,-0.00290496,
8,-0.01528794,
9,-0.00305266,
10,0.01693737,
11,0.0033727,
12,-0.00076317,
13,0.00915799,
14,-0.01558336,
15,-0.01450016,
16,-0.01890683,
17,-0.00544064,
18,-0.00162481,
19,-0.03611499,
20,-0.02343659,
21,-0.00583453,
22,-0.00231412,
23,0.00832097,
24,0.0138847,
25,-0.005933,
26,-0.01925148,
27,-0.00300343,
28,0.02223029,
29,0.02429823,
30,-0.02648925,
31,-0.01346619,
32,-0.02959115,
33,0.00630228,
34,0.05019664,
35,-0.06984202,
36,-0.0490642,
37,-0.03727205,
38,-0.00132939,
39,-0.00408663,
40,0.06767561,
41,-0.06792179,
42,-0.01161982,
43,-0.00214179,
44,0.00945341,
45,-0.00100935,
46,-0.02119633,
47,0.00068931,
48,0.02651387,
49,-0.0423188,
50,-0.02552914,
51,-0.03983235,
52,-0.03761671,
53,0.00667155,
54,0.07331319,
55,0.04928577,
56,0.03759209,
57,-0.02082705,
58,-0.031536,
59,-0.00524369,
60,-0.01863603,
61,0.02656311,
62,-0.00630228,
63,0.00595762,
64,-0.00999502,
65,-0.01742973,
66,-0.04118636,
67,-0.03847835,
68,-0.00448052,
69,0.00974883,
70,0.01139826,
71,0.00716391,
72,0.00288034,
73,-0.00214179,
74,-0.01339234,
75,0.02242724,
76,-0.00004924,
77,-0.00637613,
78,-0.01115207,
79,-0.01420474,
80,-0.01257993,
81,-0.01080742,
82,-0.01238299,
83,-0.01984232,
84,-0.01356466,
85,0.00128015,
86,0.00891181,
87,0.00524369,
88,-0.01491867,
89,-0.00563758,
90,0.02552914,
91,0.02432285,
92,0.00435743,
93,-0.02550452,
94,-0.01989156,
95,-0.02434746,
96,-0.01322001,
97,-0.01257993,
98,0.0229196,
99,-0.00925647,
100,-0.01779901,
101,-0.02262418,
102,-0.00846868,
103,0.00105859,
104,0.00059084,
105,-0.00546525,
106,-0.01349081,
107,0.00155095,
108,-0.00354503,
109,0.01381085,
110,0.00140324,
111,0.00854254,
112,-0.01486943,
113,-0.00733624,
114,-0.00748395,
115,0.01358928,
116,0.02085167,
117,-0.01322001,
118,-0.01866064,
119,0.01639576,
120,-0.03106825,
121,-0.00051698,
122,-0.0277694,
123,0.00140324,
124,-0.03050203,
125,-0.02038392,
126,-0.01043814,
127,0.00827174,
128,0.03047741,
129,0.02754784,
130,-0.01445092,
131,-0.02599689,
132,-0.02419975,
133,-0.04593768,
134,-0.00563758,
135,0.01548489,
136,0.00982269,
137,-0.02139327,
138,0.00642537,
139,0.0200885,
140,0.02033469,
141,-0.0306005,
142,-0.02011312,
143,-0.01701122,
144,-0.00064007,
145,0.04039857,
146,-0.01331848,
147,-0.03842911,
148,-0.00263415,
149,-0.00585915,
150,0.0005416,
151,0.02863104,
152,0.02262418,
153,-0.01080742,
154,-0.0138847,
155,-0.02525834,
156,-0.00573606,
157,-0.00371736,
158,-0.00625304,
159,0.01004425,
160,-0.01664195,
161,-0.010512,
162,0.01344157,
163,0.01176753,
164,0.03958617,
165,-0.02392895,
166,-0.02311655,
167,-0.03761671,
168,-0.00699159,
169,0.02700624,
170,-0.0146971,
171,-0.03293924,
172,-0.01934996,
173,0.01651886,
174,-0.0093057,
175,-0.00438205,
176,0.00260954,
177,0.00342194,
178,-0.01824213,
179,0.00374198,
180,-0.0179221,
181,0.00128015,
182,0.02072858,
183,0.01422936,
184,-0.02971425,
185,-0.01006887,
186,-0.01866064,
187,-0.00893643,
188,0.0130723,
189,-0.01814366,
190,-0.04561764,
191,-0.00435743,
192,0.00733624,
193,-0.01275226,
194,-0.00029542,
195,0.01260455,
196,0.01553412,
197,-0.00918261,
198,-0.01326924,
199,0.0096996,
200,0.00398816,
201,-0.0121368,
202,0.02451979,
203,0.0161742,
204,-0.00679464,
205,-0.02821253,
206,-0.01715893,
207,-0.00657308,
208,0.00142786,
209,-0.0074101,
210,0.00273263,
211,0.00194484,
212,0.00376659,
213,0.00755781,
214,0.00044313,
215,-0.00408663,
216,0.02717856,
217,-0.02380586,
218,-0.00521907,
219,-0.00297881,
220,0.00839483,
221,-0.011866,
222,0.00475133,
223,-0.02762169,
224,-0.02383048,
225,-0.00189561,
226,-0.00253568,
227,0.00265877,
228,0.00118168,
229,0.02552914,
230,-0.00583453,
231,0.00526831,
232,-0.00792708,
233,-0.01408165,
234,-0.01942381,
235,-0.00992116,
236,-0.00654846,
237,0.00871487,
238,-0.0048498,
239,-0.00433281,
240,-0.0087641,
241,-0.01558336,
242,-0.00709006,
243,0.00113244,
244,-0.00851792,
245,-0.00644999,
246,0.02840948,
247,-0.02599689,
248,-0.01270302,
249,-0.03498255,
250,-0.01614958,
251,-0.00297881,
252,-0.00782861,
253,0.02422437,
254,-0.01634653,
255,-0.01221066,
256,-0.00827174,
257,-0.00425896,
258,0.01176753,
259,0.01265379,
260,0.00644999,
261,0.00827174,
262,-0.01742973,
263,-0.01696198,
264,-0.00716391,
265,-0.01302306,
266,-0.00438205,
267,0.01221066,
268,-0.0005416,
269,-0.01720817,
270,-0.00263415,
271,0.00125553,
272,-0.00605609,
273,-0.00224026,
274,-0.01073356,
275,-0.00723777,
276,-0.0102412,
277,-0.00839483,
278,-0.0068685,
279,0.01627267,
280,-0.01910377,
281,-0.02306731,
282,-0.01627267,
283,-0.01302306,
284,-0.01294921,
285,-0.00004924,
286,0.00696697,
287,-0.01580493,
288,-0.01802057,
289,-0.01395856,
290,-0.00777937,
291,-0.00612995,
292,0.00807479,
293,0.00155095,
294,0.00231412,
295,0.00088626,
296,0.00758243,
297,0.00940418,
298,-0.00128015,
299,-0.00723777,
300,-0.00169866,
301,-0.02373201,
302,-0.01701122,
303,-0.00662231,
304,-0.03613961,
305,-0.01610034,
306,0.01368775,
