製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,1,
計測開始時刻,04/23 18:37:44,
サンプリング周波数,200,
シーケンス数,8843,
PGAゲイン,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,0.03786289,
3,0.01319539,
4,-0.0020187,
5,0.0148202,
6,0.02063011,
7,0.00034466,
8,-0.0022895,
9,0.00376659,
10,0.00167404,
11,0.00952727,
12,-0.01425398,
13,-0.01740511,
14,0.00371736,
15,-0.00169866,
16,0.00324961,
17,0.01398317,
18,0.01762668,
19,0.01558336,
20,0.00709006,
21,0.01733126,
22,-0.015091,
23,-0.01006887,
24,-0.00438205,
25,0.00462823,
26,0.0087641,
27,0.00396354,
28,-0.00881334,
29,0.00039389,
30,-0.00096011,
31,0.00630228,
32,0.00120629,
33,0.00568682,
34,-0.00635151,
35,-0.00617918,
36,0.01565722,
37,-0.0133431,
38,-0.01912839,
39,-0.00157557,
40,0.00610533,
41,-0.00487442,
42,-0.0079517,
43,0.00022156,
44,0.0130723,
45,0.03136367,
46,-0.00411125,
47,-0.01548489,
48,-0.01533718,
49,0.00605609,
50,0.00856716,
51,-0.00290496,
52,-0.01371237,
53,-0.00856716,
54,0.01696198,
55,0.00630228,
56,-0.00773013,
57,-0.00182175,
58,0.00588377,
59,0.01208757,
60,0.01851293,
61,0.02552914,
62,-0.0161742,
63,-0.03505641,
64,-0.00817326,
65,0.00777937,
66,-0.02225491,
67,0.03687816,
68,0.00329885,
69,-0.00807479,
70,-0.01117669,
71,0.00632689,
72,-0.02151636,
73,0.00654846,
74,0.01418012,
75,0.00489903,
76,-0.01422936,
77,-0.01656809,
78,0.04010315,
79,0.0067454,
80,0.02838486,
81,0.02395357,
82,-0.02040854,
83,-0.00251106,
84,0.00600686,
85,0.00809941,
86,0.00672079,
87,0.00758243,
88,-0.03596728,
89,0.01349081,
90,0.01885759,
91,-0.04150639,
92,0.03712434,
93,0.03148676,
94,-0.04143254,
95,-0.00376659,
96,0.03279153,
97,-0.00361888,
98,-0.02626769,
99,-0.00007385,
100,0.04810409,
101,0.05960082,
102,0.02139327,
103,-0.01065971,
104,-0.01853755,
105,0.00044313,
106,-0.03256996,
107,-0.00046775,
108,0.07161453,
109,0.00937956,
110,0.01184139,
111,-0.00145248,
112,0.00477594,
113,0.01174291,
114,0.00878872,
115,0.00155095,
116,-0.02506139,
117,-0.01826675,
118,0.00681926,
119,0.01459863,
120,-0.00260954,
121,0.00179713,
122,-0.00408663,
123,0.01221066,
124,-0.00140324,
125,-0.00285572,
126,0.0039143,
127,0.01560798,
128,0.02065472,
129,0.01703584,
130,-0.01048738,
131,-0.01595264,
132,0.00273263,
133,0.0308713,
134,-0.00009847,
135,-0.02287037,
136,-0.0068685,
137,-0.00260954,
138,0.00120629,
139,0.01235837,
140,-0.00366812,
141,0.00908414,
142,-0.00068931,
143,0.00669617,
144,0.01371237,
145,0.011866,
146,-0.01368775,
147,0.00534216,
148,0.01250608,
149,-0.00361888,
150,-0.00509598,
151,-0.00263415,
152,0.02491368,
153,-0.00600686,
154,0.00989654,
155,-0.0235843,
156,0.00440667,
157,-0.00051698,
158,-0.00585915,
159,0.03709972,
160,0.03183142,
161,-0.04140792,
162,-0.01486943,
163,0.00118168,
164,0.01356466,
165,0.00219103,
166,-0.0167158,
167,0.01518947,
168,0.03884762,
169,-0.03099439,
170,-0.01235837,
171,-0.00253568,
172,0.0287049,
173,0.03929075,
174,-0.01885759,
175,-0.0246675,
176,-0.00736086,
177,0.01019196,
178,0.00029542,
179,-0.00100935,
180,0.00204332,
181,-0.00827174,
182,0.01041353,
183,-0.0040374,
184,0.01016734,
185,0.03146214,
186,-0.00285572,
187,-0.01142287,
188,-0.00649922,
189,-0.00292957,
190,0.01211219,
191,0.0179221,
192,-0.00428358,
193,0.00438205,
194,0.00366812,
195,0.00472671,
196,-0.00034466,
197,0.00832097,
198,0.01061047,
199,0.01632191,
200,-0.00374198,
201,-0.01570645,
202,-0.00187099,
203,0.00083702,
204,-0.02540605,
205,-0.0068685,
206,0.00017233,
207,-0.10969899,
208,-0.09303242,
209,0.05787754,
210,-0.02306731,
211,0.03055127,
212,0.07784295,
213,0.03488408,
214,0.01964537,
215,-0.00076317,
216,-0.00140324,
217,0.00268339,
218,-0.09694672,
219,-0.15994486,
220,0.05438175,
221,0.13975789,
222,0.06024089,
223,-0.08128951,
224,0.01868526,
225,0.09352479,
226,0.01395856,
227,-0.03429324,
228,-0.00384045,
229,0.06718324,
230,0.00834559,
231,-0.05868994,
232,-0.0062038,
233,0.0474394,
234,0.0621365,
235,0.07082675,
236,-0.01029043,
237,0.00499751,
238,0.04214647,
239,0.01358928,
240,0.00809941,
241,-0.05019664,
242,0.03387473,
243,0.03008352,
244,-0.00120629,
245,0.03771518,
246,-0.00140324,
247,0.02171331,
248,0.06703553,
249,-0.01432783,
250,-0.04059552,
251,0.00731162,
252,0.01117669,
253,-0.01063509,
254,0.00051698,
255,0.03793675,
256,0.01484481,
257,0.01484481,
258,-0.00489903,
259,0.00598224,
260,0.00329885,
261,0.01629729,
262,-0.01578031,
263,-0.0159034,
264,0.01112746,
265,0.02616921,
266,0.01917763,
267,0.00563758,
268,0.0149679,
269,-0.00438205,
270,-0.00711468,
271,0.00315114,
272,0.00241259,
273,-0.00649922,
274,0.0010832,
275,-0.01211219,
