183508650, -1105.729, -236.0433, 1786.257,-1104.636, -407.2766, 1777.87,-1112.723, -544.027, 1773.481,-1104.027, -751.8224, 1756.979,-1100.405, -720.0977, 1791.605,-1074.51, -696.1796, 1924.378,-992.6559, -445.515, 1955.796,-867.0663, -282.1047, 1870.936,-875.4465, -190.4708, 1880.714,-890.6265, -91.79734, 1909.265,-865.8354, -150.2429, 1835.381,-1112.484, -714.998, 1728.278,-1116.575, -666.3382, 1611.716,-1041.839, -425.6522, 1513.236,-865.5945, -286.2648, 1491.986,-793.194, -229.3442, 1453.972,-730.847, -156.3156, 1488.567,-732.104, -250.4183, 1513.633,-1083.89, -240.0555, 1871.02,-972.8442, 126.4588, 1907.586,-1064.766, 478.586, 1959.863,-960.1583, 624.7994, 1969.276,-1125.423, -232.4253, 1709.823,-1078.452, 148.7466, 1723.398,-1153.886, 506.451, 1789.673,-1059.18, 641.4709, 1774.345,-1088.152, -828.2299, 1748.5,-942.3939, -878.3153, 1738.985,-980.2891, -915.0015, 1749.529,-1090.063, -913.3089, 1802.328,-973.2587, -895.2395, 1703.874,-1082.551, -859.9666, 1652.263,
183508785, -1029.458, -223.2758, 1803.302,-1032.691, -402.9145, 1787.324,-1034.454, -546.511, 1774.236,-1033.672, -765.7177, 1762.844,-1025.769, -731.4901, 1797.798,-990.9784, -698.0921, 1934.047,-893.7789, -436.1547, 1932.349,-752.8404, -261.9004, 1863.345,-822.9575, -197.8011, 1842.056,-913.9249, -150.0864, 1804.861,-805.9659, -147.5932, 1820.725,-1043.851, -727.5476, 1732.324,-1062.505, -677.4911, 1610.563,-992.9556, -414.1628, 1527.71,-844.661, -233.5413, 1485.575,-754.7967, -233.7783, 1431.604,-722.2908, -161.507, 1504.071,-700.6675, -255.836, 1515.909,-996.436, -231.4908, 1888.981,-879.2145, 154.2902, 1924.498,-905.3881, 538.7052, 1958.744,-760.916, 660.7751, 1968.867,-1059.236, -215.8681, 1726.041,-1033.303, 187.2883, 1742.445,-1150.893, 550.3681, 1826.962,-1061.522, 697.1785, 1798.184,-1020.313, -846.8431, 1755.021,-860.486, -820.7957, 1741.92,-876.8398, -867.9094, 1768.666,-980.4651, -903.5612, 1835.141,-878.7844, -862.4598, 1716.122,-995.2096, -903.463, 1668.04,
183508835, -945.4357, -222.5703, 1817.411,-949.7786, -398.2841, 1801.422,-954.2351, -538.7624, 1788.991,-954.7175, -753.3719, 1780.502,-947.6757, -719.5116, 1814.489,-906.1743, -687.1672, 1945.756,-913.0438, -448.2515, 2078.454,-752.1461, -506.4912, 1925.59,-685.794, -514.9307, 1857.761,-612.5828, -530.6451, 1781.472,-708.8177, -610.9006, 1897.431,-963.5905, -716.331, 1749.922,-997.0361, -673.4042, 1631.749,-1030.458, -398.2478, 1604.125,-799.6399, -424.9117, 1605.001,-708.4785, -387.4133, 1576.648,-755.0032, -439.3119, 1655.274,-687.158, -395.4591, 1570.721,-915.2664, -231.013, 1902,-767.6245, 129.9106, 1971.184,-709.3517, 502.4237, 2004.303,-557.7776, 607.7071, 1987.326,-972.6406, -214.9572, 1741.133,-990.26, 180.226, 1746.852,-1139.084, 530.2238, 1787.369,-1047.903, 673.2257, 1769.717,-942.0164, -832.9281, 1774.182,-784.6235, -814.2136, 1762.033,-802.8756, -863.0882, 1780.586,-905.1608, -902.7493, 1841.357,-805.2112, -849.1694, 1730.826,-921.9214, -874.6291, 1680.517,
183508868, -864.6488, -187.4492, 1844.364,-865.6399, -371.413, 1831.301,-870.4755, -518.4976, 1822.243,-872.8605, -742.8962, 1818.907,-862.1104, -706.7318, 1852.73,-814.9009, -675.199, 1989.17,-732.8279, -403.3024, 2019.918,-629.6818, -217.1773, 1909.432,-654.334, -132.0739, 1864.059,-674.9756, -24.87234, 1840.409,-716.7742, -139.5912, 1873.417,-884.8362, -704.8959, 1787.004,-927.517, -674.2559, 1661.615,-950.9838, -385.9382, 1629.234,-711.1575, -369.158, 1595.246,-605.8375, -388.9312, 1597.383,-703.4186, -341.3769, 1613.869,-601.4002, -373.2518, 1576.369,-834.1391, -193.9298, 1933.315,-661.3411, 179.0053, 1981.63,-634.2867, 573.2321, 1998.536,-473.4417, 665.5325, 1942.719,-892.1608, -181.6053, 1764.153,-891.3609, 231.8009, 1763.611,-999.9739, 615.591, 1789.094,-897.2086, 755.6585, 1749.482,-860.6461, -826.2539, 1813.138,-705.0197, -798.2765, 1762.228,-715.3682, -848.4772, 1789.076,-802.1188, -890.3762, 1877.921,-730.3199, -838.7285, 1738.059,-858.4521, -876.9591, 1716.474,
183508969, -790.4946, -190.3214, 1849.222,-794.9205, -368.1548, 1833.871,-801.8359, -510.3775, 1823.867,-801.7324, -727.6563, 1824.666,-787.0414, -691.9349, 1854.907,-724.5651, -647.9788, 1975.873,-679.5769, -375.6532, 1993.283,-543.161, -210.2911, 1904.246,-581.2572, -121.8636, 1900.18,-607.1838, -17.29175, 1909.513,-545.2776, -161.7608, 1775.438,-818.2679, -691.5719, 1795.233,-883.331, -663.2994, 1684.371,-893.2662, -384.3937, 1645.35,-661.668, -373.1636, 1606.746,-558.3724, -374.167, 1596.947,-532.1805, -464.1396, 1647.125,-548.8708, -371.592, 1573.408,-739.7078, -198.0955, 1924.639,-625.644, 185.1931, 1949.257,-616.296, 566.3619, 1984.463,-468.4131, 673.3934, 1941.713,-836.2913, -183.3111, 1781.214,-755.4482, 207.7299, 1754.145,-906.6899, 549.2993, 1855.01,-852.9784, 706.4529, 1808.381,-789.8039, -808.3169, 1818.741,-642.2874, -788.5424, 1757.827,-651.1866, -834.3426, 1788.828,-729.9762, -865.2913, 1883.334,-668.6724, -829.2724, 1739.772,-794.2172, -865.8972, 1730.215,
183509019, -714.1897, -191.4271, 1860.21,-714.2339, -367.0171, 1846.215,-717.8773, -507.5353, 1837.737,-716.5784, -721.8033, 1831.719,-700.1916, -687.4036, 1861.554,-624.456, -654.8641, 1976.125,-586.8483, -391.2586, 2035.634,-463.7808, -241.8362, 1913.289,-495.3585, -152.1709, 1914.701,-534.4282, -53.05976, 1920.403,-529.1111, -121.739, 1876.392,-735.101, -685.4388, 1805.053,-813.6769, -661.5379, 1704.483,-871.1703, -390.633, 1680.151,-647.949, -366.3766, 1622.178,-547.228, -361.9624, 1604.431,-460.7872, -373.3515, 1662.698,-537.6536, -366.8155, 1592.111,-660.0809, -197.1573, 1931.934,-567.1968, 186.5245, 1951.842,-609.3558, 560.3895, 1985.675,-476.1824, 680.3451, 1939.977,-762.9821, -186.2599, 1795.533,-635.2675, 182.6932, 1736.695,-896.9105, 452.8099, 1802.231,-903.5097, 621.6148, 1781.679,-704.8318, -801.0657, 1822.535,-565.1985, -795.7366, 1747.399,-573.8916, -838.4147, 1781.415,-643.6124, -857.9697, 1883.509,-595.6064, -834.7766, 1734.724,-721.9636, -862.0457, 1739.704,
183509085, -649.7682, -203.8603, 1857.116,-653.8531, -382.5569, 1850.809,-657.1357, -525.4163, 1845.782,-655.6663, -742.9818, 1839.84,-634.2889, -707.8956, 1866.795,-529.7737, -672.5918, 1958.275,-476.3019, -413.4112, 2040.226,-392.4091, -246.7616, 1901.462,-430.7278, -159.5325, 1917.012,-446.1877, -55.13718, 1941.449,-510.5308, -163.9321, 1871.5,-679.0309, -706.221, 1816.327,-766.8157, -677.2461, 1722.324,-853.838, -409.0632, 1708.672,-635.5573, -359.7335, 1635.439,-538.4667, -361.1198, 1598.354,-448.4076, -311.2666, 1625.583,-516.5567, -360.8321, 1605.502,-589.9156, -207.6633, 1926.104,-506.621, 184.6837, 1940.3,-604.8904, 551.5668, 1993.757,-477.3262, 679.3137, 1941.979,-703.7398, -200.4309, 1794.907,-527.0143, 151.9967, 1722.161,-732.4291, 468.8302, 1809.629,-703.3382, 634.5287, 1770.184,-645.0596, -823.4202, 1828.726,-495.9465, -803.1144, 1771.245,-506.3623, -850.6937, 1799.109,-587.4342, -885.942, 1890.416,-522.9854, -842.032, 1750.16,-649.3598, -875.1031, 1736.42,
183509151, -580.968, -208.8129, 1855.736,-583.5535, -389.6645, 1857.194,-594.5117, -533.4973, 1867.276,-590.9816, -753.1246, 1853.119,-569.2014, -718.4426, 1881.266,-484.6592, -701.2388, 1997.721,-448.7806, -448.0283, 2112.14,-379.3831, -471.0127, 1888.644,-319.0087, -517.3304, 1827.485,-355.194, -581.9426, 1908.214,-391.3253, -593.2866, 1878.722,-615.4182, -715.3498, 1831.17,-711.1229, -685.4719, 1743.277,-797.1897, -413.4234, 1734.634,-581.7447, -375.7441, 1640.469,-523.5859, -324.8936, 1569.187,-467.1067, -307.7262, 1659.246,-469.8425, -304.119, 1617.816,-515.5264, -209.2219, 1921.029,-433.0761, 154.5753, 1761.058,-523.5059, 487.2154, 1938.921,-469.9397, 669.3779, 1934.22,-639.9796, -208.444, 1796.858,-457.6599, 143.7495, 1712.584,-547.4443, 517.2574, 1790.525,-478.9091, 675.3835, 1761.611,-579.6718, -833.8872, 1838.686,-443.3365, -822.673, 1750.211,-450.4423, -869.8639, 1780.915,-513.3099, -899.9126, 1888.915,-476.657, -860.5338, 1735.798,-606.2141, -886.5581, 1749.321,
183509219, -532.9277, -207.403, 1855.583,-530.6759, -388.7234, 1852.691,-538.2977, -533.3559, 1859.356,-533.9487, -753.6513, 1846.774,-509.6509, -718.3983, 1872.259,-415.7575, -682.4764, 1977.191,-357.9854, -416.3241, 2046.026,-276.1446, -222.4919, 1939.628,-251.9792, -149.1219, 1879.507,-237.8956, -56.11694, 1822.788,-251.0684, -180.8343, 1815.167,-561.0089, -716.2263, 1827.119,-664.6233, -686.5829, 1748.016,-765.2635, -419.3422, 1767.534,-574.9203, -322.7605, 1660.543,-486.2109, -300.6884, 1608.086,-417.8783, -236.4351, 1554.615,-444.0021, -295.1494, 1664.564,-468.9955, -207.6795, 1922.696,-459.7384, 189.9806, 1836.695,-580.4834, 521.9562, 1999.413,-510.8861, 685.6759, 1931.449,-590.5782, -207.1536, 1795.065,-417.6012, 153.0921, 1720.493,-383.1419, 540.4197, 1777.529,-298.3334, 668.3978, 1693.096,-523.3318, -834.6537, 1831.898,-404.0699, -829.3542, 1720.404,-405.9377, -875.0634, 1754.236,-449.3357, -899.2246, 1873.148,-439.6392, -867.5345, 1713.834,-565.3208, -891.3162, 1750.953,
183509286, -475.0056, -196.289, 1861.411,-481.7077, -378.4822, 1860.995,-487.408, -524.1242, 1860.98,-487.2636, -744.9348, 1839.378,-461.9081, -711.0064, 1866.115,-359.2223, -676.4945, 1964.125,-299.6335, -424.4215, 2076.635,-223.4982, -223.2733, 1977.026,-203.0838, -154.0278, 1910.155,-178.7396, -101.4696, 1816.143,-216.3935, -93.78755, 1909.136,-513.9828, -706.0596, 1821.469,-621.319, -671.2102, 1748.489,-716.0373, -402.3538, 1787.742,-539.4694, -280.3441, 1680.281,-473.5023, -282.3775, 1597.394,-458.0431, -209.6717, 1676.486,-432.1778, -223.2031, 1622.004,-411.8125, -198.7696, 1929.844,-346.8972, 202.49, 1883.486,-563.9539, 517.7919, 1963.11,-488.0881, 690.3143, 1929.465,-531.9896, -194.0522, 1799.701,-376.0167, 178.4189, 1736.852,-330.3828, 568.4042, 1780.796,-240.8362, 681.1385, 1679.318,-478.2601, -825.8729, 1821.034,-359.4349, -824.1433, 1707.706,-361.8244, -869.6401, 1742.291,-404.6798, -891.6705, 1862.547,-395.9682, -861.9231, 1701.925,-522.353, -883.0027, 1740.783,
