製品名,ワイヤレス筋電センサ（乾式）,
計測時ID,2,
計測開始時刻,04/23 18:22:48,
サンプリング周波数,200,
シーケンス数,8724,
PGAゲイン,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,
ファイル保存形式,演算データ,
シーケンス番号,EMG01[ｍV],
1,0,
2,0.01826675,
3,0.00044313,
4,-0.07097446,
5,-0.00450514,
6,-0.0485226,
7,-0.00987192,
8,-0.02348582,
9,-0.02205796,
10,0.00445591,
11,0.00361888,
12,0.00425896,
13,0.00869025,
14,0.00745933,
15,-0.00859177,
16,-0.0231904,
17,-0.0096996,
18,0.01344157,
19,0.00642537,
20,0.00187099,
21,-0.03143752,
22,-0.01888221,
23,-0.01979308,
24,-0.01802057,
25,0.00617918,
26,-0.00248644,
27,-0.01166906,
28,-0.00699159,
29,0.03892148,
30,-0.0385522,
31,-0.01250608,
32,-0.00194484,
33,-0.00032004,
34,-0.00290496,
35,0.00192022,
36,0.00583453,
37,0.01639576,
38,-0.00155095,
39,0.00672079,
40,0.01248146,
41,-0.01208757,
42,0.00103397,
43,-0.02432285,
44,0.00051698,
45,-0.00489903,
46,-0.00278186,
47,0.0175282,
48,0.00275725,
49,-0.04143254,
50,-0.01383546,
51,-0.00967498,
52,-0.01088127,
53,-0.00955189,
54,-0.00859177,
55,-0.01868526,
56,-0.00635151,
57,-0.00691773,
58,0.00438205,
59,0.01560798,
60,-0.00189561,
61,0.06309661,
62,0.01125055,
63,-0.03259458,
64,-0.03133905,
65,-0.01632191,
66,-0.01715893,
67,0.00056622,
68,-0.00630228,
69,-0.01605111,
70,-0.00905952,
71,-0.00280648,
72,0.0008124,
73,0.01314615,
74,0.01137364,
75,0.03377626,
76,-0.04953195,
77,-0.01238299,
78,0.00100935,
79,-0.03441633,
80,0.00753319,
81,-0.0133431,
82,-0.01174291,
83,-0.02198411,
84,0.02176255,
85,0.05965005,
86,-0.07695669,
87,-0.02666158,
88,0.00145248,
89,-0.0031019,
90,-0.01211219,
91,-0.0235843,
92,0.01971923,
93,0.00696697,
94,-0.00598224,
95,0.01277688,
96,0.06193955,
97,-0.02653849,
98,-0.01294921,
99,-0.02552914,
100,-0.00534216,
101,-0.01703584,
102,-0.00088626,
103,-0.00748395,
104,0.02306731,
105,0.0400293,
106,0.01866064,
107,-0.03165909,
108,0.00263415,
109,-0.03050203,
110,-0.0448791,
111,-0.02077782,
112,0.00130477,
113,0.02151636,
114,0.0292465,
115,0.01816828,
116,-0.00792708,
117,0.02045778,
118,-0.04465753,
119,-0.02848333,
120,-0.01713431,
121,0.01898068,
122,0.00600686,
123,-0.01555874,
124,-0.0144263,
125,-0.00450514,
126,-0.0252091,
127,0.00659769,
128,-0.01437707,
129,0.02070396,
130,-0.02727704,
131,-0.02383048,
132,-0.03000966,
133,0.01223528,
134,0.01558336,
135,0.00563758,
136,-0.0318068,
137,-0.0064746,
138,-0.01319539,
139,-0.00610533,
140,0.00349579,
141,-0.01208757,
142,-0.00568682,
143,-0.0266862,
144,-0.02410128,
145,-0.03788751,
146,-0.00329885,
147,-0.00177252,
148,0.01491867,
149,0.01115207,
150,0.00169866,
151,-0.01614958,
152,-0.00182175,
153,-0.00758243,
154,0.01223528,
155,-0.010512,
156,-0.00918261,
157,-0.005933,
158,0.01888221,
159,-0.00622842,
160,-0.00600686,
161,-0.01041353,
162,-0.04428826,
163,-0.03793675,
164,-0.01191524,
165,-0.00352041,
166,-0.00908414,
167,0.0167158,
168,0.00521907,
169,-0.00056622,
170,-0.02922188,
171,-0.00901028,
172,0.02944344,
173,-0.01762668,
174,-0.02491368,
175,0.00169866,
176,-0.00366812,
177,0.03586881,
178,-0.02592303,
179,0.0020187,
180,-0.00324961,
181,0.00327423,
182,0.00521907,
183,-0.00669617,
184,-0.00071393,
185,-0.01654347,
186,-0.00551449,
187,0.0087641,
188,0.00662231,
189,0.00721315,
190,-0.00211717,
191,-0.03424401,
192,-0.01122593,
193,-0.01595264,
194,-0.00428358,
195,-0.00379121,
196,0.01642038,
197,-0.00637613,
198,0.00494827,
199,-0.02444594,
200,0.00841945,
201,-0.00064007,
202,-0.00881334,
203,-0.00632689,
204,0.00819788,
205,0.02097476,
206,0.01479558,
207,-0.06048708,
208,-0.02139327,
209,0.00460362,
210,-0.03254535,
211,-0.01314615,
212,-0.02663696,
213,-0.0300589,
214,0.01560798,
215,0.00905952,
216,0.03215145,
217,0.02737551,
218,0.03281615,
219,0.02230415,
220,-0.06083173,
221,-0.00999502,
222,-0.02033469,
223,-0.00755781,
224,0.00462823,
225,-0.00952727,
226,-0.00034466,
227,-0.00765628,
228,0.01703584,
229,-0.01816828,
230,0.01597725,
231,-0.00093549,
232,0.00371736,
233,-0.00273263,
234,-0.0390938,
235,-0.03023123,
236,-0.03079745,
237,-0.00076317,
238,-0.02026083,
239,-0.01499252,
240,-0.00366812,
241,0.00472671,
242,0.00251106,
243,0.03609038,
244,-0.03722282,
245,0.04608539,
246,-0.0394877,
247,-0.01265379,
248,-0.00918261,
249,0.01395856,
250,-0.01560798,
251,-0.01203833,
252,-0.01073356,
253,0.01437707,
254,0.06371207,
255,0.0246675,
256,-0.06467218,
257,-0.0221072,
258,-0.00977345,
259,0.00908414,
260,-0.00691773,
261,0.00268339,
262,-0.0048498,
263,-0.01260455,
264,0.01573107,
265,0.02826177,
266,-0.01371237,
267,0.01518947,
268,0.0207532,
269,-0.03850297,
270,-0.01597725,
271,-0.00386507,
272,0.01757744,
273,0.01073356,
274,-0.04896573,
275,-0.02151636,
276,-0.01097975,
277,-0.0203593,
278,0.00568682,
279,-0.02946806,
280,0.00635151,
281,-0.00632689,
282,-0.01171829,
283,-0.03739514,
284,-0.02223029,
285,0.00568682,
286,0.00413587,
287,0.00662231,
288,-0.01853755,
289,0.01450016,
290,-0.06036398,
291,-0.02151636,
292,-0.01597725,
293,-0.02205796,
294,-0.01245684,
295,0.04241727,
296,0.02328888,
297,-0.00236335,
298,-0.00704082,
299,0.00152633,
300,-0.01964537,
301,0.02432285,
302,0.00859177,
303,-0.04066937,
304,-0.02678467,
305,-0.01418012,
306,-0.01408165,
307,-0.02772017,
308,-0.00684388,
309,-0.00187099,
310,0.01814366,
311,-0.01117669,
312,-0.01309692,
313,-0.0079517,
314,-0.00226488,
315,0.01336772,
316,0.00524369,
317,-0.042048,
318,-0.01459863,
319,-0.00349579,
320,-0.00777937,
321,0.01816828,
322,0.02712933,
323,-0.03953693,
324,-0.0190053,
325,-0.01122593,
326,0.00263415,
327,-0.05829605,
328,-0.02666158,
329,-0.00797632,
330,-0.00477594,
331,-0.00989654,
332,-0.01344157,
333,-0.01221066,
334,-0.00155095,
335,-0.01240761,
336,-0.00494827,
337,-0.00883796,
338,-0.00152633,
339,0.00514522,
340,-0.00642537,
341,-0.01435245,
342,-0.00994578,
343,-0.00462823,
344,0.00548987,
345,0.00805017,
346,-0.0243967,
347,-0.01115207,
348,-0.01755282,
349,-0.00076317,
350,-0.01029043,
351,-0.00009847,
352,0.01029043,
353,-0.0122599,
354,-0.02001465,
355,-0.0125307,
356,-0.00339732,
357,0.00699159,
358,-0.00056622,
359,-0.00386507,
360,-0.01088127,
361,-0.0110536,
362,-0.0107828,
363,-0.00721315,
364,-0.01363852,
365,-0.00563758,
366,-0.01410627,
367,-0.00324961,
368,-0.00773013,
369,-0.02232877,
370,-0.00662231,
371,0.00659769,
372,-0.00088626,
373,-0.01048738,
374,-0.00770552,
375,-0.00630228,
376,0.00051698,
377,-0.01339234,
378,-0.00908414,
379,-0.01349081,
380,0.00288034,
381,-0.01287535,
382,-0.00940418,
383,-0.00940418,
384,-0.01592802,
385,-0.00352041,
386,-0.02483983,
387,-0.0002708,
388,0.00004924,
389,-0.00253568,
390,-0.00755781,
391,-0.01221066,
392,-0.00428358,
393,0.00588377,
394,-0.01996541,
395,-0.01947305,
396,0.01976847,
397,-0.02060549,
398,-0.01164444,
399,-0.01750359,
400,-0.0231904,
401,-0.01856217,
402,-0.02653849,
403,0.01001963,
404,0.0093057,
405,0.0074101,
406,0.00974883,
407,-0.00091088,
408,-0.01090589,
409,-0.00199408,
410,0.00477594,
411,0.0095765,
412,-0.01171829,
413,-0.00832097,
414,-0.00925647,
415,-0.00925647,
416,-0.00844406,
417,-0.00497289,
418,-0.00841945,
419,-0.00137862,
420,0.00248644,
421,-0.01211219,
422,-0.01275226,
423,-0.01430321,
424,-0.00339732,
425,-0.00182175,
426,-0.00376659,
427,0.00019695,
428,-0.02136865,
429,-0.02220567,
430,-0.011866,
431,-0.0121368,
432,-0.01127517,
433,-0.0036435,
434,0.00440667,
435,-0.02087629,
436,-0.00736086,
437,-0.00950265,
438,-0.01373699,
439,-0.00507136,
440,-0.01285073,
441,-0.01137364,
442,-0.00359427,
443,0.00502213,
444,0.00477594,
445,0.00901028,
446,-0.00435743,
447,-0.00216641,
448,-0.01088127,
449,-0.0062038,
450,-0.00896105,
451,-0.01349081,
452,-0.00288034,
453,-0.01125055,
454,-0.00349579,
455,-0.00928109,
456,-0.01174291,
457,-0.00125553,
458,-0.00797632,
459,-0.01016734,
460,0.00425896,
461,-0.0033727,
462,-0.00278186,
463,0.00684388,
464,0.00078778,
465,-0.00194484,
466,-0.00029542,
467,0.00029542,
468,-0.00635151,
469,-0.02845871,
470,-0.00571144,
471,0.00219103,
472,-0.01038891,
473,-0.00551449,
474,-0.01176753,
475,-0.01578031,
476,-0.0102412,
477,-0.00290496,
478,-0.00211717,
479,-0.00438205,
480,-0.00979807,
481,-0.00386507,
482,-0.00452976,
483,-0.00974883,
484,-0.01605111,
485,-0.02003927,
486,-0.00263415,
487,-0.0036435,
488,-0.00374198,
489,-0.00470209,
490,-0.00438205,
491,-0.00770552,
492,-0.00273263,
493,-0.01090589,
494,-0.00243721,
495,0.00770552,
496,0.00206793,
497,-0.00324961,
498,-0.02195949,
499,-0.02629231,
500,-0.02279651,
501,0.01043814,
502,-0.00576067,
503,-0.01085665,
504,-0.00034466,
505,0.00265877,
506,-0.00521907,
507,-0.0087641,
508,-0.00571144,
509,-0.01688813,
510,-0.00487442,
511,0.00118168,
512,-0.00371736,
513,-0.00585915,
514,-0.00649922,
515,-0.01326924,
516,-0.0122599,
517,-0.00162481,
518,-0.00268339,
519,-0.00851792,
520,-0.00502213,
521,-0.01696198,
522,-0.01026582,
523,-0.00482518,
524,-0.00509598,
525,-0.01659271,
526,-0.00785323,
527,-0.00979807,
528,0.00066469,
529,-0.00068931,
530,-0.01085665,
531,-0.00096011,
532,-0.00401278,
533,-0.00765628,
534,-0.00829636,
535,-0.00401278,
536,-0.00952727,
537,-0.00435743,
538,-0.00507136,
539,-0.00169866,
540,-0.01223528,
541,-0.0107828,
542,-0.01097975,
543,-0.00150171,
544,-0.00371736,
545,-0.00194484,
546,-0.00807479,
547,0.00312652,
548,-0.00974883,
549,0.00071393,
550,-0.00654846,
551,-0.0110536,
552,-0.01398317,
553,-0.00608071,
554,0.0031019,
555,0.00445591,
556,-0.00802555,
557,-0.01029043,
558,-0.00327423,
559,-0.00226488,
560,-0.00580991,
561,-0.00583453,
562,0.00056622,
563,0.00179713,
564,-0.00585915,
565,-0.01614958,
566,-0.01080742,
567,-0.00706544,
568,-0.00140324,
569,0.00352041,
570,-0.0130723,
571,-0.01376161,
572,-0.0115952,
573,0.00022156,
574,-0.00211717,
575,-0.00425896,
576,-0.00576067,
577,-0.01056124,
578,-0.01484481,
579,-0.00669617,
580,-0.00558835,
581,-0.00571144,
582,-0.00482518,
583,-0.00755781,
584,-0.01425398,
585,-0.0051206,
586,-0.01036429,
587,-0.0067454,
588,-0.00797632,
589,-0.01282612,
590,-0.01129978,
591,-0.00561296,
592,-0.01346619,
593,-0.01085665,
594,-0.00573606,
595,-0.00925647,
596,-0.0010832,
597,-0.00248644,
598,-0.00915799,
599,-0.00125553,
600,-0.01179215,
601,-0.00416049,
602,-0.0039143,
603,-0.00526831,
604,0.00667155,
605,-0.0149679,
606,-0.01314615,
607,-0.00736086,
608,-0.00546525,
609,-0.00487442,
610,-0.00017233,
611,-0.01297383,
612,-0.00041851,
613,-0.00913338,
614,-0.00669617,
615,-0.00544064,
616,-0.00064007,
617,-0.00022156,
618,-0.004579,
619,-0.00745933,
620,-0.00709006,
621,-0.0064746,
622,-0.00145248,
623,0.00189561,
624,-0.00755781,
625,0.00002462,
626,0.00576067,
627,-0.01257993,
628,-0.00384045,
629,-0.00288034,
630,-0.00625304,
631,-0.00583453,
632,-0.0033727,
633,-0.0025603,
634,-0.01851293,
635,-0.00711468,
636,-0.00280648,
637,0.00856716,
638,0.00132939,
639,-0.00238797,
640,-0.00785323,
641,-0.01868526,
642,-0.00979807,
643,-0.00118168,
644,-0.00881334,
645,-0.01196448,
646,-0.01265379,
647,-0.00536678,
648,-0.00100935,
649,-0.00189561,
650,-0.00312652,
651,-0.00401278,
652,-0.01287535,
653,-0.00519445,
654,-0.01061047,
655,-0.00211717,
656,-0.00280648,
657,-0.01543565,
658,-0.00908414,
659,-0.00832097,
660,-0.00672079,
661,-0.00558835,
662,-0.01984232,
663,-0.00846868,
664,-0.01750359,
665,-0.00844406,
666,-0.00901028,
667,0.00059084,
668,-0.01004425,
669,-0.01262917,
670,-0.00691773,
671,-0.00568682,
672,-0.00905952,
673,0.00155095,
674,-0.00637613,
675,-0.00765628,
676,-0.01235837,
677,-0.00019695,
678,-0.01738049,
679,-0.01048738,
680,-0.0064746,
681,0.00285572,
682,-0.00297881,
683,-0.00103397,
684,-0.01558336,
685,-0.01166906,
686,0.0010832,
687,-0.00211717,
688,-0.01410627,
689,-0.00814865,
690,0.00334808,
691,-0.00952727,
692,-0.00962574,
693,-0.0040374,
694,-0.00918261,
695,-0.01693737,
