製品名,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）,ワイヤレス筋電センサ（乾式）,
計測時ID,1,2,3,
計測開始時刻,06/17 11:09:11,06/17 11:09:11,06/17 11:09:11,
サンプリング周波数,200,200,200,
シーケンス数,6069,6069,6069,
PGAゲイン,x12,x12,x12,
補正値キー,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,
コメント,,,,
ファイル保存形式,演算データ,演算データ,演算データ,
シーケンス番号,EMG01[ｍV],EMG01[ｍV],EMG01[ｍV],
1,0,0,0,
2,-0.00896105,0.00132939,0.07636586,
3,-0.01211219,0.01344157,0.13266783,
4,0.00962574,0.00182175,0.0490642,
5,0.00962574,-0.00273263,-0.11051139,
6,0.01962076,-0.01112746,-0.02607074,
7,-0.0079517,0.00386507,-0.01445092,
8,0.00644999,-0.00758243,0.05004893,
9,-0.00558835,0.00327423,0.00662231,
10,0.04236803,0.0020187,0.04945809,
11,0.00706544,-0.00312652,-0.07944314,
12,-0.0125307,0.00379121,0.01639576,
13,0.00408663,0.01147211,0.00164942,
14,-0.01910377,0.00039389,-0.08096947,
15,-0.02306731,0.00243721,-0.010512,
16,-0.01129978,-0.00844406,-0.00145248,
17,-0.00302805,-0.00657308,0.03357931,
18,0.0175282,-0.00583453,0.01349081,
19,-0.01250608,0.00315114,-0.03690278,
20,-0.06139795,-0.00878872,-0.00654846,
21,0.04350047,-0.01322001,0.01922686,
22,-0.01843908,-0.00612995,0.01336772,
23,0.01651886,-0.00243721,-0.04497757,
24,-0.01622344,-0.0138847,-0.05731132,
25,-0.02528296,-0.00187099,0.03574572,
26,0.00206793,-0.00817326,0.00659769,
27,-0.00644999,0.00044313,0.03190527,
28,-0.01393394,-0.00684388,-0.05758212,
29,-0.0093057,-0.00489903,0.01757744,
30,-0.00219103,-0.00625304,-0.01555874,
31,0.01991618,-0.00534216,-0.02712933,
32,0.02045778,-0.00398816,-0.01947305,
33,0.00465285,-0.00224026,-0.00354503,
34,-0.01418012,-0.00292957,-0.0533724,
35,-0.05411094,-0.00182175,-0.03165909,
36,0.06033937,-0.0017479,0.00187099,
37,-0.03869991,-0.00989654,0.01117669,
38,0.01654347,-0.00659769,-0.02890184,
39,-0.02562761,0.00083702,-0.03769056,
40,0.01866064,-0.00662231,0.03254535,
41,-0.01875912,-0.00753319,-0.08188035,
42,-0.01546027,-0.01073356,-0.02661234,
43,-0.01915301,-0.00433281,0.01400779,
44,0.02503677,-0.00420972,-0.00765628,
45,0.01543565,-0.00167404,0.06297352,
46,-0.00600686,0.00238797,0.11230852,
47,-0.01233375,-0.00352041,-0.14933439,
48,-0.015091,-0.00145248,-0.21230791,
49,0.04022624,-0.00814865,0.06531226,
50,-0.01762668,-0.00376659,-0.09057059,
51,0.01344157,-0.00388969,0.17045686,
52,0.02422437,-0.01184139,-0.01248146,
53,-0.00642537,0.00352041,-0.12587319,
54,-0.01664195,-0.00396354,0.03712434,
55,0.0051206,0.00064007,0.00224026,
56,0.02181178,-0.0090349,-0.03660736,
57,-0.00558835,0.00064007,0.09261391,
58,-0.01191524,-0.00194484,-0.06292428,
59,-0.00945341,-0.00408663,-0.09310628,
60,0.00635151,-0.00709006,0.04842413,
61,-0.04303273,-0.00859177,-0.03266844,
62,0.08648396,-0.0130723,-0.01856217,
63,-0.01422936,-0.00130477,0.00068931,
64,-0.02122094,-0.01386008,0.05302774,
65,-0.03291462,-0.00401278,0.00192022,
